,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-12-10),近12月累積營收年增率連2個月增加(2021-12-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('9941裕融', 11)",6803崑鼎,1102亞泥,1102亞泥,4576大銀微系統,1102亞泥,2303聯電,6505台塑化,1104環泥,1444力麗,6803崑鼎,2454聯發科,2454聯發科,6269台郡,1102亞泥,2883開發金,1216統一,2882國泰金,5903全家,6491晶碩,2881富邦金
1,"('5347世界', 10)",5457宣德,2454聯發科,6803崑鼎,8069元太,6803崑鼎,2886兆豐金,1301台塑,1304台聚,6547高端疫苗,2454聯發科,4736泰博,3413京鼎,2881富邦金,6803崑鼎,4906正文,1312國喬,2888新光金,5820日盛金,,
2,"('6182合晶', 10)",6269台郡,8069元太,1904正隆,1444力麗,2454聯發科,2891中信金,2303聯電,1312國喬,6589台康生技,8150南茂,6182合晶,8069元太,2845遠東銀,1904正隆,2417圓剛,1513中興電,2834臺企銀,2204中華,,
3,"('8422可寧衛', 10)",4736泰博,4736泰博,2454聯發科,6182合晶,8150南茂,2382廣達,1303南亞,1314中石化,4414如興,6756威鋒電子,4128中天,5457宣德,2892第一金,2454聯發科,3036文曄,1609大亞,1722台肥,1707葡萄王,,
4,"('8415大國鋼', 9)",6456GIS-KY,6182合晶,1714和桐,6756威鋒電子,3413京鼎,2408南亞科,1326台化,1504東元,6533晶心科,3131弘塑,6756威鋒電子,4736泰博,2015豐興,1714和桐,,1785光洋科,1717長興,1808潤隆,,
5,"('3131弘塑', 9)",2015豐興,2923鼎固-KY,8150南茂,8464億豐,1303南亞,2395研華,3008大立光,1532勤美,3016嘉晶,6223旺矽,6415矽力-KY,6182合晶,2923鼎固-KY,8150南茂,,1904正隆,6278台表科,2520冠德,,
6,"('8210勤誠', 9)",8464億豐,8464億豐,1303南亞,6415矽力-KY,8069元太,5347世界,2002中鋼,1589永冠-KY,1710東聯,2441超豐,2049上銀,2845遠東銀,8454富邦媒,3413京鼎,,1909榮成,3706神達,6451訊芯-KY,,
7,"('3036文曄', 9)",6415矽力-KY,6415矽力-KY,8069元太,8454富邦媒,5457宣德,2801彰銀,1216統一,1714和桐,2618長榮航,2353宏碁,9908大台北,4128中天,2049上銀,1303南亞,,2101南港,3036文曄,1537廣隆,,
8,"('3105穩懋', 9)",2377微星,1795美時,2323中環,6271同欣電,6269台郡,5876上海商銀,2891中信金,2104國際中橡,2539櫻花建,2347聯強,2615萬海,8462柏文,4938和碩,4576大銀微系統,,2104國際中橡,2504國產,,,
9,"('3035智原', 9)",8454富邦媒,5871中租-KY,5457宣德,2009第一銅,4736泰博,4938和碩,2884玉山金,2239英利-KY,3707漢磊,2368金像電,2441超豐,2892第一金,5871中租-KY,8069元太,,2239英利-KY,2206三陽工業,,,
10,"('8070長華*', 9)",5871中租-KY,5483中美晶,6269台郡,2049上銀,6182合晶,2603長榮,2382廣達,2323中環,4142國光生,3450聯鈞,6531愛普,2015豐興,1702南僑,2323中環,,2301光寶科,2634漢翔,,,
11,"('2408南亞科', 9)",5483中美晶,1702南僑,2881富邦金,2421建準,2015豐興,3105穩懋,6488環球晶,2489瑞軒,2501國建,8070長華*,8942森鉅,2377微星,1229聯華,1444力麗,,2303聯電,2104國際中橡,,,
12,"('1604聲寶', 9)",6213聯茂,3131弘塑,4736泰博,6285啟碁,2605新興,1102亞泥,2408南亞科,2501國建,2103台橡,8081致新,2609陽明,3596智易,9907統一實,5457宣德,,2308台達電,6196帆宣,,,
13,"('5274信驊', 9)",1702南僑,6223旺矽,6182合晶,3532台勝科,6756威鋒電子,2887台新金,2395研華,2511太子,1903士紙,2375凱美,8081致新,6271同欣電,9908大台北,6269台郡,,2323中環,3019亞光,,,
14,"('9908大台北', 9)",3131弘塑,6279胡連,2845遠東銀,1722台肥,8464億豐,3037欣興,3034聯詠,2515中工,1314中石化,2481強茂,6173信昌電,6285啟碁,9943好樂迪,2881富邦金,,2331精英,3680家登,,,
15,"('6488環球晶', 9)",8112至上,9943好樂迪,6456GIS-KY,9908大台北,6415矽力-KY,2301光寶科,5347世界,2834臺企銀,,2379瑞昱,2498宏達電,3532台勝科,9910豐泰,4736泰博,,2344華邦電,1773勝一,,,
16,"('2385群光', 8)",6279胡連,2542興富發,2892第一金,8044網家,1795美時,2888新光金,2801彰銀,2836高雄銀,,1723中碳,5471松翰,5483中美晶,2891中信金,6182合晶,,2367燿華,8070長華*,,,
17,"('5007三星', 8)",9910豐泰,4107邦特,6451訊芯-KY,1419新紡,6271同欣電,5483中美晶,5876上海商銀,2838聯邦銀,,6412群電,2481強茂,1229聯華,2313華通,2845遠東銀,,2368金像電,2103台橡,,,
18,"('4105東洋', 8)",2301光寶科,1419新紡,2015豐興,3152璟德,2009第一銅,2324仁寶,2603長榮,2845遠東銀,,2492華新科,2379瑞昱,3131弘塑,1419新紡,6456GIS-KY,,2385群光,9907統一實,,,
19,"('2379瑞昱', 8)",2313華通,3152璟德,2605新興,2455全新,2049上銀,6409旭隼,1402遠東新,2849安泰銀,,2344華邦電,2344華邦電,8112至上,8926台汽電,8462柏文,,2388威盛,9908大台北,,,
20,"('6412群電', 8)",4107邦特,2455全新,8464億豐,8926台汽電,5871中租-KY,3231緯創,3105穩懋,2867三商壽,,2850新產,1808潤隆,6589台康生技,2441超豐,2892第一金,,2454聯發科,8422可寧衛,,,
21,"('6411晶焱', 8)",3152璟德,2727王品,6415矽力-KY,1773勝一,3532台勝科,4743合一,1102亞泥,2881富邦金,,3189景碩,3042晶技,1722台肥,2534宏盛,2363矽統,,2489瑞軒,3413京鼎,,,
22,"('1722台肥', 8)",2455全新,4968立積,2377微星,2340光磊,5483中美晶,2356英業達,2887台新金,2882國泰金,,3035智原,3035智原,2535達欣工,1773勝一,6451訊芯-KY,,2504國產,9939宏全,,,
23,"('3533嘉澤', 8)",4968立積,2534宏盛,2883開發金,3443創意,6213聯茂,2337旺宏,3037欣興,2883開發金,,3019亞光,8086宏捷科,6279胡連,1227佳格,2015豐興,,2520冠德,3704合勤控,,,
24,"('8358金居', 8)",2441超豐,8404百和興業-KY,1795美時,4906正文,1229聯華,6239力成,2890永豐金,2888新光金,,8086宏捷科,5347世界,9910豐泰,8039台虹,2605新興,,2539櫻花建,5007三星,,,
25,"('6409旭隼', 8)",3005神基,3005神基,3596智易,6491晶碩,3131弘塑,2610華航,2301光寶科,2897王道銀行,,3653健策,8016矽創,2301光寶科,2608嘉里大榮,8464億豐,,2605新興,1104環泥,,,
26,"('8086宏捷科', 8)",6414樺漢,2915潤泰全,8454富邦媒,8406金可-KY,1722台肥,2385群光,2615萬海,2903遠百,,5347世界,2393億光,2891中信金,1326台化,6415矽力-KY,,2608嘉里大榮,2515中工,,,
27,"('3653健策', 8)",9930中聯資源,2340光磊,6271同欣電,3450聯鈞,6223旺矽,2618長榮航,5483中美晶,3706神達,,8016矽創,2603長榮,8044網家,2347聯強,2377微星,,2634漢翔,2208台船,,,
28,"('1707葡萄王', 8)",3324雙鴻,3443創意,2355敬鵬,1476儒鴻,9908大台北,3406玉晶光,9921巨大,4414如興,,2393億光,2474可成,2313華通,4935茂林-KY,2883開發金,,2723美食-KY,8112至上,,,
29,"('6548長科*', 8)",1227佳格,4174浩鼎,2421建準,1507永大,6279胡連,5274信驊,6409旭隼,4532瑞智,,3034聯詠,3034聯詠,4107邦特,6743安普新,1795美時,,2801彰銀,1309台達化,,,
30,"('4736泰博', 8)",3443創意,6472保瑞,4938和碩,2607榮運,6191精成科,1227佳格,4743合一,4958臻鼎-KY,,3010華立,2458義隆,3152璟德,2385群光,3596智易,,2890永豐金,2850新產,,,
31,"('8016矽創', 8)",2108南帝,8406金可-KY,6285啟碁,4927泰鼎-KY,2615萬海,1229聯華,2356英業達,5531鄉林,,1216統一,4961天鈺,4968立積,3706神達,8454富邦媒,,3017奇鋐,8163達方,,,
32,"('2337旺宏', 8)",3665貿聯-KY,5508永信建,5871中租-KY,8422可寧衛,3008大立光,1722台肥,2347聯強,5820日盛金,,2401凌陽,2401凌陽,2534宏盛,1605華新,6271同欣電,,3324雙鴻,1726永記,,,
33,"('2395研華', 8)",3078僑威,8081致新,3532台勝科,6669緯穎,2542興富發,8069元太,2337旺宏,6005群益證,,3006晶豪科,3006晶豪科,8404百和興業-KY,2357華碩,2009第一銅,,3374精材,3131弘塑,,,
34,"('8908欣雄', 8)",6472保瑞,1476儒鴻,5483中美晶,3059華晶科,4107邦特,3532台勝科,6239力成,6605帝寶,,6239力成,1201味全,3005神基,8299群聯,2049上銀,,3529力旺,8482商億-KY,,,
35,"('1590亞德客-KY', 8)",2347聯強,4123晟德,6213聯茂,6533晶心科,1419新紡,3533嘉澤,3702大聯大,8070長華*,,2637慧洋-KY,2637慧洋-KY,9930中聯資源,2890永豐金,2355敬鵬,,3563牧德,2836高雄銀,,,
36,"('2330台積電', 8)",8070長華*,8422可寧衛,1702南僑,2481強茂,3152璟德,6213聯茂,8299群聯,,,2376技嘉,6146耕興,3324雙鴻,6412群電,2421建準,,3596智易,6579研揚,,,
37,"('6146耕興', 8)",8081致新,5471松翰,1229聯華,8255朋程,2455全新,3443創意,2610華航,,,6146耕興,6202盛群,2340光磊,9917中保科,4938和碩,,3630新鉅科,2704國賓,,,
38,"('5287數字', 8)",6173信昌電,6533晶心科,3131弘塑,1723中碳,8926台汽電,2449京元電子,2385群光,,,1409新纖,3545敦泰,6531愛普,2545皇翔,6285啟碁,,3665貿聯-KY,1714和桐,,,
39,"('4966譜瑞-KY', 8)",1476儒鴻,8255朋程,9907統一實,5269祥碩,2441超豐,2812台中銀,2618長榮航,,,2023燁輝,1802台玻,8942森鉅,2880華南金,5871中租-KY,,3691碩禾,8908欣雄,,,
40,"('2368金像電', 8)",2385群光,2379瑞昱,8112至上,6751智聯服務,2534宏盛,6592和潤企業,2371大同,,,6548長科*,2303聯電,2108南帝,5876上海商銀,3532台勝科,,3707漢磊,5536聖暉,,,
41,"('2454聯發科', 8)",6274台燿,2492華新科,1722台肥,3189景碩,8404百和興業-KY,2404漢唐,1605華新,,,8358金居,8358金居,4174浩鼎,2101南港,5483中美晶,,4142國光生,6605帝寶,,,
42,"('1314中石化', 8)",4927泰鼎-KY,2344華邦電,2535達欣工,3016嘉晶,1773勝一,3682亞太電,3044健鼎,,,2351順德,2337旺宏,3665貿聯-KY,5388中磊,6213聯茂,,4157太景*-KY,2614東森,,,
43,"('6279胡連', 8)",8422可寧衛,9925新保,6223旺矽,1110東泥,3005神基,1314中石化,2609陽明,,,3045台灣大,4919新唐,2347聯強,2451創見,1702南僑,,4414如興,6284佳邦,,,
44,"('5289宜鼎', 8)",1515力山,9917中保科,9908大台北,3035智原,8039台虹,3576聯合再生,2542興富發,,,3023信邦,8415大國鋼,6282康舒,8213志超,1229聯華,,4906正文,1560中砂,,,
45,"('2360致茂', 8)",8299群聯,5269祥碩,6279胡連,2207和泰車,2915潤泰全,2845遠東銀,5274信驊,,,8131福懋科,8046南電,4935茂林-KY,1614三洋電,9907統一實,,4935茂林-KY,1711永光,,,
46,"('2441超豐', 8)",5471松翰,2545皇翔,6191精成科,3019亞光,2340光磊,3189景碩,1504東元,,,6188廣明,2031新光鋼,2609陽明,4532瑞智,9802鈺齊-KY,,5471松翰,3049和鑫,,,
47,"('6510精測', 8)",2379瑞昱,4137麗豐-KY,2301光寶科,8086宏捷科,5469瀚宇博,6274台燿,1229聯華,,,1256鮮活果汁-KY,9941裕融,2368金像電,1513中興電,8112至上,,5871中租-KY,2535達欣工,,,
48,"('2303聯電', 8)",6412群電,3035智原,2891中信金,3653健策,6531愛普,9941裕融,2383台光電,,,4915致伸,6147頎邦,8406金可-KY,2913農林,1722台肥,,6005群益證,,,,
49,"('2104國際中橡', 8)",2492華新科,2332友訊,2313華通,5388中磊,8942森鉅,3653健策,1722台肥,,,8046南電,2027大成鋼,5508永信建,2851中再保,2535達欣工,,6153嘉聯益,,,,
50,"('3023信邦', 8)",9917中保科,8086宏捷科,2542興富發,5347世界,2108南帝,6285啟碁,1434福懋,,,2035唐榮,6257矽格,6706惠特,1504東元,6223旺矽,,6182合晶,,,,
51,"('1216統一', 8)",5269祥碩,5530龍巖,4107邦特,1614三洋電,2608嘉里大榮,6531愛普,8069元太,,,5289宜鼎,4966譜瑞-KY,3450聯鈞,1590亞德客-KY,9908大台北,,6202盛群,,,,
52,"('5483中美晶', 8)",2850新產,5347世界,2888新光金,2308台達電,3078僑威,8415大國鋼,2027大成鋼,,,1604聲寶,2327國巨,2897王道銀行,2412中華電,6279胡連,,6213聯茂,,,,
53,"('8069元太', 8)",4137麗豐-KY,8016矽創,1419新紡,2395研華,1308亞聚,2059川湖,3533嘉澤,,,2103台橡,2408南亞科,8081致新,1402遠東新,9943好樂迪,,6271同欣電,,,,
54,"('8081致新', 8)",2207和泰車,4157太景*-KY,3152璟德,1477聚陽,6491晶碩,2368金像電,5820日盛金,,,9941裕融,2059川湖,6743安普新,3673TPK-KY,9910豐泰,,6279胡連,,,,
55,"('2707晶華', 7)",8086宏捷科,9940信義,1532勤美,8908欣雄,1326台化,6412群電,6213聯茂,,,6147頎邦,,6173信昌電,3010華立,6191精成科,,6414樺漢,,,,
56,"('1229聯華', 7)",3653健策,2308台達電,2455全新,1590亞德客-KY,6472保瑞,1513中興電,3443創意,,,3036文曄,,1476儒鴻,1312國喬,3312弘憶股,,6491晶碩,,,,
57,"('2373震旦行', 7)",5388中磊,2395研華,8926台汽電,2412中華電,4935茂林-KY,6510精測,2449京元電子,,,2027大成鋼,,4123晟德,1103嘉泥,2615萬海,,6533晶心科,,,,
58,"('2603長榮', 7)",9937全國,2913農林,2441超豐,6510精測,2609陽明,2392正崴,2015豐興,,,6257矽格,,3682亞太電,1307三芳,2301光寶科,,6582申豐,,,,
59,"('3563牧德', 7)",5347世界,1590亞德客-KY,2534宏盛,2614東森,2368金像電,2548華固,2812台中銀,,,4966譜瑞-KY,,2385群光,1216統一,3008大立光,,8210勤誠,,,,
60,"('6239力成', 7)",8016矽創,2412中華電,8404百和興業-KY,3529力旺,1301台塑,3017奇鋐,1477聚陽,,,5274信驊,,3706神達,2373震旦行,2891中信金,,8358金居,,,,
61,"('6230超眾', 7)",9940信義,6510精測,3005神基,9914美利達,5508永信建,2501國建,6592和潤企業,,,2002中鋼,,4927泰鼎-KY,1609大亞,8044網家,,8415大國鋼,,,,
62,"('5904寶雅', 7)",2308台達電,2614東森,6414樺漢,4904遠傳,6706惠特,1789神隆,1210大成,,,3014聯陽,,1605華新,2889國票金,2313華通,,9907統一實,,,,
63,"('9938百和', 7)",2395研華,5306桂盟,9930中聯資源,6643M31,3450聯鈞,1808潤隆,2915潤泰全,,,5007三星,,8422可寧衛,2884玉山金,2542興富發,,9938百和,,,,
64,"('6533晶心科', 7)",8908欣雄,9911櫻花,3324雙鴻,2401凌陽,8070長華*,5434崇越,3682亞太電,,,2327國巨,,6669緯穎,2539櫻花建,4107邦特,,,,,,
65,"('2534宏盛', 7)",2227裕日車,3529力旺,1227佳格,3037欣興,8081致新,6182合晶,1314中石化,,,2408南亞科,,3059華晶科,2330台積電,2888新光金,,,,,,
66,"('1419新紡', 7)",6670復盛應用,4904遠傳,8039台虹,3406玉晶光,2375凱美,6196帆宣,3576聯合再生,,,,,2498宏達電,2887台新金,1419新紡,,,,,,
67,"('8341日友', 7)",1590亞德客-KY,6643M31,2915潤泰全,6146耕興,6173信昌電,2607榮運,2006東和鋼鐵,,,,,3691碩禾,5880合庫金,3152璟德,,,,,,
68,"('9921巨大', 7)",5306桂盟,2458義隆,2340光磊,2330台積電,1304台聚,6547高端疫苗,3189景碩,,,,,2890永豐金,1409新纖,1532勤美,,,,,,
69,"('6561是方', 7)",9911櫻花,4506崇友,5469瀚宇博,2328廣宇,1476儒鴻,3016嘉晶,6278台表科,,,,,8255朋程,1218泰山,2455全新,,,,,,
70,"('8131福懋科', 7)",3010華立,1216統一,3443創意,6561是方,6274台燿,6548長科*,1904正隆,,,,,2379瑞昱,1582信錦,2727王品,,,,,,
71,"('3030德律', 7)",3529力旺,2373震旦行,2353宏碁,1218泰山,3374精材,9802鈺齊-KY,6274台燿,,,,,6412群電,1802台玻,4968立積,,,,,,
72,"('9925新保', 7)",9914美利達,2401凌陽,2108南帝,1582信錦,9945潤泰新,2362藍天,9941裕融,,,,,2344華邦電,2303聯電,8926台汽電,,,,,,
73,"('2344華邦電', 7)",4904遠傳,3228金麗科,3665貿聯-KY,1785光洋科,2607榮運,6153嘉聯益,2838聯邦銀,,,,,9925新保,3376新日興,2441超豐,,,,,,
74,"('5425台半', 7)",6643M31,1201味全,2608嘉里大榮,1560中砂,8422可寧衛,3680家登,3036文曄,,,,,9917中保科,2354鴻準,2534宏盛,,,,,,
75,"('3081聯亞', 7)",2458義隆,2417圓剛,2317鴻海,6548長科*,8299群聯,8070長華*,4123晟德,,,,,2850新產,2633台灣高鐵,3576聯合再生,,,,,,
76,"('2801彰銀', 7)",4506崇友,6146耕興,3078僑威,2345智邦,5471松翰,3324雙鴻,3653健策,,,,,3049和鑫,6177達麗,8404百和興業-KY,,,,,,
77,"('2458義隆', 7)",1216統一,2330台積電,2809京城銀,3661世芯-KY,6533晶心科,1215卜蜂,2441超豐,,,,,2356英業達,4142國光生,1773勝一,,,,,,
78,"('2347聯強', 7)",2373震旦行,1565精華,1308亞聚,6411晶焱,2481強茂,3673TPK-KY,2849安泰銀,,,,,1808潤隆,6505台塑化,3005神基,,,,,,
79,"('3443創意', 7)",2352佳世達,2388威盛,1326台化,3105穩懋,2379瑞昱,9907統一實,6285啟碁,,,,,3016嘉晶,4958臻鼎-KY,6414樺漢,,,,,,
80,"('2504國產', 7)",6239力成,6561是方,6472保瑞,5904寶雅,1723中碳,6443元晶,6531愛普,,,,,2511太子,9921巨大,9930中聯資源,,,,,,
81,"('3014聯陽', 7)",6121新普,6576逸達,2347聯強,2633台灣高鐵,2492華新科,6230超眾,2606裕民,,,,,5371中光電,8415大國鋼,3324雙鴻,,,,,,
82,"('2455全新', 7)",6146耕興,3661世芯-KY,6282康舒,3218大學光,9925新保,2637慧洋-KY,9933中鼎,,,,,3035智原,1215卜蜂,1227佳格,,,,,,
83,"('3152璟德', 7)",2330台積電,6411晶焱,4935茂林-KY,5243乙盛-KY,9917中保科,9908大台北,8415大國鋼,,,,,2332友訊,9938百和,8039台虹,,,,,,
84,"('4107邦特', 7)",6504南六,3105穩懋,2368金像電,2351順德,5269祥碩,8422可寧衛,2059川湖,,,,,2880華南金,2501國建,2915潤泰全,,,,,,
85,"('2539櫻花建', 7)",1565精華,5531鄉林,8406金可-KY,3081聯亞,3049和鑫,6756威鋒電子,2504國產,,,,,5876上海商銀,2707晶華,2340光磊,,,,,,
86,"('2301光寶科', 7)",6561是方,5904寶雅,1301台塑,3045台灣大,3042晶技,3413京鼎,2368金像電,,,,,2478大毅,2392正崴,5469瀚宇博,,,,,,
87,"('6213聯茂', 7)",6548長科*,3218大學光,2034允強,5425台半,4137麗豐-KY,4105東洋,4128中天,,,,,8482商億-KY,2812台中銀,6531愛普,,,,,,
88,"('5871中租-KY', 7)",2345智邦,2337旺宏,5508永信建,8341日友,8086宏捷科,3703欣陸,2451創見,,,,,5388中磊,2801彰銀,3443創意,,,,,,
89,"('1104環泥', 7)",6411晶焱,5478智冠,3450聯鈞,4919新唐,9939宏全,2539櫻花建,6412群電,,,,,9937全國,1536和大,2353宏碁,,,,,,
90,"('6415矽力-KY', 7)",3105穩懋,3081聯亞,8070長華*,3023信邦,3653健策,4736泰博,2634漢翔,,,,,2451創見,6166凌華,8942森鉅,,,,,,
91,"('2015豐興', 7)",5904寶雅,5425台半,2908特力,1434福懋,1907永豐餘,8131福懋科,1909榮成,,,,,4157太景*-KY,1604聲寶,2108南帝,,,,,,
