,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-12-31),連續三年EPS均大於0且近一季EPS也大於0(2022-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-12-31),近6月累積營收年增率連2個月增加(2023-02-10),近12月累積營收年增率連2個月增加(2023-02-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-12-31),ROE連續三季成長，且近一季ROE>10%(2022-12-31),毛利率連續三季成長，且近一季毛利率>25%(2022-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('1476儒鴻', 7)",3653健策,3653健策,1513中興電,3653健策,1513中興電,,,1102亞泥,3576聯合再生,3653健策,8046南電,2015豐興,,,,,,,,
1,"('3529力旺', 7)",4904遠傳,4904遠傳,3042晶技,4904遠傳,3042晶技,,,1103嘉泥,9943好樂迪,3376新日興,5289宜鼎,3005神基,,,,,,,,
2,"('1256鮮活果汁-KY', 7)",2313華通,9943好樂迪,3653健策,3105穩懋,3653健策,,,1104環泥,8462柏文,4904遠傳,3413京鼎,3529力旺,,,,,,,,
3,"('6409旭隼', 6)",8464億豐,8464億豐,3376新日興,8255朋程,3376新日興,,,1304台聚,9910豐泰,2356英業達,2303聯電,2809京城銀,,,,,,,,
4,"('6488環球晶', 6)",6277宏正,3105穩懋,8213志超,2707晶華,4904遠傳,,,1310台苯,1307三芳,3017奇鋐,6146耕興,6732昇佳電子,,,,,,,,
5,"('2308台達電', 6)",5871中租-KY,6582申豐,2355敬鵬,4576大銀微系統,2313華通,,,1313聯成,2239英利-KY,2059川湖,1256鮮活果汁-KY,4935茂林-KY,,,,,,,,
6,"('6561是方', 6)",2707晶華,6277宏正,4904遠傳,8462柏文,8464億豐,,,1314中石化,2388威盛,6472保瑞,6488環球晶,2393億光,,,,,,,,
7,"('4551智伸科', 6)",3090日電貿,8255朋程,2313華通,2455全新,6582申豐,,,1315達新,4157太景*-KY,2303聯電,6533晶心科,4743合一,,,,,,,,
8,"('3653健策', 6)",2360致茂,5871中租-KY,9943好樂迪,1201味全,6277宏正,,,1409新纖,2367燿華,6146耕興,2308台達電,2301光寶科,,,,,,,,
9,"('6472保瑞', 6)",6121新普,2707晶華,8464億豐,6491晶碩,3711日月光投控,,,1444力麗,4142國光生,1216統一,2903遠百,3019亞光,,,,,,,,
10,"('4137麗豐-KY', 6)",2449京元電子,1736喬山,2010春源,6472保瑞,8255朋程,,,1504東元,2501國建,6803崑鼎,3037欣興,2633台灣高鐵,,,,,,,,
11,"('2330台積電', 6)",4105東洋,2360致茂,3105穩懋,3707漢磊,5871中租-KY,,,1589永冠-KY,3552同致,3529力旺,6561是方,4147中裕,,,,,,,,
12,"('3661世芯-KY', 6)",2455全新,5531鄉林,6582申豐,3045台灣大,2707晶華,,,1909榮成,6443元晶,1256鮮活果汁-KY,4968立積,3231緯創,,,,,,,,
13,"('8069元太', 6)",5289宜鼎,4128中天,6277宏正,1216統一,2615萬海,,,2010春源,6153嘉聯益,8039台虹,6409旭隼,9925新保,,,,,,,,
14,"('6533晶心科', 6)",6669緯穎,2449京元電子,3711日月光投控,3673TPK-KY,2360致茂,,,2104國際中橡,2545皇翔,9945潤泰新,2607榮運,6488環球晶,,,,,,,,
15,"('4904遠傳', 6)",6213聯茂,4576大銀微系統,8255朋程,2345智邦,8046南電,,,2239英利-KY,1110東泥,2915潤泰全,1476儒鴻,1402遠東新,,,,,,,,
16,"('6146耕興', 6)",3014聯陽,8436大江,5871中租-KY,1590亞德客-KY,6121新普,,,2312金寶,2727王品,3450聯鈞,2330台積電,3515華擎,,,,,,,,
17,"('3022威強電', 6)",2404漢唐,4105東洋,2707晶華,3680家登,2449京元電子,,,2323中環,6451訊芯-KY,3023信邦,3189景碩,2034允強,,,,,,,,
18,,5347世界,2408南亞科,1736喬山,3529力旺,4576大銀微系統,,,2352佳世達,6166凌華,5425台半,3022威強電,5471松翰,,,,,,,,
19,,2059川湖,2923鼎固-KY,2317鴻海,1256鮮活果汁-KY,8436大江,,,2355敬鵬,9958世紀鋼,9802鈺齊-KY,2498宏達電,6706惠特,,,,,,,,
20,,9910豐泰,8415大國鋼,3090日電貿,1503士電,4105東洋,,,2363矽統,,4551智伸科,9908大台北,3264欣銓,,,,,,,,
21,,6472保瑞,3228金麗科,2360致茂,2886兆豐金,6284佳邦,,,2393億光,,9904寶成,,6533晶心科,,,,,,,,
22,,6412群電,2455全新,8046南電,4743合一,2408南亞科,,,2409友達,,3532台勝科,,2031新光鋼,,,,,,,,
23,,9930中聯資源,5289宜鼎,1519華城,2633台灣高鐵,8415大國鋼,,,2489瑞軒,,1476儒鴻,,2371大同,,,,,,,,
24,,8131福懋科,2454聯發科,2356英業達,5274信驊,2455全新,,,2547日勝生,,2330台積電,,3227原相,,,,,,,,
25,,4536拓凱,5530龍巖,2836高雄銀,6533晶心科,5289宜鼎,,,2812台中銀,,3022威強電,,8163達方,,,,,,,,
26,,3705永信,3014聯陽,6121新普,3443創意,2454聯發科,,,2845遠東銀,,8069元太,,3545敦泰,,,,,,,,
27,,4736泰博,1201味全,2449京元電子,2308台達電,5530龍巖,,,2851中再保,,6548長科*,,6464台數科,,,,,,,,
28,,6670復盛應用,5347世界,4576大銀微系統,2412中華電,3014聯陽,,,2867三商壽,,,,6592和潤企業,,,,,,,,
29,,2385群光,2059川湖,2515中工,3059華晶科,6491晶碩,,,2887台新金,,,,6411晶焱,,,,,,,,
30,,9938百和,2344華邦電,8436大江,9937全國,3374精材,,,2903遠百,,,,3596智易,,,,,,,,
31,,3324雙鴻,6472保瑞,4105東洋,5269祥碩,3017奇鋐,,,2905三商,,,,8039台虹,,,,,,,,
32,,3293鈊象,2539櫻花建,6284佳邦,2912統一超,2404漢唐,,,3049和鑫,,,,9945潤泰新,,,,,,,,
33,,3045台灣大,2337旺宏,2408南亞科,6244茂迪,5347世界,,,3481群創,,,,1313聯成,,,,,,,,
34,,6146耕興,4536拓凱,2387精元,1711永光,2059川湖,,,3673TPK-KY,,,,3406玉晶光,,,,,,,,
35,,3665貿聯-KY,3705永信,8415大國鋼,1326台化,2344華邦電,,,3703欣陸,,,,2362藍天,,,,,,,,
36,,2597潤弘,4736泰博,2455全新,1227佳格,3413京鼎,,,4123晟德,,,,9937全國,,,,,,,,
37,,1216統一,9938百和,5289宜鼎,2105正新,6472保瑞,,,4306炎洲,,,,3010華立,,,,,,,,
38,,2373震旦行,2913農林,6669緯穎,1614三洋電,2539櫻花建,,,4532瑞智,,,,2520冠德,,,,,,,,
39,,6803崑鼎,3293鈊象,6213聯茂,6214精誠,2337旺宏,,,5469瀚宇博,,,,2892第一金,,,,,,,,
40,,2345智邦,6146耕興,5880合庫金,3552同致,8131福懋科,,,5530龍巖,,,,2417圓剛,,,,,,,,
41,,1590亞德客-KY,6462神盾,1309台達化,3450聯鈞,4536拓凱,,,6116彩晶,,,,2357華碩,,,,,,,,
42,,3680家登,1216統一,2454聯發科,6282康舒,8942森鉅,,,6414樺漢,,,,6244茂迪,,,,,,,,
43,,1707葡萄王,2373震旦行,2849安泰銀,2231為升,3707漢磊,,,8213志超,,,,1711永光,,,,,,,,
44,,5287數字,1590亞德客-KY,5530龍巖,1795美時,3034聯詠,,,,,,,1326台化,,,,,,,,
45,,2015豐興,3680家登,3014聯陽,6561是方,3705永信,,,,,,,6541泰福-KY,,,,,,,,
46,,3005神基,1707葡萄王,1201味全,6510精測,4736泰博,,,,,,,1305華夏,,,,,,,,
47,,3529力旺,5287數字,3374精材,6443元晶,6670復盛應用,,,,,,,6456GIS-KY,,,,,,,,
48,,8482商億-KY,2388威盛,2404漢唐,3023信邦,2492華新科,,,,,,,8299群聯,,,,,,,,
49,,1256鮮活果汁-KY,2614東森,5347世界,8086宏捷科,9938百和,,,,,,,2103台橡,,,,,,,,
50,,8917欣泰,3529力旺,2059川湖,3035智原,2303聯電,,,,,,,4142國光生,,,,,,,,
51,,2301光寶科,8482商億-KY,9910豐泰,3218大學光,3293鈊象,,,,,,,2915潤泰全,,,,,,,,
52,,6488環球晶,1256鮮活果汁-KY,2344華邦電,3016嘉晶,4961天鈺,,,,,,,1227佳格,,,,,,,,
53,,4506崇友,4157太景*-KY,6472保瑞,2395研華,6146耕興,,,,,,,2723美食-KY,,,,,,,,
54,,5471松翰,9925新保,2539櫻花建,2884玉山金,2373震旦行,,,,,,,2105正新,,,,,,,,
55,,6706惠特,6488環球晶,9933中鼎,6643M31,6803崑鼎,,,,,,,1614三洋電,,,,,,,,
56,,5274信驊,4506崇友,6412群電,3380明泰,1590亞德客-KY,,,,,,,6176瑞儀,,,,,,,,
57,,3443創意,5471松翰,9930中聯資源,2542興富發,3680家登,,,,,,,6214精誠,,,,,,,,
58,,3533嘉澤,6706惠特,2337旺宏,6409旭隼,3008大立光,,,,,,,2002中鋼,,,,,,,,
59,,2308台達電,5274信驊,8131福懋科,5904寶雅,1707葡萄王,,,,,,,1904正隆,,,,,,,,
60,,3227原相,6533晶心科,4536拓凱,2227裕日車,5287數字,,,,,,,1773勝一,,,,,,,,
61,,6464台數科,3443創意,3705永信,2634漢翔,1104環泥,,,,,,,5483中美晶,,,,,,,,
62,,6411晶焱,3533嘉澤,4736泰博,2887台新金,6257矽格,,,,,,,2890永豐金,,,,,,,,
63,,3596智易,2308台達電,6670復盛應用,8454富邦媒,2388威盛,,,,,,,6230超眾,,,,,,,,
64,,2441超豐,2412中華電,1604聲寶,4137麗豐-KY,3529力旺,,,,,,,6282康舒,,,,,,,,
65,,9937全國,3227原相,2820華票,1218泰山,2451創見,,,,,,,2377微星,,,,,,,,
66,,3010華立,5478智冠,2880華南金,5903全家,8482商億-KY,,,,,,,1315達新,,,,,,,,
67,,2520冠德,6464台數科,1307三芳,3081聯亞,1256鮮活果汁-KY,,,,,,,2903遠百,,,,,,,,
68,,5269祥碩,6411晶焱,1440南紡,3661世芯-KY,6732昇佳電子,,,,,,,6191精成科,,,,,,,,
69,,2912統一超,6177達麗,2492華新科,2340光磊,4935茂林-KY,,,,,,,2376技嘉,,,,,,,,
70,,3030德律,2520冠德,4766南寶,2351順德,1477聚陽,,,,,,,6547高端疫苗,,,,,,,,
71,,6456GIS-KY,5269祥碩,2385群光,1210大成,8917欣泰,,,,,,,1434福懋,,,,,,,,
72,,8299群聯,2912統一超,9938百和,8069元太,9925新保,,,,,,,1565精華,,,,,,,,
73,,6176瑞儀,2417圓剛,3324雙鴻,1536和大,6488環球晶,,,,,,,2231為升,,,,,,,,
74,,2352佳世達,3030德律,2303聯電,8908欣雄,4506崇友,,,,,,,2392正崴,,,,,,,,
75,,5483中美晶,1419新紡,3293鈊象,1582信錦,5471松翰,,,,,,,1303南亞,,,,,,,,
76,,4915致伸,2915潤泰全,3045台灣大,1789神隆,6706惠特,,,,,,,6023元大期,,,,,,,,
77,,8081致新,2723美食-KY,2881富邦金,3152璟德,3264欣銓,,,,,,,1717長興,,,,,,,,
78,,2377微星,2534宏盛,2855統一證,9958世紀鋼,5274信驊,,,,,,,2540愛山林,,,,,,,,
79,,5306桂盟,6446藥華藥,4961天鈺,1229聯華,6533晶心科,,,,,,,2439美律,,,,,,,,
80,,1565精華,5483中美晶,6146耕興,3260威剛,3443創意,,,,,,,6531愛普,,,,,,,,
81,,8112至上,5522遠雄,3665貿聯-KY,,3533嘉澤,,,,,,,6510精測,,,,,,,,
82,,6561是方,8081致新,2597潤弘,,2308台達電,,,,,,,6443元晶,,,,,,,,
83,,1717長興,2903遠百,1216統一,,2412中華電,,,,,,,2375凱美,,,,,,,,
84,,2382廣達,5306桂盟,2838聯邦銀,,1102亞泥,,,,,,,6153嘉聯益,,,,,,,,
85,,2439美律,1565精華,2373震旦行,,3227原相,,,,,,,1598岱宇,,,,,,,,
86,,6415矽力-KY,2231為升,6803崑鼎,,5478智冠,,,,,,,4968立積,,,,,,,,
87,,8341日友,1795美時,3673TPK-KY,,6464台數科,,,,,,,2474可成,,,,,,,,
88,,3023信邦,6561是方,2345智邦,,6592和潤企業,,,,,,,4551智伸科,,,,,,,,
89,,6173信昌電,2540愛山林,1590亞德客-KY,,6411晶焱,,,,,,,9904寶成,,,,,,,,
90,,3563牧德,6576逸達,3680家登,,2441超豐,,,,,,,1909榮成,,,,,,,,
91,,1215卜蜂,6415矽力-KY,1707葡萄王,,8039台虹,,,,,,,2354鴻準,,,,,,,,
92,,3218大學光,8341日友,5287數字,,9945潤泰新,,,,,,,2542興富發,,,,,,,,
