,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-09-30),連續三年EPS均大於0且近一季EPS也大於0(2022-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-09-30),近6月累積營收年增率連2個月增加(2022-11-10),近12月累積營收年增率連2個月增加(2022-11-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-09-30),ROE連續三季成長，且近一季ROE>10%(2022-09-30),毛利率連續三季成長，且近一季毛利率>25%(2022-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('6472保瑞', 11)",2383台光電,5478智冠,2383台光電,2912統一超,2383台光電,2330台積電,2330台積電,1103嘉泥,2727王品,3023信邦,2330台積電,2383台光電,2383台光電,2383台光電,2383台光電,1101台泥,2207和泰車,2317鴻海,8299群聯,6177達麗
1,"('2308台達電', 10)",4927泰鼎-KY,3030德律,1723中碳,9937全國,1723中碳,2317鴻海,2317鴻海,1234黑松,2501國建,9904寶成,2308台達電,2834臺企銀,2881富邦金,1723中碳,2108南帝,1216統一,2379瑞昱,4904遠傳,2609陽明,
2,"('4551智伸科', 10)",6669緯穎,2912統一超,2834臺企銀,3023信邦,2027大成鋼,2308台達電,2308台達電,1312國喬,3576聯合再生,6803崑鼎,6409旭隼,2103台橡,1301台塑,2834臺企銀,4968立積,1301台塑,3105穩懋,8069元太,3189景碩,
3,"('6643M31', 10)",3030德律,9911櫻花,4927泰鼎-KY,2227裕日車,5534長虹,3008大立光,3008大立光,1313聯成,9958世紀鋼,2330台積電,1256鮮活果汁-KY,5534長虹,2912統一超,2027大成鋼,2812台中銀,1303南亞,2883開發金,3682亞太電,4137麗豐-KY,
4,"('4904遠傳', 9)",2912統一超,4128中天,5478智冠,2886兆豐金,5478智冠,2207和泰車,1216統一,1315達新,6166凌華,2059川湖,2303聯電,5478智冠,8415大國鋼,2103台橡,6643M31,1313聯成,2227裕日車,3665貿聯-KY,,
5,"('1795美時', 9)",9937全國,6411晶焱,6669緯穎,2707晶華,3030德律,2382廣達,3711日月光投控,1434福懋,6443元晶,1256鮮活果汁-KY,3189景碩,6669緯穎,4919新唐,5534長虹,2408南亞科,1314中石化,2371大同,2059川湖,,
6,"('3022威強電', 9)",8150南茂,2108南帝,3030德律,1711永光,1301台塑,6488環球晶,2207和泰車,1532勤美,4157太景*-KY,2303聯電,4968立積,4128中天,2606裕民,4174浩鼎,1795美時,1326台化,2923鼎固-KY,2206三陽工業,,
7,"('1256鮮活果汁-KY', 9)",9911櫻花,8415大國鋼,9933中鼎,2308台達電,8150南茂,2892第一金,6488環球晶,1909榮成,1307三芳,3653健策,6561是方,2108南帝,6121新普,4927泰鼎-KY,1477聚陽,1402遠東新,3532台勝科,1536和大,,
8,"('2707晶華', 9)",3023信邦,8464億豐,1301台塑,6409旭隼,9911櫻花,5880合庫金,2912統一超,2104國際中橡,4142國光生,4551智伸科,6488環球晶,8415大國鋼,2890永豐金,5478智冠,8046南電,1434福懋,1717長興,6146耕興,,
9,"('2330台積電', 9)",6411晶焱,3014聯陽,2912統一超,1256鮮活果汁-KY,3023信邦,1101台泥,1101台泥,2204中華,9943好樂迪,9802鈺齊-KY,9908大台北,1229聯華,1402遠東新,2881富邦金,2338光罩,1440南紡,2101南港,6451訊芯-KY,,
10,"('4968立積', 9)",2108南帝,4919新唐,1503士電,2345智邦,6411晶焱,2885元大金,5871中租-KY,2392正崴,6451訊芯-KY,3017奇鋐,8046南電,3374精材,2353宏碁,6669緯穎,8086宏捷科,1513中興電,3152璟德,2239英利-KY,,
11,"('6533晶心科', 9)",8464億豐,2727王品,2354鴻準,1201味全,2108南帝,2880華南金,5876上海商銀,2515中工,2367燿華,5425台半,1476儒鴻,2227裕日車,2845遠東銀,3030德律,2603長榮,1710東聯,2849安泰銀,,,
12,"('1216統一', 9)",6278台表科,2344華邦電,9937全國,3661世芯-KY,8415大國鋼,5876上海商銀,2633台灣高鐵,2524京城,9910豐泰,8069元太,2903遠百,2439美律,2352佳世達,9933中鼎,3406玉晶光,1717長興,4128中天,,,
13,"('1476儒鴻', 9)",2227裕日車,8404百和興業-KY,8150南茂,2340光磊,8464億豐,2633台灣高鐵,9910豐泰,2812台中銀,8462柏文,3450聯鈞,3022威強電,1582信錦,4167松瑞藥,1301台塑,5876上海商銀,1722台肥,8086宏捷科,,,
14,"('6146耕興', 8)",6803崑鼎,2330台積電,9911櫻花,3653健策,1229聯華,9910豐泰,2345智邦,2820華票,6153嘉聯益,3532台勝科,5289宜鼎,1104環泥,2303聯電,2912統一超,9945潤泰新,1904正隆,6510精測,,,
15,"('9941裕融', 8)",2439美律,5306桂盟,3023信邦,9958世紀鋼,3374精材,2345智邦,2474可成,2836高雄銀,2545皇翔,6472保瑞,6146耕興,2392正崴,2201裕隆,1503士電,2498宏達電,1905華紙,1313聯成,,,
16,"('8255朋程', 8)",3014聯陽,6582申豐,6411晶焱,5274信驊,2227裕日車,2474可成,2105正新,2838聯邦銀,1110東泥,1476儒鴻,3413京鼎,3708上緯投控,5434崇越,2354鴻準,,2002中鋼,8436大江,,,
17,"('3529力旺', 8)",2330台積電,4966譜瑞-KY,2108南帝,6443元晶,6803崑鼎,2105正新,3037欣興,2849安泰銀,2388威盛,3529力旺,3037欣興,2727王品,1513中興電,9937全國,,2027大成鋼,4968立積,,,
18,"('6279胡連', 8)",6456GIS-KY,2059川湖,8415大國鋼,8917欣泰,2504國產,6669緯穎,6669緯穎,2851中再保,2239英利-KY,2356英業達,2607榮運,3682亞太電,2404漢唐,8150南茂,,2031新光鋼,1808潤隆,,,
19,"('3533嘉澤', 8)",5306桂盟,2547日勝生,8464億豐,1789神隆,6756威鋒電子,5483中美晶,4958臻鼎-KY,2855統一證,3552同致,6548長科*,6533晶心科,8404百和興業-KY,2809京城銀,9911櫻花,,2049上銀,6491晶碩,,,
20,"('9917中保科', 8)",4966譜瑞-KY,2707晶華,9904寶成,3380明泰,3014聯陽,9921巨大,5269祥碩,2883開發金,,3022威強電,2498宏達電,1907永豐餘,2637慧洋-KY,3023信邦,,2108南帝,2455全新,,,
21,"('3661世芯-KY', 8)",2059川湖,2379瑞昱,1229聯華,6561是方,1104環泥,9904寶成,1476儒鴻,2888新光金,,1216統一,,2836高雄銀,4551智伸科,6411晶焱,,2317鴻海,2905三商,,,
22,"('3653健策', 8)",3005神基,8482商億-KY,6278台表科,4576大銀微系統,4919新唐,2360致茂,5483中美晶,2905三商,,6146耕興,,6456GIS-KY,5531鄉林,2108南帝,,2324仁寶,9908大台北,,,
23,"('2108南帝', 8)",2707晶華,3705永信,3374精材,8069元太,2344華邦電,2834臺企銀,9921巨大,2915潤泰全,,4904遠傳,,1312國喬,2357華碩,8415大國鋼,,2351順德,9937全國,,,
24,"('8069元太', 8)",6121新普,2534宏盛,2227裕日車,6244茂迪,2330台積電,9914美利達,9904寶成,2923鼎固-KY,,3376新日興,,2547日勝生,4142國光生,8464億豐,,2353宏碁,5531鄉林,,,
25,"('2915潤泰全', 8)",2379瑞昱,9925新保,6803崑鼎,6643M31,2104國際中橡,2542興富發,2360致茂,4306炎洲,,8039台虹,,2707晶華,3217優群,9904寶成,,2354鴻準,2524京城,,,
26,"('3023信邦', 8)",8482商億-KY,2308台達電,2823中壽,3260威剛,5306桂盟,5903全家,2834臺企銀,5531鄉林,,9945潤泰新,,2379瑞昱,1315達新,1229聯華,,2356英業達,2908特力,,,
27,"('5903全家', 8)",3705永信,6409旭隼,2034允強,8908欣雄,6582申豐,6176瑞儀,9914美利達,9904寶成,,2915潤泰全,,1711永光,6643M31,6278台表科,,2363矽統,1702南僑,,,
28,"('6488環球晶', 8)",3036文曄,2540愛山林,2439美律,3443創意,4966譜瑞-KY,3532台勝科,6121新普,,,,,2890永豐金,3008大立光,3374精材,,2412中華電,1419新紡,,,
29,"('6269台郡', 8)",2308台達電,1256鮮活果汁-KY,2504國產,1227佳格,2059川湖,3023信邦,5903全家,,,,,8482商億-KY,2101南港,6803崑鼎,,2458義隆,3228金麗科,,,
30,"('6277宏正', 8)",3596智易,1707葡萄王,3014聯陽,2633台灣高鐵,2606裕民,1907永豐餘,6176瑞儀,,,,,1726永記,3450聯鈞,6505台塑化,,2478大毅,1532勤美,,,
31,"('2383台光電', 7)",6409旭隼,2360致茂,1582信錦,2231為升,2707晶華,1477聚陽,2923鼎固-KY,,,,,2534宏盛,1303南亞,2823中壽,,2498宏達電,1726永記,,,
32,"('6561是方', 7)",1256鮮活果汁-KY,5530龍巖,1104環泥,1795美時,6121新普,6269台郡,2313華通,,,,,3036文曄,6177達麗,2034允強,,2603長榮,9930中聯資源,,,
33,"('4137麗豐-KY', 7)",3044健鼎,2428興勤,3708上緯投控,3218大學光,6531愛普,2201裕隆,3532台勝科,,,,,3545敦泰,1795美時,2439美律,,2610華航,6541泰福-KY,,,
34,"('8917欣泰', 7)",1707葡萄王,4506崇友,4919新唐,8454富邦媒,2379瑞昱,2404漢唐,3023信邦,,,,,4935茂林-KY,2838聯邦銀,2504國產,,2615萬海,8462柏文,,,
