,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-12-10),近12月累積營收年增率連2個月增加(2021-12-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('3443創意', 10)",6803崑鼎,1102亞泥,1102亞泥,4576大銀微系統,1102亞泥,2303聯電,6505台塑化,1234黑松,1444力麗,6803崑鼎,2454聯發科,2454聯發科,1102亞泥,1102亞泥,2883開發金,1440南紡,6505台塑化,2492華新科,8299群聯,
1,"('9941裕融', 10)",5457宣德,2454聯發科,6803崑鼎,8069元太,6803崑鼎,2886兆豐金,1301台塑,2823中壽,6547高端疫苗,2454聯發科,4736泰博,1714和桐,8069元太,6803崑鼎,2542興富發,1609大亞,2823中壽,4966譜瑞-KY,4961天鈺,
2,"('3035智原', 10)",6269台郡,8069元太,1904正隆,1444力麗,2454聯發科,2891中信金,2303聯電,2849安泰銀,6589台康生技,8150南茂,6182合晶,3413京鼎,2615萬海,1904正隆,3443創意,1718中纖,2923鼎固-KY,5903全家,,
3,"('2379瑞昱', 10)",4736泰博,4736泰博,2454聯發科,6182合晶,8150南茂,2382廣達,1303南亞,2923鼎固-KY,4414如興,6756威鋒電子,4128中天,8069元太,2891中信金,2454聯發科,3037欣興,2002中鋼,5820日盛金,3529力旺,,
4,"('8086宏捷科', 10)",6456GIS-KY,6182合晶,1714和桐,6756威鋒電子,3413京鼎,2408南亞科,1326台化,4906正文,6533晶心科,3131弘塑,6756威鋒電子,2323中環,3443創意,1714和桐,2388威盛,2010春源,6285啟碁,2915潤泰全,,
5,"('3653健策', 10)",2015豐興,2923鼎固-KY,8150南茂,8464億豐,1303南亞,2395研華,3008大立光,4958臻鼎-KY,3016嘉晶,6223旺矽,6415矽力-KY,5457宣德,1476儒鴻,8150南茂,6548長科*,2023燁輝,5534長虹,2108南帝,,
6,"('5347世界', 10)",8464億豐,8464億豐,1303南亞,6415矽力-KY,8069元太,5347世界,2002中鋼,5820日盛金,1710東聯,2441超豐,2049上銀,4736泰博,6669緯穎,3413京鼎,,2027大成鋼,3596智易,2204中華,,
7,"('3023信邦', 9)",6415矽力-KY,6415矽力-KY,8069元太,8454富邦媒,5457宣德,2801彰銀,1216統一,,2618長榮航,2353宏碁,9908大台北,6182合晶,2379瑞昱,1303南亞,,2031新光鋼,5388中磊,8341日友,,
8,"('2395研華', 9)",2377微星,1795美時,2323中環,2009第一銅,6269台郡,5876上海商銀,2891中信金,,2539櫻花建,2347聯強,2615萬海,4128中天,6412群電,4576大銀微系統,,2034允強,9907統一實,6510精測,,
9,"('6182合晶', 9)",8454富邦媒,5871中租-KY,5457宣德,2049上銀,4736泰博,4938和碩,2884玉山金,,3707漢磊,2368金像電,2441超豐,8462柏文,5371中光電,8069元太,,2103台橡,3704合勤控,3042晶技,,
10,"('2408南亞科', 9)",5871中租-KY,5483中美晶,6269台郡,2421建準,6182合晶,2603長榮,2382廣達,,4142國光生,3450聯鈞,6531愛普,2892第一金,3653健策,2323中環,,2317鴻海,9937全國,6491晶碩,,
11,"('8069元太', 9)",5483中美晶,1702南僑,2881富邦金,6285啟碁,2015豐興,3105穩懋,6488環球晶,,2501國建,8070長華*,8942森鉅,6451訊芯-KY,5388中磊,1444力麗,,2328廣宇,5007三星,4927泰鼎-KY,,
12,"('6548長科*', 9)",6213聯茂,3131弘塑,4736泰博,3532台勝科,2605新興,1102亞泥,2408南亞科,,2103台橡,8081致新,2609陽明,2015豐興,2395研華,5457宣德,,2347聯強,6282康舒,3228金麗科,,
13,"('3105穩懋', 9)",1702南僑,6223旺矽,6182合晶,1722台肥,6756威鋒電子,2887台新金,2395研華,,1903士紙,2375凱美,8081致新,8464億豐,3034聯詠,6269台郡,,2353宏碁,1519華城,2727王品,,
14,"('5274信驊', 9)",3131弘塑,6279胡連,2845遠東銀,9908大台北,8464億豐,3037欣興,3034聯詠,,1314中石化,2481強茂,6173信昌電,2377微星,9914美利達,2881富邦金,,2379瑞昱,5478智冠,,,
