,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-12-31),連續三年EPS均大於0且近一季EPS也大於0(2022-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-12-31),近6月累積營收年增率連2個月增加(2023-02-10),近12月累積營收年增率連2個月增加(2023-02-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-12-31),ROE連續三季成長，且近一季ROE>10%(2022-12-31),毛利率連續三季成長，且近一季毛利率>25%(2022-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2308台達電', 10)",4506崇友,4506崇友,2515中工,6472保瑞,4506崇友,,,1102亞泥,2545皇翔,6472保瑞,1476儒鴻,2515中工,2883開發金,1444力麗,3711日月光投控,2101南港,3105穩懋,2912統一超,,2101南港
1,"('6472保瑞', 9)",8422可寧衛,8422可寧衛,4506崇友,2912統一超,3711日月光投控,,,1234黑松,6153嘉聯益,1476儒鴻,6146耕興,2883開發金,6472保瑞,2515中工,2606裕民,2308台達電,5904寶雅,2892第一金,,6277宏正
2,"('6561是方', 9)",6472保瑞,6472保瑞,2883開發金,2884玉山金,8422可寧衛,,,1312國喬,9910豐泰,6146耕興,6488環球晶,3711日月光投控,2301光寶科,4506崇友,5536聖暉,2382廣達,3374精材,2880華南金,,6605帝寶
3,"('4904遠傳', 8)",2301光寶科,2545皇翔,3711日月光投控,5274信驊,6472保瑞,,,1504東元,6166凌華,9904寶成,5289宜鼎,6472保瑞,1904正隆,2883開發金,3680家登,2408南亞科,6269台郡,,,
4,"('1256鮮活果汁-KY', 8)",6412群電,6589台康生技,8422可寧衛,3661世芯-KY,6284佳邦,,,1714和桐,1110東泥,3532台勝科,3037欣興,1609大亞,6257矽格,3711日月光投控,3260威剛,2412中華電,2101南港,,,
5,"('3529力旺', 8)",8299群聯,2524京城,6472保瑞,1711永光,1722台肥,,,2357華碩,6451訊芯-KY,9945潤泰新,2303聯電,2034允強,3661世芯-KY,8422可寧衛,5347世界,2606裕民,2634漢翔,,,
6,"('3680家登', 8)",2912統一超,2912統一超,1609大亞,3023信邦,2545皇翔,,,2524京城,2727王品,2303聯電,2607榮運,2031新光鋼,1234黑松,2704國賓,,2882國泰金,6561是方,,,
7,"('6277宏正', 8)",3005神基,3035智原,6284佳邦,2395研華,2524京城,,,2547日勝生,8462柏文,3023信邦,8046南電,5880合庫金,5534長虹,6472保瑞,,2892第一金,9938百和,,,
8,"('3653健策', 8)",5274信驊,5274信驊,1532勤美,4576大銀微系統,6257矽格,,,2849安泰銀,9943好樂迪,4551智伸科,2308台達電,6589台康生技,2408南亞科,1609大亞,,3217優群,9939宏全,,,
9,"('1476儒鴻', 8)",1476儒鴻,1476儒鴻,1504東元,5904寶雅,1605華新,,,5531鄉林,9958世紀鋼,6803崑鼎,1256鮮活果汁-KY,6412群電,6166凌華,6284佳邦,,3665貿聯-KY,9937全國,,,
