,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-03-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-03-31),連續三年EPS均大於0且近一季EPS也大於0(2022-03-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-03-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-03-31),近6月累積營收年增率連2個月增加(2022-06-10),近12月累積營收年增率連2個月增加(2022-06-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-03-31),ROE連續三季成長，且近一季ROE>10%(2022-03-31),毛利率連續三季成長，且近一季毛利率>25%(2022-03-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2520冠德', 9)",2347聯強,2108南帝,2347聯強,5269祥碩,2108南帝,2330台積電,2330台積電,1315達新,6589台康生技,2201裕隆,2520冠德,8255朋程,,,,,,,,
1,"('6643M31', 8)",2108南帝,5269祥碩,2108南帝,3380明泰,5269祥碩,2317鴻海,2412中華電,1504東元,2618長榮航,3035智原,2524京城,1232大統益,,,,,,,,
2,"('1560中砂', 8)",4958臻鼎-KY,4576大銀微系統,4958臻鼎-KY,4576大銀微系統,4576大銀微系統,2308台達電,2303聯電,1589永冠-KY,2610華航,1560中砂,6472保瑞,1598岱宇,,,,,,,,
3,"('2330台積電', 8)",5269祥碩,8464億豐,1310台苯,2634漢翔,6274台燿,2303聯電,3008大立光,1714和桐,3576聯合再生,9933中鼎,5530龍巖,2206三陽工業,,,,,,,,
4,"('4736泰博', 7)",6274台燿,3227原相,5269祥碩,2540愛山林,3413京鼎,3008大立光,1216統一,2501國建,4438廣越,9802鈺齊-KY,1560中砂,2363矽統,,,,,,,,
5,"('6464台數科', 7)",8464億豐,3563牧德,3380明泰,1722台肥,8464億豐,3711日月光投控,2891中信金,2511太子,6177達麗,3037欣興,3189景碩,1773勝一,,,,,,,,
6,"('8069元太', 7)",3227原相,4506崇友,4576大銀微系統,2308台達電,2204中華,2912統一超,3711日月光投控,2520冠德,,2449京元電子,2395研華,2317鴻海,,,,,,,,
7,"('4904遠傳', 7)",3596智易,6589台康生技,6274台燿,1476儒鴻,3563牧德,2892第一金,2892第一金,2820華票,,5274信驊,5534長虹,8163達方,,,,,,,,
8,"('4107邦特', 7)",3563牧德,2540愛山林,1605華新,2227裕日車,4506崇友,2379瑞昱,2880華南金,2838聯邦銀,,2330台積電,9941裕融,2049上銀,,,,,,,,
9,"('3529力旺', 7)",4506崇友,1598岱宇,8464億豐,8069元太,9921巨大,5347世界,4904遠傳,2849安泰銀,,3707漢磊,4919新唐,2449京元電子,,,,,,,,
10,"('3035智原', 7)",9921巨大,5471松翰,2634漢翔,3532台勝科,2368金像電,2801彰銀,5347世界,2903遠百,,6182合晶,6561是方,8039台虹,,,,,,,,
11,"('6409旭隼', 7)",5471松翰,6582申豐,3673TPK-KY,6472保瑞,5471松翰,5876上海商銀,2801彰銀,5371中光電,,6223旺矽,3037欣興,3078僑威,,,,,,,,
12,"('2449京元電子', 7)",2404漢唐,4736泰博,3227原相,2360致茂,2404漢唐,2633台灣高鐵,5876上海商銀,5531鄉林,,2454聯發科,6488環球晶,3081聯亞,,,,,,,,
13,"('5274信驊', 7)",6582申豐,5871中租-KY,3596智易,1216統一,6582申豐,9910豐泰,2887台新金,,,,2337旺宏,3030德律,,,,,,,,
14,"('5269祥碩', 7)",1515力山,8422可寧衛,3563牧德,6285啟碁,4736泰博,2345智邦,3037欣興,,,,2303聯電,2027大成鋼,,,,,,,,
15,"('5347世界', 7)",4736泰博,6576逸達,4506崇友,4904遠傳,5871中租-KY,3037欣興,2301光寶科,,,,2344華邦電,2545皇翔,,,,,,,,
16,"('3443創意', 7)",5871中租-KY,2308台達電,2540愛山林,3529力旺,8422可寧衛,6669緯穎,6409旭隼,,,,2498宏達電,2353宏碁,,,,,,,,
17,"('6561是方', 6)",8422可寧衛,2373震旦行,9921巨大,5388中磊,1722台肥,2049上銀,4743合一,,,,2330台積電,2547日勝生,,,,,,,,
18,"('4105東洋', 6)",2308台達電,1476儒鴻,2368金像電,1434福懋,2308台達電,4958臻鼎-KY,2356英業達,,,,8046南電,9939宏全,,,,,,,,
19,"('6180橘子', 6)",2373震旦行,4137麗豐-KY,5471松翰,2884玉山金,2375凱美,5269祥碩,6239力成,,,,2704國賓,9914美利達,,,,,,,,
20,"('5530龍巖', 6)",1476儒鴻,2520冠德,2404漢唐,5243乙盛-KY,2373震旦行,9904寶成,2385群光,,,,5483中美晶,2412中華電,,,,,,,,
21,"('8917欣泰', 6)",4137麗豐-KY,6166凌華,6582申豐,9908大台北,1476儒鴻,6409旭隼,3406玉晶光,,,,5347世界,2421建準,,,,,,,,
22,"('3023信邦', 6)",2227裕日車,2524京城,1309台達化,1773勝一,2201裕隆,2834臺企銀,5274信驊,,,,2454聯發科,2327國巨,,,,,,,,
23,"('9941裕融', 6)",2520冠德,9940信義,4736泰博,6409旭隼,4137麗豐-KY,9914美利達,2313華通,,,,,1789神隆,,,,,,,,
