,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-06-30),連續三年EPS均大於0且近一季EPS也大於0(2022-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-06-30),近6月累積營收年增率連2個月增加(2022-10-10),近12月累積營收年增率連2個月增加(2022-10-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-06-30),ROE連續三季成長，且近一季ROE>10%(2022-06-30),毛利率連續三季成長，且近一季毛利率>25%(2022-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('1216統一', 10)",4506崇友,4506崇友,4506崇友,3380明泰,4506崇友,2317鴻海,2317鴻海,1101台泥,6443元晶,1537廣隆,2607榮運,4506崇友,2360致茂,4506崇友,6669緯穎,1216統一,1301台塑,2886兆豐金,,
1,"('2395研華', 10)",6146耕興,6146耕興,1308亞聚,2884玉山金,2103台橡,2412中華電,2308台達電,1304台聚,8462柏文,9802鈺齊-KY,9925新保,1308亞聚,6121新普,2103台橡,1477聚陽,1227佳格,8299群聯,3045台灣大,,
2,"('2308台達電', 10)",6669緯穎,2455全新,6146耕興,1227佳格,1308亞聚,2308台達電,2303聯電,1326台化,1519華城,9910豐泰,2395研華,6669緯穎,5871中租-KY,1308亞聚,3105穩懋,1519華城,2849安泰銀,2884玉山金,,
3,"('2105正新', 9)",2455全新,2360致茂,1723中碳,3680家登,6146耕興,2303聯電,3008大立光,2204中華,2367燿華,3035智原,2330台積電,1515力山,5876上海商銀,6146耕興,9945潤泰新,1905華紙,6547高端疫苗,4904遠傳,,
4,"('3529力旺', 9)",2313華通,3014聯陽,6669緯穎,2231為升,2049上銀,3008大立光,1216統一,2312金寶,2618長榮航,1476儒鴻,1419新紡,6177達麗,2912統一超,2049上銀,2881富邦金,2027大成鋼,2312金寶,2105正新,,
5,"('8069元太', 9)",2360致茂,2337旺宏,3049和鑫,2912統一超,1723中碳,1216統一,2891中信金,2352佳世達,2539櫻花建,2330台積電,2303聯電,2607榮運,3022威強電,1723中碳,4438廣越,2034允強,2421建準,9921巨大,,
6,"('1560中砂', 9)",3014聯陽,5871中租-KY,2455全新,3218大學光,3049和鑫,3711日月光投控,3711日月光投控,2363矽統,2388威盛,8404百和興業-KY,2498宏達電,6121新普,2458義隆,6669緯穎,2357華碩,2105正新,5478智冠,8464億豐,,
7,"('2330台積電', 8)",6121新普,2923鼎固-KY,6177達麗,8454富邦媒,2455全新,2382廣達,2382廣達,2393億光,6451訊芯-KY,5274信驊,8046南電,3380明泰,8454富邦媒,1515力山,2618長榮航,2303聯電,8482商億-KY,1229聯華,,
8,"('3443創意', 8)",6269台郡,3680家登,2313華通,2308台達電,6177達麗,6488環球晶,6488環球晶,2515中工,6576逸達,9938百和,6472保瑞,6269台郡,3231緯創,3049和鑫,2377微星,2308台達電,5536聖暉,3374精材,,
9,"('6643M31', 8)",5871中租-KY,5289宜鼎,1434福懋,3059華晶科,2313華通,2912統一超,2912統一超,2838聯邦銀,4743合一,6670復盛應用,5347世界,1589永冠-KY,1476儒鴻,2455全新,2408南亞科,2313華通,3450聯鈞,2812台中銀,,
10,"('2539櫻花建', 8)",5289宜鼎,8436大江,2360致茂,3529力旺,2360致茂,2892第一金,5880合庫金,2849安泰銀,,2449京元電子,5425台半,1537廣隆,2330台積電,6177達麗,2610華航,2324仁寶,6277宏正,3682亞太電,,
11,"('6488環球晶', 8)",1707葡萄王,2231為升,2607榮運,1582信錦,2607榮運,5880合庫金,2395研華,2915潤泰全,,2454聯發科,3189景碩,3682亞太電,1402遠東新,2313華通,8069元太,2337旺宏,,6274台燿,,
12,"('6472保瑞', 8)",5457宣德,9925新保,9908大台北,5903全家,9908大台北,2395研華,1101台泥,3450聯鈞,,3705永信,5483中美晶,8436大江,2892第一金,1434福懋,4919新唐,2357華碩,,6446藥華藥,,
13,"('9921巨大', 8)",2912統一超,1707葡萄王,3014聯陽,2395研華,3014聯陽,1101台泥,2801彰銀,3703欣陸,,8069元太,2524京城,2231為升,2027大成鋼,2360致茂,,2382廣達,,2501國建,,
14,"('3218大學光', 8)",3563牧德,2912統一超,6121新普,3552同致,6121新普,2885元大金,4938和碩,4935茂林-KY,,4919新唐,6488環球晶,5876上海商銀,2340光磊,2607榮運,,2392正崴,,1319東陽,,
15,"('2915潤泰全', 8)",2059川湖,3563牧德,3380明泰,4904遠傳,2337旺宏,2801彰銀,2633台灣高鐵,5530龍巖,,1560中砂,5508永信建,4414如興,2353宏碁,9908大台北,,2408南亞科,,9940信義,,
16,"('6409旭隼', 8)",9910豐泰,2059川湖,2337旺宏,6279胡連,5871中租-KY,5876上海商銀,9910豐泰,5536聖暉,,3037欣興,6576逸達,3042晶技,3034聯詠,3014聯陽,,2478大毅,,6547高端疫苗,,
17,"('5483中美晶', 8)",3596智易,1903士紙,6269台郡,5274信驊,1537廣隆,2633台灣高鐵,2345智邦,6239力成,,,3533嘉澤,9910豐泰,2883開發金,6121新普,,2535達欣工,,6492生華科,,
18,"('8917欣泰', 8)",4736泰博,3022威強電,2884玉山金,2340光磊,3680家登,9910豐泰,2474可成,9945潤泰新,,,1560中砂,3596智易,2890永豐金,3380明泰,,2614東森,,3218大學光,,
19,"('2912統一超', 8)",5388中磊,4736泰博,1227佳格,9937全國,5289宜鼎,2345智邦,1102亞泥,,,,6561是方,3530晶相光,4438廣越,2337旺宏,,2723美食-KY,,4137麗豐-KY,,
20,"('4904遠傳', 8)",3218大學光,3035智原,2328廣宇,3443創意,2637慧洋-KY,2474可成,2105正新,,,,3037欣興,6462神盾,2357華碩,6269台郡,,2834臺企銀,,1903士紙,,
21,"('6279胡連', 8)",5287數字,6462神盾,5871中租-KY,6472保瑞,8436大江,1402遠東新,2883開發金,,,,,6153嘉聯益,1519華城,4943康控-KY,,2881富邦金,,2524京城,,
22,"('5904寶雅', 8)",2458義隆,5522遠雄,2362藍天,6244茂迪,2231為升,2105正新,3037欣興,,,,,2308台達電,2885元大金,6443元晶,,2884玉山金,,1565精華,,
23,"('9911櫻花', 8)",8454富邦媒,3218大學光,3260威剛,6643M31,9925新保,6669緯穎,6669緯穎,,,,,9907統一實,3019亞光,1589永冠-KY,,2888新光金,,3228金麗科,,
24,"('8464億豐', 8)",2308台達電,5287數字,1714和桐,3152璟德,1707葡萄王,4958臻鼎-KY,2301光寶科,,,,,3529力旺,9921巨大,2884玉山金,,3293鈊象,,1726永記,,
25,"('1789神隆', 8)",1476儒鴻,2458義隆,3680家登,8917欣泰,5457宣德,5483中美晶,5483中美晶,,,,,1582信錦,2834臺企銀,1227佳格,,4736泰博,,2836高雄銀,,
