,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-06-30),連續三年EPS均大於0且近一季EPS也大於0(2022-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-06-30),近6月累積營收年增率連2個月增加(2022-08-10),近12月累積營收年增率連2個月增加(2022-08-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-06-30),ROE連續三季成長，且近一季ROE>10%(2022-06-30),毛利率連續三季成長，且近一季毛利率>25%(2022-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2330台積電', 11)",1216統一,1216統一,1904正隆,1216統一,5478智冠,2330台積電,2330台積電,1104環泥,2610華航,3037欣興,2520冠德,1256鮮活果汁-KY,1216統一,1904正隆,2408南亞科,1218泰山,1434福懋,1590亞德客-KY,3034聯詠,1537廣隆
1,"('4904遠傳', 10)",1256鮮活果汁-KY,1256鮮活果汁-KY,1216統一,1723中碳,9908大台北,2317鴻海,2412中華電,1434福懋,4438廣越,6223旺矽,2704國賓,5478智冠,2408南亞科,1216統一,5388中磊,1513中興電,3293鈊象,2049上銀,3037欣興,
2,"('2308台達電', 10)",3005神基,5478智冠,2845遠東銀,4105東洋,1723中碳,2308台達電,2303聯電,1444力麗,3576聯合再生,6182合晶,3037欣興,1723中碳,2892第一金,2845遠東銀,9941裕融,1604聲寶,2201裕隆,8046南電,9945潤泰新,
3,"('6472保瑞', 10)",2520冠德,2408南亞科,1256鮮活果汁-KY,5388中磊,6531愛普,2303聯電,3008大立光,2201裕隆,6177達麗,2449京元電子,2498宏達電,2892第一金,2347聯強,1256鮮活果汁-KY,1605華新,1795美時,3706神達,2027大成鋼,3533嘉澤,
4,"('3529力旺', 10)",2347聯強,2520冠德,5478智冠,2207和泰車,2408南亞科,3008大立光,1216統一,2204中華,6589台康生技,5274信驊,6561是方,1503士電,3711日月光投控,5478智冠,1319東陽,2308台達電,3036文曄,4174浩鼎,9802鈺齊-KY,
5,"('8069元太', 10)",8464億豐,8464億豐,9908大台北,2331精英,2520冠德,3711日月光投控,2891中信金,2367燿華,2618長榮航,9802鈺齊-KY,9941裕融,2347聯強,3037欣興,9908大台北,6669緯穎,2313華通,2059川湖,8150南茂,3545敦泰,
6,"('6464台數科', 9)",6411晶焱,6411晶焱,6005群益證,2351順德,1308亞聚,2912統一超,3711日月光投控,2392正崴,,3707漢磊,2524京城,8464億豐,2888新光金,6005群益證,3293鈊象,2331精英,3005神基,4968立積,6743安普新,
7,"('3035智原', 9)",6274台燿,4105東洋,1723中碳,1808潤隆,8464億豐,2892第一金,2892第一金,2524京城,,3035智原,5534長虹,2355敬鵬,5388中磊,1723中碳,4961天鈺,2337旺宏,2204中華,1785光洋科,3413京鼎,
8,"('1560中砂', 9)",4105東洋,4157太景*-KY,2408南亞科,2345智邦,3711日月光投控,2379瑞昱,2880華南金,2534宏盛,,1560中砂,6488環球晶,4105東洋,2458義隆,6531愛普,3680家登,2347聯強,3376新日興,5306桂盟,3707漢磊,
9,"('3037欣興', 9)",5388中磊,2458義隆,2892第一金,6561是方,3037欣興,5347世界,4904遠傳,2855統一證,,2201裕隆,3189景碩,4157太景*-KY,3231緯創,2408南亞科,8069元太,2353宏碁,8341日友,9938百和,3014聯陽,
