,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-06-30),連續三年EPS均大於0且近一季EPS也大於0(2022-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-06-30),近6月累積營收年增率連2個月增加(2022-08-10),近12月累積營收年增率連2個月增加(2022-08-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-06-30),ROE連續三季成長，且近一季ROE>10%(2022-06-30),毛利率連續三季成長，且近一季毛利率>25%(2022-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2330台積電', 10)",1216統一,1216統一,1904正隆,1723中碳,5478智冠,2330台積電,2330台積電,1234黑松,2610華航,3037欣興,2520冠德,2913農林,2845遠東銀,1904正隆,2458義隆,1319東陽,9910豐泰,5347世界,3711日月光投控,6579研揚
1,"('2449京元電子', 9)",1256鮮活果汁-KY,1256鮮活果汁-KY,1216統一,5388中磊,9908大台北,2317鴻海,2412中華電,1304台聚,4438廣越,6223旺矽,2704國賓,2227裕日車,2408南亞科,1216統一,3293鈊象,1476儒鴻,1590亞德客-KY,6116彩晶,3653健策,
2,"('6643M31', 9)",3005神基,5478智冠,2845遠東銀,2207和泰車,1723中碳,2308台達電,2303聯電,1310台苯,3576聯合再生,6182合晶,3037欣興,6166凌華,2892第一金,2845遠東銀,6582申豐,1604聲寶,2227裕日車,3682亞太電,6533晶心科,
3,"('8069元太', 9)",2520冠德,2408南亞科,1256鮮活果汁-KY,2331精英,6531愛普,2303聯電,3008大立光,1312國喬,6177達麗,2449京元電子,2498宏達電,5306桂盟,2347聯強,1256鮮活果汁-KY,3707漢磊,1723中碳,2923鼎固-KY,3260威剛,,
4,"('5347世界', 9)",2347聯強,2520冠德,5478智冠,2351順德,2408南亞科,3008大立光,1216統一,1313聯成,6589台康生技,5274信驊,6561是方,2478大毅,3711日月光投控,5478智冠,2009第一銅,2059川湖,1477聚陽,,,
5,"('1560中砂', 9)",8464億豐,8464億豐,9908大台北,1808潤隆,2520冠德,3711日月光投控,2891中信金,1326台化,2618長榮航,9802鈺齊-KY,9941裕融,2035唐榮,2888新光金,9908大台北,3545敦泰,2101南港,3682亞太電,,,
6,"('5274信驊', 9)",6411晶焱,6411晶焱,6005群益證,2345智邦,1308亞聚,2912統一超,3711日月光投控,1444力麗,,3707漢磊,2524京城,6589台康生技,1773勝一,6005群益證,2409友達,2303聯電,2838聯邦銀,,,
7,"('2308台達電', 9)",6274台燿,4105東洋,1723中碳,6561是方,8464億豐,2892第一金,2892第一金,1710東聯,,3035智原,5534長虹,1614三洋電,2458義隆,1723中碳,1515力山,2312金寶,6285啟碁,,,
8,"('6223旺矽', 9)",4105東洋,4157太景*-KY,2408南亞科,2607榮運,3711日月光投控,2379瑞昱,2880華南金,1909榮成,,1560中砂,6488環球晶,2010春源,3231緯創,6531愛普,3443創意,2353宏碁,2368金像電,,,
9,"('4904遠傳', 9)",5388中磊,2458義隆,2892第一金,2340光磊,3037欣興,5347世界,4904遠傳,2201裕隆,,2201裕隆,3189景碩,6180橘子,2345智邦,2408南亞科,1309台達化,2383台光電,1909榮成,,,
10,"('4736泰博', 8)",4958臻鼎-KY,2915潤泰全,3005神基,1319東陽,6411晶焱,2801彰銀,5347世界,2204中華,,2454聯發科,2344華邦電,1605華新,6223旺矽,2892第一金,2014中鴻,2449京元電子,1313聯成,,,
11,"('3023信邦', 8)",2207和泰車,8341日友,2520冠德,3552同致,1440南紡,5876上海商銀,2801彰銀,2239英利-KY,,9933中鼎,5347世界,1722台肥,2324仁寶,3005神基,3596智易,2474可成,2392正崴,,,
12,"('2412中華電', 8)",2458義隆,2923鼎固-KY,1503士電,1795美時,6274台燿,2633台灣高鐵,5876上海商銀,2367燿華,,2330台積電,2337旺宏,4576大銀微系統,6121新普,2520冠德,,2548華固,8436大江,,,
13,"('2395研華', 8)",8131福懋科,5531鄉林,2347聯強,8926台汽電,4105東洋,9910豐泰,2887台新金,2392正崴,,,5483中美晶,2504國產,1101台泥,1503士電,,2608嘉里大榮,2548華固,,,
14,"('3529力旺', 8)",8341日友,1598岱宇,1308亞聚,3661世芯-KY,1773勝一,2345智邦,3037欣興,2489瑞軒,,,6472保瑞,4906正文,1312國喬,2347聯強,,2723美食-KY,6214精誠,,,
15,"('2303聯電', 8)",9930中聯資源,6706惠特,8464億豐,8255朋程,2368金像電,3037欣興,2301光寶科,2501國建,,,1560中砂,8917欣泰,2603長榮,2704國賓,,2834臺企銀,6414樺漢,,,
16,"('5530龍巖', 8)",2345智邦,6223旺矽,3711日月光投控,6282康舒,2393億光,6669緯穎,6409旭隼,2838聯邦銀,,,5530龍巖,3152璟德,9907統一實,1308亞聚,,2884玉山金,5534長虹,,,
17,"('3035智原', 8)",6706惠特,4107邦特,3037欣興,3016嘉晶,2458義隆,2049上銀,4743合一,2849安泰銀,,,4919新唐,1565精華,2881富邦金,8464億豐,,3023信邦,5469瀚宇博,,,
18,"('2458義隆', 8)",6223旺矽,6561是方,6411晶焱,3081聯亞,3264欣銓,4958臻鼎-KY,2356英業達,2897王道銀行,,,2454聯發科,3630新鉅科,6176瑞儀,3711日月光投控,,3218大學光,2501國建,,,
19,"('5269祥碩', 8)",2206三陽工業,2379瑞昱,1326台化,6643M31,2915潤泰全,5269祥碩,6239力成,2903遠百,,,2303聯電,2355敬鵬,2106建大,3037欣興,,3264欣銓,1808潤隆,,,
20,"('3711日月光投控', 8)",4107邦特,8482商億-KY,2355敬鵬,8917欣泰,8131福懋科,9904寶成,2385群光,2905三商,,,2395研華,2208台船,2885元大金,6411晶焱,,3380明泰,2608嘉里大榮,,,
21,"('1590亞德客-KY', 8)",6561是方,3014聯陽,1440南紡,6244茂迪,2478大毅,6409旭隼,3406玉晶光,2923鼎固-KY,,,2330台積電,2634漢翔,8926台汽電,1326台化,,3413京鼎,4961天鈺,,,
22,"('3443創意', 8)",6121新普,2340光磊,2031新光鋼,1434福懋,8341日友,2834臺企銀,5274信驊,3049和鑫,,,8046南電,2379瑞昱,6239力成,2867三商壽,,3665貿聯-KY,2481強茂,,,
23,"('2520冠德', 8)",8299群聯,2547日勝生,6274台燿,2308台達電,2351順德,9914美利達,2313華通,3682亞太電,,,,5243乙盛-KY,2449京元電子,2355敬鵬,,3711日月光投控,8131福懋科,,,
24,"('6409旭隼', 8)",4915致伸,2327國巨,4105東洋,2912統一超,2923鼎固-KY,6121新普,1722台肥,4306炎洲,,,,4157太景*-KY,2344華邦電,1440南紡,,4915致伸,9937全國,,,
