,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-03-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-03-31),連續三年EPS均大於0且近一季EPS也大於0(2022-03-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-03-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-03-31),近6月累積營收年增率連2個月增加(2022-06-10),近12月累積營收年增率連2個月增加(2022-06-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-03-31),ROE連續三季成長，且近一季ROE>10%(2022-03-31),毛利率連續三季成長，且近一季毛利率>25%(2022-03-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2520冠德', 10)",2347聯強,2108南帝,2347聯強,5269祥碩,2108南帝,2330台積電,2330台積電,1103嘉泥,6589台康生技,2201裕隆,2520冠德,2206三陽工業,1232大統益,8255朋程,3653健策,1104環泥,2923鼎固-KY,2412中華電,1907永豐餘,
1,"('1560中砂', 10)",2108南帝,5269祥碩,2108南帝,3380明泰,5269祥碩,2317鴻海,2412中華電,1234黑松,2618長榮航,3035智原,2524京城,2363矽統,2206三陽工業,2428興勤,1560中砂,1201味全,2201裕隆,2881富邦金,3218大學光,
2,"('4736泰博', 10)",4958臻鼎-KY,4576大銀微系統,4958臻鼎-KY,4576大銀微系統,4576大銀微系統,2308台達電,2303聯電,1315達新,2610華航,1560中砂,6472保瑞,1773勝一,2317鴻海,1232大統益,6669緯穎,1229聯華,3706神達,1216統一,3380明泰,
3,"('8069元太', 9)",5269祥碩,8464億豐,1310台苯,2634漢翔,6274台燿,2303聯電,3008大立光,2201裕隆,3576聯合再生,9933中鼎,5530龍巖,2317鴻海,2049上銀,1598岱宇,,1301台塑,2849安泰銀,2891中信金,3704合勤控,
4,"('2330台積電', 9)",6274台燿,3227原相,5269祥碩,2540愛山林,3413京鼎,3008大立光,1216統一,2204中華,4438廣越,9802鈺齊-KY,1560中砂,8163達方,9939宏全,2206三陽工業,,1305華夏,8415大國鋼,2884玉山金,,
5,"('4904遠傳', 9)",8464億豐,3563牧德,3380明泰,1722台肥,8464億豐,3711日月光投控,2891中信金,2362藍天,6177達麗,3037欣興,3189景碩,2049上銀,1301台塑,3023信邦,,1313聯成,2204中華,1101台泥,,
6,"('2412中華電', 9)",3227原相,4506崇友,4576大銀微系統,2308台達電,2204中華,2912統一超,3711日月光投控,2392正崴,,2449京元電子,2395研華,2905三商,9914美利達,5903全家,,1402遠東新,2388威盛,2885元大金,,
7,"('6643M31', 9)",3596智易,6589台康生技,6274台燿,1476儒鴻,3563牧德,2892第一金,2892第一金,2501國建,,5274信驊,5534長虹,2449京元電子,2412中華電,2363矽統,,1440南紡,2548華固,2357華碩,,
8,"('8422可寧衛', 9)",3563牧德,2540愛山林,1605華新,2227裕日車,4506崇友,2379瑞昱,2880華南金,2511太子,,2330台積電,9941裕融,8039台虹,2382廣達,1434福懋,,1477聚陽,6491晶碩,2801彰銀,,
9,"('2308台達電', 9)",4506崇友,1598岱宇,8464億豐,8069元太,9921巨大,5347世界,4904遠傳,2524京城,,3707漢磊,4919新唐,3078僑威,3443創意,1773勝一,,1504東元,3596智易,2887台新金,,
10,"('2449京元電子', 9)",9921巨大,5471松翰,2634漢翔,3532台勝科,2368金像電,2801彰銀,5347世界,2547日勝生,,6182合晶,6561是方,3081聯亞,5876上海商銀,6213聯茂,,1589永冠-KY,2905三商,2883開發金,,
11,"('5530龍巖', 9)",5471松翰,6582申豐,3673TPK-KY,6472保瑞,5471松翰,5876上海商銀,2801彰銀,2820華票,,6223旺矽,3037欣興,3030德律,6239力成,2317鴻海,,1604聲寶,2511太子,8046南電,,
12,"('9933中鼎', 8)",2404漢唐,4736泰博,3227原相,2360致茂,2404漢唐,2633台灣高鐵,5876上海商銀,2836高雄銀,,2454聯發科,6488環球晶,2027大成鋼,4105東洋,1714和桐,,1714和桐,9908大台北,2353宏碁,,
13,"('1315達新', 8)",6582申豐,5871中租-KY,3596智易,6285啟碁,6582申豐,9910豐泰,2887台新金,2838聯邦銀,,,2337旺宏,2545皇翔,2539櫻花建,3545敦泰,,1718中纖,9939宏全,2610華航,,
14,"('6223旺矽', 8)",1515力山,8422可寧衛,3563牧德,4904遠傳,4736泰博,2345智邦,3037欣興,2849安泰銀,,,2303聯電,2353宏碁,5534長虹,8163達方,,1736喬山,9937全國,1227佳格,,
15,"('2201裕隆', 8)",4736泰博,6576逸達,4506崇友,3529力旺,5871中租-KY,3037欣興,2301光寶科,2867三商壽,,,2344華邦電,2547日勝生,4915致伸,3037欣興,,1789神隆,4935茂林-KY,1504東元,,
16,"('3443創意', 8)",5871中租-KY,2308台達電,2540愛山林,1434福懋,8422可寧衛,6669緯穎,6409旭隼,2882國泰金,,,2498宏達電,9939宏全,2324仁寶,2049上銀,,1903士紙,1419新紡,2027大成鋼,,
17,"('3529力旺', 8)",8422可寧衛,2373震旦行,9921巨大,2884玉山金,1722台肥,2049上銀,4743合一,2903遠百,,,2330台積電,2412中華電,3682亞太電,6269台郡,,1905華紙,8482商億-KY,5820日盛金,,
18,"('2395研華', 8)",2308台達電,1476儒鴻,2368金像電,5243乙盛-KY,2308台達電,4958臻鼎-KY,2356英業達,2905三商,,,8046南電,2421建準,9910豐泰,2905三商,,2014中鴻,2547日勝生,2101南港,,
19,"('5269祥碩', 8)",2373震旦行,4137麗豐-KY,5471松翰,9908大台北,2375凱美,5269祥碩,6239力成,2923鼎固-KY,,,2704國賓,2327國巨,6504南六,2449京元電子,,2101南港,1315達新,2388威盛,,
20,"('5347世界', 8)",1476儒鴻,2520冠德,2404漢唐,1773勝一,2373震旦行,9904寶成,2385群光,3706神達,,,5483中美晶,6176瑞儀,3211順達,3376新日興,,2105正新,,2498宏達電,,
21,"('6464台數科', 8)",4137麗豐-KY,6166凌華,6582申豐,6409旭隼,1476儒鴻,6409旭隼,3406玉晶光,5469瀚宇博,,,5347世界,1444力麗,2357華碩,8039台虹,,2204中華,,6510精測,,
22,"('3218大學光', 8)",2227裕日車,2524京城,1309台達化,2351順德,2201裕隆,2834臺企銀,5274信驊,5531鄉林,,,2454聯發科,2606裕民,2377微星,2108南帝,,2207和泰車,,2104國際中橡,,
23,"('4105東洋', 8)",2520冠德,9940信義,4736泰博,1795美時,4137麗豐-KY,9914美利達,2313華通,6605帝寶,,,,9802鈺齊-KY,2892第一金,3078僑威,,2208台船,,2855統一證,,
24,"('3035智原', 8)",9940信義,4968立積,5871中租-KY,3374精材,2227裕日車,6121新普,1722台肥,8070長華*,,,,5269祥碩,4551智伸科,1307三芳,,2312金寶,,2501國建,,
25,"('3653健策', 8)",6121新普,8069元太,8422可寧衛,3035智原,2002中鋼,3406玉晶光,8069元太,,,,,1210大成,6589台康生技,3081聯亞,,2324仁寶,,9940信義,,
26,"('2801彰銀', 8)",8069元太,4123晟德,1722台肥,1560中砂,2520冠德,5903全家,3532台勝科,,,,,5007三星,5530龍巖,3030德律,,2328廣宇,,2867三商壽,,
27,"('4107邦特', 8)",2313華通,5306桂盟,2308台達電,2395研華,2524京城,2352佳世達,3533嘉澤,,,,,2395研華,2884玉山金,2027大成鋼,,2331精英,,2428興勤,,
28,"('6409旭隼', 8)",4927泰鼎-KY,6472保瑞,2375凱美,2331精英,2049上銀,2313華通,3374精材,,,,,2458義隆,4904遠傳,2545皇翔,,2351順德,,2897王道銀行,,
29,"('5274信驊', 8)",5306桂盟,5522遠雄,2892第一金,3023信邦,2609陽明,8069元太,3529力旺,,,,,4906正文,1326台化,2353宏碁,,2352佳世達,,3312弘憶股,,
30,"('6472保瑞', 8)",6548長科*,2723美食-KY,6504南六,5903全家,9940信義,3532台勝科,3443創意,,,,,2388威盛,2006東和鋼鐵,2547日勝生,,2363矽統,,8422可寧衛,,
31,"('6491晶碩', 7)",6472保瑞,3105穩懋,2373震旦行,1218泰山,6121新普,3023信邦,2449京元電子,,,,,5876上海商銀,8462柏文,2809京城銀,,2385群光,,6756威鋒電子,,
32,"('5876上海商銀', 7)",6670復盛應用,2360致茂,1476儒鴻,1582信錦,8069元太,3374精材,2201裕隆,,,,,2539櫻花建,1229聯華,9939宏全,,2449京元電子,,3006晶豪科,,
33,"('3037欣興', 7)",6412群電,5425台半,2890永豐金,3552同致,5306桂盟,3529力旺,2404漢唐,,,,,5534長虹,6472保瑞,2035唐榮,,2458義隆,,4736泰博,,
34,"('2454聯發科', 7)",6414樺漢,1216統一,4137麗豐-KY,3443創意,3532台勝科,2404漢唐,9917中保科,,,,,4915致伸,1310台苯,1301台塑,,2498宏達電,,1565精華,,
35,"('3665貿聯-KY', 7)",3105穩懋,4904遠傳,2227裕日車,6561是方,6548長科*,9917中保科,3682亞太電,,,,,3630新鉅科,2313華通,9914美利達,,2520冠德,,4943康控-KY,,
36,"('6488環球晶', 7)",2360致茂,6277宏正,2002中鋼,8086宏捷科,2006東和鋼鐵,2845遠東銀,2845遠東銀,,,,,1711永光,2885元大金,2412中華電,,2801彰銀,,5289宜鼎,,
37,"('3023信邦', 7)",5425台半,3529力旺,2520冠德,1590亞德客-KY,1802台玻,2101南港,3189景碩,,,,,1903士紙,2474可成,2421建準,,2809京城銀,,1702南僑,,
38,"('9941裕融', 7)",1216統一,5530龍巖,6166凌華,8917欣泰,6472保瑞,3665貿聯-KY,9941裕融,,,,,6605帝寶,2891中信金,2327國巨,,2834臺企銀,,1905華紙,,
39,"('5287數字', 7)",4904遠傳,2417圓剛,2524京城,2105正新,6670復盛應用,3036文曄,3665貿聯-KY,,,,,3653健策,6491晶碩,1789神隆,,2855統一證,,1609大亞,,
40,"('2204中華', 7)",6277宏正,3705永信,2881富邦金,1232大統益,3545敦泰,4123晟德,4123晟德,,,,,2337旺宏,3596智易,9940信義,,2867三商壽,,3705永信,,
