,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-06-30),連續三年EPS均大於0且近一季EPS也大於0(2022-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-06-30),近6月累積營收年增率連2個月增加(2022-08-10),近12月累積營收年增率連2個月增加(2022-08-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-06-30),ROE連續三季成長，且近一季ROE>10%(2022-06-30),毛利率連續三季成長，且近一季毛利率>25%(2022-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('1560中砂', 11)",4506崇友,4506崇友,4506崇友,9908大台北,4506崇友,2317鴻海,2317鴻海,1532勤美,6443元晶,1537廣隆,2607榮運,4506崇友,1308亞聚,4506崇友,3680家登,1503士電,1907永豐餘,9908大台北,2357華碩,
1,"('6643M31', 10)",6146耕興,6146耕興,1308亞聚,3380明泰,2103台橡,2303聯電,2303聯電,1907永豐餘,8462柏文,9910豐泰,9925新保,1723中碳,6669緯穎,2103台橡,3035智原,1710東聯,2392正崴,,,
2,"('6472保瑞', 9)",6669緯穎,2455全新,6146耕興,1227佳格,1308亞聚,3023信邦,6412群電,2392正崴,1519華城,3035智原,2395研華,6669緯穎,1515力山,1308亞聚,3529力旺,1905華紙,1789神隆,,,
3,"('5425台半', 9)",2455全新,2360致茂,1723中碳,3680家登,6146耕興,6412群電,6510精測,2417圓剛,2367燿華,1476儒鴻,2330台積電,6177達麗,2607榮運,6146耕興,3034聯詠,2009第一銅,3312弘憶股,,,
4,"('8069元太', 9)",2313華通,3014聯陽,6669緯穎,2231為升,2049上銀,3673TPK-KY,2548華固,2492華新科,2618長榮航,2330台積電,1419新紡,2313華通,6269台郡,2049上銀,9941裕融,2023燁輝,4961天鈺,,,
5,"('5274信驊', 9)",2360致茂,2337旺宏,3049和鑫,2912統一超,1723中碳,3380明泰,3673TPK-KY,2520冠德,2539櫻花建,5274信驊,2303聯電,3380明泰,3630新鉅科,1723中碳,2108南帝,2103台橡,9937全國,,,
6,"('3035智原', 8)",3014聯陽,3680家登,2455全新,3035智原,3049和鑫,6643M31,2511太子,2605新興,2388威盛,9938百和,2498宏達電,6443元晶,3260威剛,6669緯穎,5425台半,2312金寶,1565精華,,,
7,"('6488環球晶', 8)",6121新普,5289宜鼎,6177達麗,3218大學光,2455全新,6751智聯服務,3380明泰,3049和鑫,6576逸達,6670復盛應用,8046南電,1589永冠-KY,1609大亞,1515力山,6643M31,2338光罩,2351順德,,,
8,"('2395研華', 8)",6269台郡,8436大江,2313華通,1229聯華,6177達麗,2102泰豐,6282康舒,4906正文,4743合一,2449京元電子,6472保瑞,2328廣宇,5876上海商銀,3049和鑫,1795美時,2352佳世達,3691碩禾,,,
9,"('6277宏正', 8)",5289宜鼎,2231為升,1434福懋,8454富邦媒,2313華通,1560中砂,6643M31,6462神盾,,2454聯發科,5347世界,3630新鉅科,1707葡萄王,2455全新,2014中鴻,2382廣達,2605新興,,,
10,"('3529力旺', 8)",1707葡萄王,9925新保,2360致茂,2308台達電,2360致茂,,6277宏正,,,3705永信,5425台半,1537廣隆,3035智原,6177達麗,1309台達化,2385群光,6462神盾,,,
11,"('5471松翰', 8)",5457宣德,1707葡萄王,2607榮運,1476儒鴻,2607榮運,,6751智聯服務,,,8069元太,3189景碩,1609大亞,9907統一實,2313華通,8086宏捷科,2417圓剛,4167松瑞藥,,,
12,"('1476儒鴻', 7)",2912統一超,2912統一超,9908大台北,3059華晶科,9908大台北,,2102泰豐,,,4919新唐,5483中美晶,3680家登,3529力旺,1434福懋,1319東陽,2474可成,4906正文,,,
13,"('4904遠傳', 7)",3563牧德,3563牧德,3014聯陽,3529力旺,3014聯陽,,1560中砂,,,1560中砂,2524京城,3682亞太電,2395研華,2360致茂,3661世芯-KY,2515中工,6751智聯服務,,,
14,"('3653健策', 7)",2059川湖,2059川湖,6121新普,1582信錦,6121新普,,,,,3037欣興,6488環球晶,5289宜鼎,4915致伸,2607榮運,8069元太,2605新興,2417圓剛,,,
