,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-03-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-03-31),連續三年EPS均大於0且近一季EPS也大於0(2022-03-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-03-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-03-31),近6月累積營收年增率連2個月增加(2022-06-10),近12月累積營收年增率連2個月增加(2022-06-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-03-31),ROE連續三季成長，且近一季ROE>10%(2022-03-31),毛利率連續三季成長，且近一季毛利率>25%(2022-03-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2330台積電', 9)",2347聯強,2108南帝,2347聯強,5269祥碩,2108南帝,2330台積電,2330台積電,1102亞泥,6589台康生技,2201裕隆,2520冠德,,3023信邦,8255朋程,2108南帝,1513中興電,2882國泰金,2634漢翔,,
1,"('5347世界', 9)",2108南帝,5269祥碩,2108南帝,3380明泰,5269祥碩,2317鴻海,2412中華電,1304台聚,2618長榮航,3035智原,2524京城,,2317鴻海,2428興勤,4919新唐,6491晶碩,2891中信金,2332友訊,,
2,"('5530龍巖', 9)",4958臻鼎-KY,4576大銀微系統,4958臻鼎-KY,4576大銀微系統,4576大銀微系統,2308台達電,2303聯電,1307三芳,2610華航,1560中砂,6472保瑞,,2412中華電,1232大統益,2377微星,,2327國巨,1315達新,,
3,"('2395研華', 8)",5269祥碩,8464億豐,1310台苯,2634漢翔,6274台燿,2303聯電,3008大立光,1312國喬,3576聯合再生,9933中鼎,5530龍巖,,2382廣達,1598岱宇,2006東和鋼鐵,,5871中租-KY,,,
4,"('8422可寧衛', 8)",6274台燿,3227原相,5269祥碩,2540愛山林,3413京鼎,3008大立光,1216統一,1313聯成,4438廣越,9802鈺齊-KY,1560中砂,,1717長興,2206三陽工業,2618長榮航,,2883開發金,,,
5,"('4904遠傳', 8)",8464億豐,3563牧德,3380明泰,2308台達電,8464億豐,3711日月光投控,2891中信金,1314中石化,6177達麗,3037欣興,3189景碩,,1227佳格,3023信邦,6669緯穎,,2492華新科,,,
6,"('3529力旺', 8)",3227原相,4506崇友,4576大銀微系統,2227裕日車,2204中華,2912統一超,3711日月光投控,1409新纖,,2449京元電子,2395研華,,2395研華,5903全家,2351順德,,2344華邦電,,,
7,"('6409旭隼', 8)",3596智易,6589台康生技,6274台燿,8069元太,3563牧德,2892第一金,2892第一金,1444力麗,,5274信驊,5534長虹,,2458義隆,2363矽統,,,8464億豐,,,
8,"('8069元太', 8)",3563牧德,2540愛山林,1605華新,3532台勝科,4506崇友,2379瑞昱,2880華南金,1504東元,,2330台積電,9941裕融,,5876上海商銀,1434福懋,,,2834臺企銀,,,
9,"('1560中砂', 8)",4506崇友,1598岱宇,8464億豐,6472保瑞,9921巨大,5347世界,4904遠傳,1532勤美,,3707漢磊,4919新唐,,4105東洋,1773勝一,,,2371大同,,,
