,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-03-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-03-31),連續三年EPS均大於0且近一季EPS也大於0(2022-03-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-03-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-03-31),近6月累積營收年增率連2個月增加(2022-05-10),近12月累積營收年增率連2個月增加(2022-05-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-03-31),ROE連續三季成長，且近一季ROE>10%(2022-03-31),毛利率連續三季成長，且近一季毛利率>25%(2022-03-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('5274信驊', 9)",3596智易,2454聯發科,2454聯發科,3443創意,2454聯發科,2330台積電,2330台積電,1103嘉泥,3552同致,2454聯發科,2454聯發科,3630新鉅科,3443創意,2454聯發科,3443創意,2345智邦,1101台泥,6732昇佳電子,3529力旺,
1,"('4904遠傳', 9)",3443創意,3443創意,1504東元,6533晶心科,8942森鉅,2454聯發科,2412中華電,1234黑松,6166凌華,9933中鼎,8942森鉅,8942森鉅,6510精測,3630新鉅科,6582申豐,2371大同,2633台灣高鐵,2455全新,3016嘉晶,
2,"('5269祥碩', 9)",9940信義,6533晶心科,3596智易,2633台灣高鐵,3443創意,2308台達電,2303聯電,1310台苯,2545皇翔,3035智原,2614東森,3596智易,3045台灣大,8942森鉅,3661世芯-KY,2383台光電,2049上銀,5371中光電,,
3,"('6643M31', 9)",8299群聯,9940信義,3443創意,9933中鼎,6533晶心科,2303聯電,3008大立光,1315達新,3680家登,6510精測,1560中砂,9940信義,2885元大金,1504東元,,2455全新,2610華航,,,
4,"('6223旺矽', 9)",5289宜鼎,5287數字,6533晶心科,3035智原,9940信義,3008大立光,1216統一,1409新纖,1736喬山,2610華航,2610華航,5287數字,2303聯電,3596智易,,2524京城,2618長榮航,,,
5,"('3443創意', 9)",6239力成,3035智原,9940信義,2049上銀,2633台灣高鐵,1216統一,2891中信金,1434福懋,2547日勝生,2015豐興,8046南電,9933中鼎,2317鴻海,3443創意,,3702大聯大,5903全家,,,
6,"('4105東洋', 8)",3045台灣大,6510精測,2633台灣高鐵,3533嘉澤,5287數字,3711日月光投控,3711日月光投控,1504東元,2605新興,8046南電,2303聯電,3035智原,2388威盛,6533晶心科,,4958臻鼎-KY,1907永豐餘,,,
7,"('2308台達電', 8)",4551智伸科,5289宜鼎,5287數字,3045台灣大,8299群聯,2207和泰車,3045台灣大,1714和桐,5531鄉林,5388中磊,4128中天,2845遠東銀,1402遠東新,9940信義,,6239力成,6531愛普,,,
8,"('8917欣泰', 8)",6213聯茂,3533嘉澤,9933中鼎,2607榮運,6510精測,2912統一超,4904遠傳,1718中纖,2511太子,6196帆宣,5269祥碩,8299群聯,2881富邦金,2633台灣高鐵,,8016矽創,2059川湖,,,
9,"('8069元太', 8)",3014聯陽,2614東森,3035智原,1560中砂,5289宜鼎,2379瑞昱,5347世界,1907永豐餘,9943好樂迪,1605華新,2615萬海,6510精測,2354鴻準,5287數字,,,6005群益證,,,
10,"('4736泰博', 8)",9914美利達,1598岱宇,2845遠東銀,9958世紀鋼,3533嘉澤,5876上海商銀,2801彰銀,1909榮成,6547高端疫苗,5274信驊,3105穩懋,3045台灣大,1605華新,9933中鼎,,,3005神基,,,
11,"('2330台積電', 8)",1560中砂,4551智伸科,8299群聯,5243乙盛-KY,6239力成,2633台灣高鐵,2345智邦,2104國際中橡,2331精英,6182合晶,8482商億-KY,1503士電,1723中碳,3035智原,,,2206三陽工業,,,
12,"('8341日友', 8)",6173信昌電,3014聯陽,6510精測,3552同致,2481強茂,9910豐泰,1402遠東新,2239英利-KY,6244茂迪,1707葡萄王,5483中美晶,3026禾伸堂,2890永豐金,2049上銀,,,1909榮成,,,
13,"('5531鄉林', 8)",6706惠特,1560中砂,5289宜鼎,3653健策,1304台聚,2345智邦,3037欣興,2323中環,6443元晶,2637慧洋-KY,2609陽明,3530晶相光,3702大聯大,2845遠東銀,,,1536和大,,,
14,"('2605新興', 8)",2015豐興,6706惠特,3533嘉澤,8046南電,4551智伸科,3037欣興,2301光寶科,2355敬鵬,2727王品,2439美律,6202盛群,2206三陽工業,2409友達,8299群聯,,,2104國際中橡,,,
15,"('9917中保科', 8)",8436大江,8436大江,2614東森,5388中磊,3530晶相光,6669緯穎,4958臻鼎-KY,2362藍天,9910豐泰,6223旺矽,5274信驊,6213聯茂,6257矽格,6510精測,,,2855統一證,,,
16,"('6464台數科', 8)",3653健策,3653健策,1598岱宇,3665貿聯-KY,3014聯陽,2049上銀,8454富邦媒,2367燿華,2618長榮航,5522遠雄,2637慧洋-KY,2607榮運,8213志超,5289宜鼎,,,1232大統益,,,
17,"('5388中磊', 8)",2352佳世達,8422可寧衛,6239力成,2231為升,2607榮運,4958臻鼎-KY,2356英業達,2520冠德,2034允強,3711日月光投控,4536拓凱,3008大立光,1216統一,3533嘉澤,,,4766南寶,,,
18,"('6488環球晶', 8)",1102亞泥,2231為升,2481強茂,1201味全,9914美利達,5269祥碩,6239力成,2534宏盛,2035唐榮,5347世界,3189景碩,1309台達化,2347聯強,2614東森,,,6230超眾,,,
19,"('2520冠德', 8)",8422可寧衛,1201味全,3045台灣大,5269祥碩,1560中砂,1476儒鴻,3406玉晶光,2855統一證,8462柏文,2548華固,2605新興,2634漢翔,6180橘子,1598岱宇,,,9908大台北,,,
20,"('2449京元電子', 8)",5388中磊,4128中天,1503士電,3529力旺,6173信昌電,9904寶成,2371大同,2883開發金,6589台康生技,8358金居,5531鄉林,2015豐興,3023信邦,2023燁輝,,,2520冠德,,,
21,"('2388威盛', 8)",5269祥碩,2388威盛,1304台聚,6643M31,3008大立光,2356英業達,1605華新,3481群創,3228金麗科,2034允強,2027大成鋼,9958世紀鋼,2408南亞科,6239力成,,,9937全國,,,
22,"('2345智邦', 8)",3529力旺,4157太景*-KY,4551智伸科,1519華城,6706惠特,9914美利達,5274信驊,3673TPK-KY,4743合一,9917中保科,5478智冠,5243乙盛-KY,2412中華電,2481強茂,,,5007三星,,,
23,"('2379瑞昱', 8)",6643M31,6166凌華,3530晶相光,2308台達電,1309台達化,6121新普,1227佳格,4306炎洲,,6278台表科,2408南亞科,1102亞泥,8150南茂,3045台灣大,,,6803崑鼎,,,
24,"('5347世界', 8)",3105穩懋,5269祥碩,2206三陽工業,1711永光,2015豐興,3406玉晶光,1229聯華,4532瑞智,,8341日友,5347世界,4938和碩,6462神盾,3231緯創,,,1103嘉泥,,,
25,"('2412中華電', 8)",8482商億-KY,3529力旺,6213聯茂,1722台肥,8436大江,2371大同,2313華通,5531鄉林,,,2498宏達電,5388中磊,1301台塑,1503士電,,,9925新保,,,
26,"('3035智原', 8)",2308台達電,6643M31,3014聯陽,3016嘉晶,3653健策,5903全家,1722台肥,6005群益證,,,2618長榮航,3665貿聯-KY,2357華碩,1304台聚,,,2367燿華,,,
27,"('2059川湖', 7)",6412群電,4506崇友,2607榮運,1614三洋電,1102亞泥,2352佳世達,8069元太,6456GIS-KY,,,2344華邦電,2231為升,2356英業達,3026禾伸堂,,,8081致新,,,
28,"('2912統一超', 7)",6279胡連,3105穩懋,9914美利達,1319東陽,1802台玻,1229聯華,3532台勝科,6605帝寶,,,2379瑞昱,1201味全,2892第一金,4551智伸科,,,1305華夏,,,
29,"('2607榮運', 7)",2441超豐,8482商億-KY,1560中砂,2009第一銅,8422可寧衛,2923鼎固-KY,3533嘉澤,,,,6488環球晶,2388威盛,2449京元電子,3530晶相光,,,2208台船,,,
30,"('4576大銀微系統', 7)",3036文曄,1702南僑,6173信昌電,5274信驊,8046南電,2313華通,3443創意,,,,8358金居,5434崇越,2382廣達,2206三陽工業,,,1234黑松,,,
31,"('2534宏盛', 7)",5471松翰,2308台達電,6706惠特,3680家登,2303聯電,1722台肥,2449京元電子,,,,6147頎邦,6166凌華,2353宏碁,6213聯茂,,,2355敬鵬,,,
32,"('4107邦特', 7)",2385群光,6279胡連,1309台達化,6282康舒,2388威盛,8069元太,3682亞太電,,,,3037欣興,5269祥碩,3450聯鈞,3014聯陽,,,2239英利-KY,,,
33,"('1216統一', 7)",4915致伸,5471松翰,2634漢翔,4105東洋,5269祥碩,3532台勝科,3189景碩,,,,8070長華*,2891中信金,6488環球晶,2607榮運,,,4576大銀微系統,,,
34,"('3661世芯-KY', 7)",5483中美晶,9925新保,2015豐興,8917欣泰,2478大毅,3023信邦,9941裕融,,,,2606裕民,6643M31,3703欣陸,9914美利達,,,1714和桐,,,
35,"('4958臻鼎-KY', 7)",3227原相,5483中美晶,8436大江,1536和大,3529力旺,3374精材,3665貿聯-KY,,,,6548長科*,1402遠東新,3532台勝科,1560中砂,,,1310台苯,,,
36,"('2455全新', 7)",2707晶華,3227原相,5243乙盛-KY,6182合晶,6643M31,2404漢唐,4123晟德,,,,9941裕融,2312金寶,6176瑞儀,2610華航,,,3217優群,,,
37,"('3705永信', 7)",3211順達,2707晶華,3653健策,1218泰山,4506崇友,9917中保科,3653健策,,,,2337旺宏,2010春源,4904遠傳,6173信昌電,,,6223旺矽,,,
38,"('9933中鼎', 7)",3293鈊象,1256鮮活果汁-KY,2352佳世達,2912統一超,2615萬海,2101南港,9933中鼎,,,,4919新唐,2368金像電,2301光寶科,3008大立光,,,6605帝寶,,,
39,"('3532台勝科', 7)",9921巨大,5508永信建,1102亞泥,1723中碳,3105穩懋,3665貿聯-KY,2368金像電,,,,8415大國鋼,3260威剛,1303南亞,6706惠特,,,1315達新,,,
40,"('2524京城', 7)",6472保瑞,3293鈊象,1307三芳,6491晶碩,2368金像電,3036文曄,4128中天,,,,,5876上海商銀,2377微星,1309台達化,,,9943好樂迪,,,
41,"('1476儒鴻', 7)",5274信驊,2545皇翔,4938和碩,2227裕日車,8482商億-KY,4123晟德,4174浩鼎,,,,,2308台達電,,2634漢翔,,,5508永信建,,,
42,"('2408南亞科', 7)",6803崑鼎,6472保瑞,2885元大金,8454富邦媒,2308台達電,9933中鼎,6446藥華藥,,,,,3576聯合再生,,2015豐興,,,2535達欣工,,,
43,"('3023信邦', 7)",4105東洋,5274信驊,8422可寧衛,2351順德,6732昇佳電子,2206三陽工業,2388威盛,,,,,3036文曄,,8436大江,,,,,,
44,"('9941裕融', 7)",8464億豐,8406金可-KY,2849安泰銀,8908欣雄,6279胡連,2204中華,4142國光生,,,,,2385群光,,9958世紀鋼,,,,,,
45,"('2454聯發科', 7)",3030德律,3680家登,8046南電,2105正新,2441超豐,2634漢翔,5534長虹,,,,,1722台肥,,5243乙盛-KY,,,,,,
46,"('2303聯電', 7)",8917欣泰,4105東洋,2303聯電,1582信錦,5471松翰,6446藥華藥,1789神隆,,,,,1589永冠-KY,,3552同致,,,,,,
47,"('5287數字', 7)",1515力山,8464億豐,2362藍天,5425台半,1722台肥,1503士電,5530龍巖,,,,,2323中環,,3653健策,,,,,,
48,"('1560中砂', 7)",6146耕興,3030德律,2317鴻海,1773勝一,1312國喬,3376新日興,4915致伸,,,,,2882國泰金,,2352佳世達,,,,,,
49,"('2637慧洋-KY', 7)",8210勤誠,3131弘塑,5388中磊,1434福懋,1104環泥,2388威盛,2607榮運,,,,,6196帆宣,,1102亞泥,,,,,,
50,"('3529力旺', 7)",1707葡萄王,6146耕興,3665貿聯-KY,2605新興,3545敦泰,3081聯亞,2608嘉里大榮,,,,,3016嘉晶,,1307三芳,,,,,,
51,"('9908大台北', 7)",2912統一超,6182合晶,2231為升,6415矽力-KY,9925新保,4142國光生,3016嘉晶,,,,,1614三洋電,,2101南港,,,,,,
52,"('1722台肥', 7)",2428興勤,1707葡萄王,1909榮成,3081聯亞,2474可成,6414樺漢,6548長科*,,,,,3227原相,,4938和碩,,,,,,
53,"('6510精測', 7)",2227裕日車,2912統一超,1201味全,3023信邦,5483中美晶,5534長虹,6492生華科,,,,,1605華新,,2885元大金,,,,,,
54,"('3653健策', 7)",4958臻鼎-KY,2428興勤,2388威盛,2421建準,2338光罩,1319東陽,3680家登,,,,,2707晶華,,1802台玻,,,,,,
55,"('5903全家', 7)",2439美律,6576逸達,1227佳格,1789神隆,2609陽明,5530龍巖,5388中磊,,,,,2820華票,,8422可寧衛,,,,,,
56,"('3045台灣大', 7)",6223旺矽,2539櫻花建,6166凌華,3380明泰,3227原相,4915致伸,1215卜蜂,,,,,5508永信建,,2849安泰銀,,,,,,
57,"('2707晶華', 7)",8454富邦媒,2401凌陽,5269祥碩,2412中華電,6202盛群,2247汎德永業,2511太子,,,,,3293鈊象,,8046南電,,,,,,
58,"('3680家登', 7)",2458義隆,6223旺矽,2478大毅,3661世芯-KY,2707晶華,2607榮運,6443元晶,,,,,2545皇翔,,2303聯電,,,,,,
59,"('1565精華', 6)",2383台光電,1736喬山,2897王道銀行,6230超眾,3264欣銓,6492生華科,2637慧洋-KY,,,,,1315達新,,2362藍天,,,,,,
