,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-11-10),近12月累積營收年增率連2個月增加(2021-11-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('8086宏捷科', 10)",6803崑鼎,1102亞泥,1102亞泥,4576大銀微系統,1102亞泥,6505台塑化,6505台塑化,1103嘉泥,1444力麗,6803崑鼎,2454聯發科,2454聯發科,,,,,,,,
1,"('5347世界', 9)",5457宣德,2454聯發科,6803崑鼎,8069元太,6803崑鼎,2303聯電,1301台塑,1314中石化,6547高端疫苗,2454聯發科,4736泰博,1714和桐,,,,,,,,
2,"('9941裕融', 9)",6269台郡,8069元太,1904正隆,1444力麗,2454聯發科,3008大立光,1303南亞,2312金寶,6589台康生技,8150南茂,6182合晶,3413京鼎,,,,,,,,
3,"('2408南亞科', 8)",4736泰博,4736泰博,2454聯發科,6182合晶,8150南茂,2002中鋼,1326台化,2324仁寶,4414如興,6756威鋒電子,4128中天,8069元太,,,,,,,,
4,"('6182合晶', 8)",6456GIS-KY,6182合晶,1714和桐,6756威鋒電子,3413京鼎,2891中信金,3008大立光,2489瑞軒,6533晶心科,3131弘塑,6756威鋒電子,2323中環,,,,,,,,
5,"('8422可寧衛', 8)",2015豐興,2923鼎固-KY,8150南茂,8464億豐,1303南亞,3045台灣大,2886兆豐金,2534宏盛,3016嘉晶,6223旺矽,6415矽力-KY,5457宣德,,,,,,,,
6,"('5274信驊', 8)",8464億豐,8464億豐,1303南亞,6415矽力-KY,8069元太,2408南亞科,2002中鋼,2809京城銀,1710東聯,2441超豐,2049上銀,4736泰博,,,,,,,,
7,"('3131弘塑', 8)",6415矽力-KY,6415矽力-KY,8069元太,8454富邦媒,5457宣德,2395研華,2891中信金,2905三商,2618長榮航,2353宏碁,9908大台北,6182合晶,,,,,,,,
8,"('3105穩懋', 8)",2377微星,1795美時,2323中環,6271同欣電,6269台郡,4904遠傳,3045台灣大,3706神達,2539櫻花建,2347聯強,2615萬海,4128中天,,,,,,,,
9,"('4904遠傳', 8)",8454富邦媒,5871中租-KY,5457宣德,2009第一銅,4736泰博,5347世界,2884玉山金,4906正文,3707漢磊,2368金像電,2441超豐,8462柏文,,,,,,,,
10,"('3035智原', 8)",5871中租-KY,5483中美晶,6269台郡,2049上銀,6182合晶,2801彰銀,6488環球晶,5531鄉林,4142國光生,3450聯鈞,6531愛普,2892第一金,,,,,,,,
11,"('8016矽創', 7)",5483中美晶,1702南僑,2881富邦金,2421建準,2015豐興,4938和碩,5880合庫金,6120達運,2501國建,8070長華*,8942森鉅,6451訊芯-KY,,,,,,,,
12,"('2395研華', 7)",6213聯茂,3131弘塑,4736泰博,6285啟碁,2605新興,2603長榮,2408南亞科,6414樺漢,2103台橡,8081致新,2609陽明,2015豐興,,,,,,,,
13,"('5289宜鼎', 7)",1702南僑,6223旺矽,6182合晶,3532台勝科,6756威鋒電子,1402遠東新,2395研華,,1903士紙,2375凱美,8081致新,8464億豐,,,,,,,,
14,"('8069元太', 7)",3131弘塑,6279胡連,2845遠東銀,1722台肥,8464億豐,3105穩懋,1101台泥,,1314中石化,2481強茂,6173信昌電,2377微星,,,,,,,,
15,"('8081致新', 7)",8112至上,9943好樂迪,6456GIS-KY,9908大台北,6415矽力-KY,3037欣興,3034聯詠,,,2379瑞昱,2498宏達電,3596智易,,,,,,,,
16,"('5287數字', 7)",6279胡連,2542興富發,2892第一金,8044網家,1795美時,2888新光金,4904遠傳,,,1723中碳,5471松翰,6271同欣電,,,,,,,,
17,"('6488環球晶', 7)",9910豐泰,4107邦特,6451訊芯-KY,1419新紡,6271同欣電,4958臻鼎-KY,5347世界,,,6412群電,2481強茂,6285啟碁,,,,,,,,
18,"('2379瑞昱', 7)",2301光寶科,1419新紡,2015豐興,3152璟德,2009第一銅,8046南電,2801彰銀,,,2492華新科,2379瑞昱,3532台勝科,,,,,,,,
19,"('6409旭隼', 7)",2313華通,3152璟德,2605新興,2455全新,2049上銀,2615萬海,5876上海商銀,,,2344華邦電,2344華邦電,5483中美晶,,,,,,,,
20,"('6146耕興', 7)",4107邦特,2455全新,8464億豐,8926台汽電,5871中租-KY,5483中美晶,4938和碩,,,2850新產,1808潤隆,1229聯華,,,,,,,,
21,"('4966譜瑞-KY', 7)",3152璟德,2727王品,6415矽力-KY,2340光磊,3532台勝科,2324仁寶,2603長榮,,,3189景碩,3042晶技,3131弘塑,,,,,,,,
22,"('3705永信', 7)",2455全新,4968立積,2377微星,3443創意,5483中美晶,6409旭隼,2345智邦,,,3035智原,3035智原,8112至上,,,,,,,,
23,"('1419新紡', 7)",4968立積,2534宏盛,2883開發金,4906正文,6213聯茂,3231緯創,1402遠東新,,,3019亞光,8086宏捷科,6589台康生技,,,,,,,,
24,"('3653健策', 7)",2441超豐,8404百和興業-KY,1795美時,6491晶碩,1229聯華,8454富邦媒,3105穩懋,,,8086宏捷科,5347世界,1722台肥,,,,,,,,
25,"('3533嘉澤', 7)",3005神基,3005神基,3596智易,8406金可-KY,3131弘塑,4743合一,1102亞泥,,,3653健策,8016矽創,6279胡連,,,,,,,,
26,"('6548長科*', 7)",6414樺漢,2915潤泰全,8454富邦媒,3450聯鈞,1722台肥,2356英業達,2887台新金,,,5347世界,2393億光,9910豐泰,,,,,,,,
27,"('4105東洋', 7)",9930中聯資源,2340光磊,6271同欣電,1476儒鴻,6223旺矽,2337旺宏,3037欣興,,,8016矽創,2603長榮,3312弘憶股,,,,,,,,
28,"('2401凌陽', 7)",3324雙鴻,3443創意,2355敬鵬,1507永大,9908大台北,6239力成,2301光寶科,,,2393億光,2474可成,2891中信金,,,,,,,,
29,"('4736泰博', 7)",1227佳格,4174浩鼎,2421建準,2607榮運,6279胡連,2610華航,2888新光金,,,3034聯詠,3034聯詠,8044網家,,,,,,,,
30,"('5483中美晶', 7)",3443創意,6472保瑞,4938和碩,8422可寧衛,6191精成科,2618長榮航,8046南電,,,3010華立,2458義隆,2313華通,,,,,,,,
31,"('8341日友', 7)",2108南帝,8406金可-KY,6285啟碁,6669緯穎,2615萬海,3406玉晶光,2615萬海,,,1216統一,4961天鈺,2542興富發,,,,,,,,
32,"('3023信邦', 7)",3665貿聯-KY,5508永信建,5871中租-KY,3059華晶科,3008大立光,2371大同,2377微星,,,2401凌陽,2401凌陽,4107邦特,,,,,,,,
33,"('3045台灣大', 7)",3078僑威,8081致新,3532台勝科,6533晶心科,2542興富發,1605華新,2823中壽,,,3006晶豪科,3006晶豪科,1419新紡,,,,,,,,
34,"('2534宏盛', 6)",6472保瑞,1476儒鴻,5483中美晶,2481強茂,4107邦特,2609陽明,5483中美晶,,,6239力成,1201味全,3152璟德,,,,,,,,
35,"('8131福懋科', 6)",2347聯強,4123晟德,6213聯茂,8255朋程,1419新紡,5274信驊,6409旭隼,,,2637慧洋-KY,2637慧洋-KY,4968立積,,,,,,,,
36,"('2337旺宏', 6)",8070長華*,8422可寧衛,1702南僑,1723中碳,3152璟德,2383台光電,3231緯創,,,2376技嘉,6146耕興,8926台汽電,,,,,,,,
37,"('2383台光電', 6)",8081致新,5471松翰,1229聯華,5269祥碩,2455全新,1722台肥,8454富邦媒,,,6146耕興,6202盛群,2534宏盛,,,,,,,,
38,"('3563牧德', 6)",6173信昌電,6533晶心科,3131弘塑,6751智聯服務,8926台汽電,8069元太,4743合一,,,1409新纖,3545敦泰,3576聯合再生,,,,,,,,
39,"('9940信義', 6)",1476儒鴻,8255朋程,9907統一實,3189景碩,2441超豐,3532台勝科,2347聯強,,,2023燁輝,1802台玻,8404百和興業-KY,,,,,,,,
40,"('2330台積電', 6)",2385群光,2379瑞昱,8112至上,3016嘉晶,2534宏盛,3533嘉澤,2227裕日車,,,6548長科*,2303聯電,3005神基,,,,,,,,
41,"('6415矽力-KY', 6)",6274台燿,2492華新科,1722台肥,1110東泥,8404百和興業-KY,6213聯茂,2337旺宏,,,8358金居,8358金居,9930中聯資源,,,,,,,,
