,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-06-30),連續三年EPS均大於0且近一季EPS也大於0(2022-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-06-30),近6月累積營收年增率連2個月增加(2022-08-10),近12月累積營收年增率連2個月增加(2022-08-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-06-30),ROE連續三季成長，且近一季ROE>10%(2022-06-30),毛利率連續三季成長，且近一季毛利率>25%(2022-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('6643M31', 11)",4506崇友,4506崇友,4506崇友,1723中碳,4506崇友,2317鴻海,2317鴻海,1312國喬,6177達麗,9802鈺齊-KY,2337旺宏,,1308亞聚,4506崇友,2393億光,1301台塑,2357華碩,6505台塑化,2377微星,
1,"('1560中砂', 10)",6146耕興,6146耕興,1308亞聚,1434福懋,2103台橡,2303聯電,2303聯電,1409新纖,4438廣越,3035智原,2395研華,,2313華通,2103台橡,4961天鈺,1326台化,5269祥碩,3037欣興,2915潤泰全,
2,"('2330台積電', 9)",6669緯穎,2455全新,6146耕興,2360致茂,1308亞聚,3023信邦,6412群電,1434福懋,3576聯合再生,6182合晶,2330台積電,,1434福懋,1308亞聚,5388中磊,1402遠東新,9914美利達,5269祥碩,3217優群,
3,"('6472保瑞', 9)",1515力山,2360致茂,1723中碳,2607榮運,6146耕興,6412群電,6510精測,1532勤美,2618長榮航,2330台積電,2303聯電,,3014聯陽,6146耕興,1305華夏,1440南紡,6121新普,4966譜瑞-KY,5508永信建,
4,"('2303聯電', 8)",2455全新,3014聯陽,6669緯穎,3380明泰,2049上銀,3673TPK-KY,2548華固,2010春源,2610華航,6223旺矽,2498宏達電,,3380明泰,2049上銀,2498宏達電,1513中興電,2371大同,2227裕日車,,
5,"('5347世界', 8)",2313華通,2337旺宏,3049和鑫,3680家登,1723中碳,3380明泰,3673TPK-KY,2239英利-KY,6589台康生技,5274信驊,8046南電,,6269台郡,1723中碳,9941裕融,1515力山,1605華新,2353宏碁,,
6,"('3443創意', 8)",2360致茂,5871中租-KY,2455全新,9802鈺齊-KY,3049和鑫,6643M31,2511太子,2323中環,,9933中鼎,9941裕融,,2884玉山金,6669緯穎,2367燿華,1598岱宇,1802台玻,1605華新,,
7,"('3023信邦', 7)",3014聯陽,2923鼎固-KY,6177達麗,2231為升,2455全新,6751智聯服務,3380明泰,2354鴻準,,2449京元電子,6472保瑞,,2328廣宇,1515力山,6285啟碁,1711永光,2027大成鋼,2376技嘉,,
8,"('5471松翰', 7)",6121新普,3680家登,2313華通,2912統一超,6177達麗,2102泰豐,6282康舒,2357華碩,,2454聯發科,5347世界,,1537廣隆,3049和鑫,2409友達,1717長興,2376技嘉,5820日盛金,,
9,"('4904遠傳', 7)",6269台郡,5289宜鼎,1434福懋,3035智原,2360致茂,1560中砂,6643M31,2375凱美,,2201裕隆,5534長虹,,3260威剛,2455全新,3293鈊象,1722台肥,6271同欣電,2915潤泰全,,
10,"('3035智原', 7)",1227佳格,8436大江,2360致茂,5388中磊,2607榮運,,6277宏正,2393億光,,3707漢磊,2520冠德,,3682亞太電,6177達麗,1605華新,1789神隆,8415大國鋼,6531愛普,,
11,"('5274信驊', 7)",5871中租-KY,2231為升,2607榮運,3218大學光,9908大台北,,6751智聯服務,2417圓剛,,1560中砂,5530龍巖,,1532勤美,2313華通,2388威盛,1802台玻,2206三陽工業,3227原相,,
12,"('4105東洋', 7)",5289宜鼎,9925新保,9908大台北,1229聯華,3014聯陽,,2102泰豐,2501國建,,3037欣興,2454聯發科,,5876上海商銀,1434福懋,3707漢磊,1905華紙,2023燁輝,4968立積,,
13,"('6411晶焱', 7)",8436大江,1707葡萄王,3014聯陽,8454富邦媒,6121新普,,1560中砂,3673TPK-KY,,,3189景碩,,4532瑞智,2360致茂,8069元太,2006東和鋼鐵,2501國建,2014中鴻,,
14,"('6561是方', 7)",1707葡萄王,2912統一超,6121新普,2308台達電,2337旺宏,,,4306炎洲,,,5483中美晶,,1707葡萄王,2607榮運,2615萬海,2034允強,1789神隆,2455全新,,
15,"('6409旭隼', 7)",5457宣德,3563牧德,3380明泰,1476儒鴻,6269台郡,,,4532瑞智,,,2524京城,,1477聚陽,9908大台北,,2102泰豐,2014中鴻,1773勝一,,
16,"('3037欣興', 7)",2912統一超,2059川湖,2337旺宏,3059華晶科,5871中租-KY,,,8070長華*,,,2704國賓,,9910豐泰,3014聯陽,,2108南帝,1808潤隆,3515華擎,,
17,"('9941裕融', 7)",3563牧德,1903士紙,6269台郡,3529力旺,2923鼎固-KY,,,9904寶成,,,6488環球晶,,1903士紙,6121新普,,2208台船,1312國喬,6756威鋒電子,,
18,"('5269祥碩', 7)",2059川湖,3022威強電,2884玉山金,1582信錦,1537廣隆,,,,,,4919新唐,,5522遠雄,3380明泰,,2303聯電,2428興勤,1710東聯,,
19,"('8069元太', 7)",9910豐泰,4736泰博,1227佳格,5903全家,5289宜鼎,,,,,,2344華邦電,,3231緯創,2337旺宏,,2313華通,3596智易,4961天鈺,,
20,"('2395研華', 7)",3596智易,3035智原,2328廣宇,2395研華,2637慧洋-KY,,,,,,1560中砂,,9907統一實,6269台郡,,2323中環,3545敦泰,3006晶豪科,,
21,"('6488環球晶', 7)",4736泰博,6462神盾,5871中租-KY,2330台積電,8436大江,,,,,,6561是方,,1582信錦,4943康控-KY,,2327國巨,8016矽創,4137麗豐-KY,,
22,"('3014聯陽', 7)",5388中磊,5522遠雄,2362藍天,3552同致,2231為升,,,,,,3037欣興,,1314中石化,6443元晶,,2330台積電,3515華擎,3708上緯投控,,
23,"('2454聯發科', 7)",3218大學光,3218大學光,2923鼎固-KY,1110東泥,9925新保,,,,,,,,3105穩懋,1589永冠-KY,,2351順德,1215卜蜂,3035智原,,
24,"('3293鈊象', 7)",5287數字,5287數字,3260威剛,4904遠傳,1707葡萄王,,,,,,,,6213聯茂,2884玉山金,,2363矽統,3673TPK-KY,6177達麗,,
25,"('3653健策', 7)",2458義隆,2458義隆,1714和桐,5274信驊,8358金居,,,,,,,,1402遠東新,1227佳格,,2367燿華,6230超眾,8039台虹,,
26,"('3661世芯-KY', 7)",8454富邦媒,2308台達電,1609大亞,2340光磊,2393億光,,,,,,,,2850新產,2328廣宇,,2379瑞昱,3010華立,8462柏文,,
27,"('9940信義', 7)",2308台達電,1476儒鴻,3680家登,4105東洋,3563牧德,,,,,,,,2888新光金,5871中租-KY,,2392正崴,4961天鈺,1201味全,,
28,"('2540愛山林', 6)",1476儒鴻,3529力旺,5289宜鼎,3443創意,4961天鈺,,,,,,,,2247汎德永業,2362藍天,,2451創見,8131福懋科,8044網家,,
29,"('1707葡萄王', 6)",3529力旺,6706惠特,2637慧洋-KY,6472保瑞,3042晶技,,,,,,,,2511太子,3630新鉅科,,2454聯發科,5371中光電,2340光磊,,
30,"('6277宏正', 6)",6706惠特,5903全家,8436大江,6244茂迪,1477聚陽,,,,,,,,6005群益證,1537廣隆,,2492華新科,6464台數科,6411晶焱,,
31,"('2520冠德', 6)",5903全家,6182合晶,1532勤美,6491晶碩,2059川湖,,,,,,,,3211順達,3260威剛,,2511太子,4536拓凱,,,
32,"('2428興勤', 6)",1215卜蜂,3105穩懋,2231為升,6643M31,3530晶相光,,,,,,,,2892第一金,1714和桐,,2524京城,8081致新,,,
33,"('2379瑞昱', 6)",3105穩懋,8081致新,9925新保,8917欣泰,3022威強電,,,,,,,,4904遠傳,1609大亞,,2540愛山林,3563牧德,,,
