,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-11-10),近12月累積營收年增率連2個月增加(2021-11-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('8086宏捷科', 11)",6146耕興,1789神隆,2010春源,1789神隆,6146耕興,6505台塑化,6505台塑化,2417圓剛,4142國光生,6146耕興,6146耕興,2010春源,1210大成,2010春源,3016嘉晶,1110東泥,6488環球晶,3376新日興,5425台半,1215卜蜂
1,"('5347世界', 11)",6274台燿,6146耕興,1789神隆,6146耕興,6274台燿,2303聯電,1301台塑,2489瑞軒,1710東聯,2637慧洋-KY,2637慧洋-KY,1789神隆,9914美利達,1789神隆,2883開發金,1301台塑,2408南亞科,4142國光生,,
2,"('9941裕融', 10)",4966譜瑞-KY,4966譜瑞-KY,6146耕興,2328廣宇,4966譜瑞-KY,3008大立光,1303南亞,2923鼎固-KY,1314中石化,4966譜瑞-KY,4966譜瑞-KY,6146耕興,4961天鈺,6146耕興,,1309台達化,5483中美晶,1319東陽,,
3,"('6488環球晶', 10)",6411晶焱,6411晶焱,2328廣宇,4966譜瑞-KY,6411晶焱,2002中鋼,1326台化,4414如興,3707漢磊,2327國巨,8415大國鋼,2610華航,9917中保科,2328廣宇,,1319東陽,2923鼎固-KY,9938百和,,
4,"('6182合晶', 10)",2327國巨,8415大國鋼,6274台燿,3059華晶科,8415大國鋼,2891中信金,3008大立光,6120達運,6547高端疫苗,8150南茂,2327國巨,6411晶焱,1513中興電,6274台燿,,1513中興電,3532台勝科,6491晶碩,,
5,"('2408南亞科', 10)",5871中租-KY,2327國巨,2637慧洋-KY,6411晶焱,2327國巨,3045台灣大,2886兆豐金,,1444力麗,6188廣明,6173信昌電,4142國光生,3481群創,8163達方,,1590亞德客-KY,2101南港,6492生華科,,
6,"('6146耕興', 9)",2439美律,5871中租-KY,4966譜瑞-KY,1785光洋科,4142國光生,2408南亞科,2002中鋼,,3016嘉晶,2408南亞科,4961天鈺,3706神達,3030德律,2637慧洋-KY,,1609大亞,4128中天,3552同致,,
7,"('3023信邦', 9)",1210大成,5530龍巖,3059華晶科,4904遠傳,5871中租-KY,2395研華,2891中信金,,4414如興,6239力成,2408南亞科,1785光洋科,8046南電,4966譜瑞-KY,,1714和桐,6446藥華藥,4935茂林-KY,,
8,"('3131弘塑', 9)",4904遠傳,4904遠傳,6411晶焱,6285啟碁,8150南茂,4904遠傳,3045台灣大,,6533晶心科,5347世界,5347世界,2478大毅,2395研華,2610華航,,1802台玻,6182合晶,3691碩禾,,
9,"('2395研華', 9)",9914美利達,8406金可-KY,2324仁寶,9914美利達,5530龍巖,5347世界,2884玉山金,,2103台橡,2441超豐,2609陽明,6023元大期,1227佳格,1307三芳,,2010春源,2428興勤,1309台達化,,
10,"('1590亞德客-KY', 9)",6173信昌電,2408南亞科,2908特力,6751智聯服務,2478大毅,2801彰銀,6488環球晶,,2539櫻花建,6257矽格,2441超豐,6285啟碁,2888新光金,3059華晶科,,2014中鴻,3260威剛,6277宏正,,
11,"('5274信驊', 9)",9937全國,8404百和興業-KY,8415大國鋼,6488環球晶,4904遠傳,4938和碩,5880合庫金,,2618長榮航,2351順德,6182合晶,8406金可-KY,2890永豐金,6411晶焱,,2108南帝,6464台數科,4414如興,,
