,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-12-31),連續三年EPS均大於0且近一季EPS也大於0(2021-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-12-31),近6月累積營收年增率連2個月增加(2022-02-10),近12月累積營收年增率連2個月增加(2022-02-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-12-31),ROE連續三季成長，且近一季ROE>10%(2021-12-31),毛利率連續三季成長，且近一季毛利率>25%(2021-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('5347世界', 12)",1590亞德客-KY,1590亞德客-KY,3680家登,1590亞德客-KY,1590亞德客-KY,2330台積電,2330台積電,1304台聚,6589台康生技,1723中碳,2059川湖,3680家登,1723中碳,3680家登,2867三商壽,1210大成,3682亞太電,2308台達電,6116彩晶,
1,"('9941裕融', 10)",2395研華,2395研華,1590亞德客-KY,1723中碳,1723中碳,2308台達電,6505台塑化,1312國喬,2618長榮航,3019亞光,6531愛普,1590亞德客-KY,2891中信金,1590亞德客-KY,3661世芯-KY,1307三芳,3576聯合再生,2474可成,6446藥華藥,
2,"('3035智原', 10)",2345智邦,2542興富發,1723中碳,3532台勝科,3532台勝科,2303聯電,2303聯電,1314中石化,6547高端疫苗,2368金像電,3006晶豪科,6589台康生技,2542興富發,1723中碳,2108南帝,1326台化,2723美食-KY,9921巨大,6756威鋒電子,
3,"('2308台達電', 9)",9940信義,9940信義,3532台勝科,2395研華,2395研華,2881富邦金,2886兆豐金,2323中環,1710東聯,3006晶豪科,1808潤隆,3532台勝科,2324仁寶,3532台勝科,4174浩鼎,1409新纖,1304台聚,6213聯茂,1710東聯,
4,"('5274信驊', 9)",6121新普,6409旭隼,2395研華,2345智邦,2542興富發,2886兆豐金,2891中信金,3682亞太電,3707漢磊,6147頎邦,6147頎邦,2345智邦,5269祥碩,2395研華,,1476儒鴻,2388威盛,6116彩晶,2481強茂,
5,"('2330台積電', 9)",2404漢唐,5269祥碩,2345智邦,6409旭隼,9940信義,1216統一,2884玉山金,6120達運,2539櫻花建,2408南亞科,2408南亞科,2891中信金,2449京元電子,2345智邦,,1582信錦,1723中碳,1314中石化,5425台半,
6,"('6146耕興', 9)",6409旭隼,9911櫻花,2891中信金,5269祥碩,1726永記,2891中信金,6488環球晶,,2103台橡,3010華立,5471松翰,2324仁寶,2880華南金,2891中信金,,1903士紙,6146耕興,6278台表科,2331精英,
7,"('8415大國鋼', 8)",5269祥碩,2449京元電子,2542興富發,5904寶雅,2404漢唐,2382廣達,2912統一超,,6533晶心科,3450聯鈞,4919新唐,9940信義,2368金像電,2542興富發,,1904正隆,1232大統益,6274台燿,3530晶相光,
8,"('1604聲寶', 8)",9911櫻花,5904寶雅,2324仁寶,6196帆宣,6409旭隼,6488環球晶,5347世界,,4414如興,6223旺矽,9941裕融,2634漢翔,6531愛普,2324仁寶,,2002中鋼,1795美時,2439美律,,
9,"('5287數字', 8)",2015豐興,6488環球晶,1309台達化,6488環球晶,5269祥碩,2912統一超,2801彰銀,,1903士紙,2023燁輝,2615萬海,6121新普,3702大聯大,1309台達化,,2014中鴻,1419新紡,6005群益證,,
10,"('4107邦特', 8)",5904寶雅,6464台數科,9940信義,8917欣泰,9911櫻花,2395研華,4938和碩,,3016嘉晶,9941裕融,8415大國鋼,2618長榮航,5434崇越,9940信義,,2023燁輝,1308亞聚,3227原相,,
11,"('3105穩懋', 8)",6488環球晶,4157太景*-KY,2634漢翔,2059川湖,2449京元電子,1101台泥,2633台灣高鐵,,1444力麗,2379瑞昱,2379瑞昱,4438廣越,2308台達電,2634漢翔,,2383台光電,6579研揚,3081聯亞,,
12,"('2449京元電子', 8)",8917欣泰,2308台達電,6121新普,2308台達電,2015豐興,5347世界,2603長榮,,1314中石化,2344華邦電,6182合晶,6282康舒,8299群聯,2201裕隆,,2542興富發,2704國賓,2498宏達電,,
13,"('2408南亞科', 8)",2308台達電,1789神隆,1726永記,1789神隆,1103嘉泥,4938和碩,2887台新金,,4142國光生,1604聲寶,2344華邦電,5269祥碩,6505台塑化,6121新普,,2633台灣高鐵,4107邦特,6547高端疫苗,,
14,"('6510精測', 8)",8299群聯,2408南亞科,3019亞光,2328廣宇,5904寶雅,2633台灣高鐵,3037欣興,,2501國建,2103台橡,6257矽格,2449京元電子,6147頎邦,2618長榮航,,2634漢翔,1560中砂,4935茂林-KY,,
15,"('3227原相', 8)",6176瑞儀,9925新保,2404漢唐,6592和潤企業,6488環球晶,2345智邦,6669緯穎,,,3189景碩,8358金居,2015豐興,2408南亞科,1726永記,,2801彰銀,2009第一銅,2524京城,,
16,"('6415矽力-KY', 8)",8464億豐,8464億豐,4438廣越,2515中工,6464台數科,1102亞泥,2888新光金,,,6257矽格,8081致新,1103嘉泥,2890永豐金,3019亞光,,2834臺企銀,,2351順德,,
17,"('4904遠傳', 8)",3010華立,3228金麗科,6282康舒,1785光洋科,8917欣泰,2883開發金,5483中美晶,,,8358金居,2027大成鋼,5904寶雅,2330台積電,2404漢唐,,2891中信金,,6533晶心科,,
18,"('1419新紡', 8)",2330台積電,2330台積電,6409旭隼,3450聯鈞,2368金像電,3037欣興,9904寶成,,,8081致新,4961天鈺,2362藍天,3576聯合再生,4438廣越,,2892第一金,,3707漢磊,,
19,"('2912統一超', 8)",5471松翰,5471松翰,5269祥碩,2330台積電,2059川湖,6669緯穎,3231緯創,,,2027大成鋼,2481強茂,2880華南金,2883開發金,6282康舒,,3005神基,,2239英利-KY,,
20,"('6643M31', 8)",8436大江,8436大江,9911櫻花,2009第一銅,6531愛普,2888新光金,4743合一,,,8131福懋科,6415矽力-KY,6464台數科,2354鴻準,6409旭隼,,3014聯陽,,2478大毅,,
21,"('8422可寧衛', 8)",2707晶華,4919新唐,2105正新,1229聯華,3413京鼎,2377微星,6239力成,,,2481強茂,2303聯電,2368金像電,3529力旺,5269祥碩,,3706神達,,2375凱美,,
22,"('8081致新', 8)",3529力旺,6223旺矽,2449京元電子,6271同欣電,2104國際中橡,8464億豐,2834臺企銀,,,6548長科*,2603長榮,2059川湖,1419新紡,9911櫻花,,3707漢磊,,2363矽統,,
23,"('3023信邦', 8)",9938百和,2707晶華,2015豐興,4919新唐,1234黑松,6409旭隼,8299群聯,,,1256鮮活果汁-KY,2327國巨,6531愛普,2615萬海,2105正新,,5347世界,,4438廣越,,
24,"('1723中碳', 8)",9941裕融,3529力旺,2882國泰金,3529力旺,2308台達電,3231緯創,2610華航,,,4915致伸,6146耕興,3006晶豪科,2801彰銀,2449京元電子,,5425台半,,2401凌陽,,
25,"('2633台灣高鐵', 8)",3324雙鴻,1419新紡,1103嘉泥,1419新紡,8299群聯,2356英業達,2618長榮航,,,2351順德,2393億光,3702大聯大,2344華邦電,2015豐興,,5508永信建,,3450聯鈞,,
26,"('5425台半', 8)",8341日友,9938百和,5904寶雅,3324雙鴻,6592和潤企業,2227裕日車,3406玉晶光,,,2002中鋼,6756威鋒電子,5434崇越,2301光寶科,2882國泰金,,6173信昌電,,6751智聯服務,,
27,"('4966譜瑞-KY', 8)",2379瑞昱,9941裕融,6488環球晶,8341日友,9945潤泰新,2834臺企銀,2371大同,,,2327國巨,3035智原,1789神隆,2633台灣高鐵,1103嘉泥,,6213聯茂,,2340光磊,,
28,"('2637慧洋-KY', 8)",4105東洋,8341日友,2362藍天,6182合晶,6147頎邦,2610華航,1605華新,,,5274信驊,1201味全,1808潤隆,3105穩懋,5904寶雅,,6274台燿,,3049和鑫,,
29,"('1722台肥', 8)",2301光寶科,8415大國鋼,2880華南金,2801彰銀,6176瑞儀,2618長榮航,2609陽明,,,6146耕興,8046南電,6592和潤企業,2409友達,6196帆宣,,6278台表科,,,,
30,"('5269祥碩', 8)",3105穩懋,4123晟德,6464台數科,4576大銀微系統,2408南亞科,3406玉晶光,5274信驊,,,5289宜鼎,6173信昌電,1532勤美,3189景碩,6488環球晶,,6284佳邦,,,,
31,"('3081聯亞', 8)",6561是方,2379瑞昱,8917欣泰,1477聚陽,9925新保,2371大同,2313華通,,,2353宏碁,4966譜瑞-KY,9945潤泰新,2885元大金,2362藍天,,6411晶焱,,,,
32,"('5904寶雅', 8)",4536拓凱,6182合晶,2368金像電,4105東洋,8464億豐,5903全家,1722台肥,,,3014聯陽,2049上銀,2408南亞科,8422可寧衛,2880華南金,,8016矽創,,,,
33,"('6488環球晶', 8)",1604聲寶,4105東洋,3006晶豪科,2633台灣高鐵,3450聯鈞,5274信驊,1434福懋,,,2393億光,9908大台北,3673TPK-KY,2027大成鋼,6464台數科,,8046南電,,,,
34,"('3045台灣大', 8)",3090日電貿,2344華邦電,2104國際中橡,3105穩懋,2330台積電,5904寶雅,8069元太,,,2376技嘉,6202盛群,2515中工,2356英業達,8917欣泰,,8415大國鋼,,,,
35,"('8086宏捷科', 8)",2313華通,2534宏盛,1234黑松,6561是方,2009第一銅,2313華通,3532台勝科,,,2035唐榮,2458義隆,1785光洋科,2317鴻海,2368金像電,,9945潤泰新,,,,
36,"('6411晶焱', 8)",4927泰鼎-KY,2903遠百,2308台達電,3189景碩,5471松翰,1722台肥,5522遠雄,,,5007三星,3545敦泰,8464億豐,8131福懋科,2059川湖,,,,,,
37,"('8069元太', 8)",3078僑威,3105穩懋,8299群聯,6643M31,8436大江,8069元太,2449京元電子,,,6756威鋒電子,8086宏捷科,2547日勝生,2377微星,6531愛普,,,,,,
38,"('8016矽創', 8)",6643M31,6561是方,4532瑞智,6533晶心科,3026禾伸堂,3532台勝科,1477聚陽,,,3035智原,3034聯詠,3010華立,6415矽力-KY,3413京鼎,,,,,,
39,"('2707晶華', 8)",8422可寧衛,4536拓凱,6505台塑化,4906正文,2606裕民,3533嘉澤,2915潤泰全,,,6188廣明,2609陽明,2890永豐金,3661世芯-KY,4157太景*-KY,,,,,,
40,"('2401凌陽', 8)",8081致新,6643M31,1789神隆,2481強茂,1229聯華,5522遠雄,3576聯合再生,,,8046南電,3042晶技,3228金麗科,2603長榮,3006晶豪科,,,,,,
41,"('3653健策', 7)",2227裕日車,6533晶心科,1808潤隆,6548長科*,6271同欣電,2449京元電子,3189景碩,,,2850新產,8016矽創,3576聯合再生,2002中鋼,2363矽統,,,,,,
42,"('2458義隆', 7)",6269台郡,8422可寧衛,2328廣宇,1519華城,6223旺矽,6592和潤企業,6278台表科,,,4966譜瑞-KY,2498宏達電,3026禾伸堂,2892第一金,3702大聯大,,,,,,
43,"('1476儒鴻', 7)",1215卜蜂,8081致新,1532勤美,6415矽力-KY,2707晶華,6269台郡,2903遠百,,,6239力成,2441超豐,2606裕民,2451創見,2905三商,,,,,,
44,"('6239力成', 7)",8131福懋科,6166凌華,6176瑞儀,2351順德,3529力旺,2201裕隆,6274台燿,,,8150南茂,2401凌陽,2883開發金,2353宏碁,2104國際中橡,,,,,,
45,"('6274台燿', 7)",5483中美晶,5483中美晶,2408南亞科,3661世芯-KY,1419新紡,2404漢唐,9941裕融,,,2347聯強,4736泰博,2354鴻準,1101台泥,5434崇越,,,,,,
46,"('9917中保科', 7)",6548長科*,6180橘子,1909榮成,8406金可-KY,8482商億-KY,9917中保科,3665貿聯-KY,,,6412群電,2337旺宏,6271同欣電,2886兆豐金,1234黑松,,,,,,
47,"('2441超豐', 7)",6180橘子,1256鮮活果汁-KY,3673TPK-KY,1110東泥,9938百和,2915潤泰全,4123晟德,,,8086宏捷科,4128中天,2707晶華,9930中聯資源,3312弘憶股,,,,,,
48,"('4736泰博', 7)",1256鮮活果汁-KY,2520冠德,2889國票金,5274信驊,9941裕融,3576聯合再生,3653健策,,,3034聯詠,2474可成,9941裕融,6756威鋒電子,2308台達電,,,,,,
49,"('6533晶心科', 7)",2377微星,6415矽力-KY,2515中工,6411晶焱,2615萬海,2101南港,2849安泰銀,,,1409新纖,2454聯發科,2610華航,6510精測,8299群聯,,,,,,
50,"('1216統一', 7)",4915致伸,3661世芯-KY,1785光洋科,8926台汽電,4935茂林-KY,2903遠百,6285啟碁,,,2375凱美,8942森鉅,3324雙鴻,3035智原,1310台苯,,,,,,
51,"('2454聯發科', 7)",6415矽力-KY,3293鈊象,9925新保,2455全新,8341日友,9941裕融,2606裕民,,,6803崑鼎,1802台玻,1714和桐,1326台化,4532瑞智,,,,,,
52,"('2059川湖', 7)",6213聯茂,2524京城,8464億豐,9802鈺齊-KY,2539櫻花建,3665貿聯-KY,8415大國鋼,,,8016矽創,2031新光鋼,4935茂林-KY,1711永光,6505台塑化,,,,,,
53,"('2607榮運', 7)",6456GIS-KY,2327國巨,3010華立,3380明泰,5536聖暉,2849安泰銀,2059川湖,,,2441超豐,5347世界,8341日友,5534長虹,1789神隆,,,,,,
54,"('9908大台北', 7)",3293鈊象,8406金可-KY,2890永豐金,2886兆豐金,8415大國鋼,6285啟碁,2634漢翔,,,2401凌陽,2637慧洋-KY,8415大國鋼,2887台新金,4306炎洲,,,,,,
55,"('2603長榮', 7)",2327國巨,5274信驊,3450聯鈞,3552同致,2379瑞昱,2059川湖,2723美食-KY,,,3131弘塑,,1477聚陽,3711日月光投控,1808潤隆,,,,,,
56,"('2481強茂', 7)",5274信驊,5287數字,2330台積電,6756威鋒電子,6182合晶,1736喬山,1723中碳,,,8070長華*,,2344華邦電,2247汎德永業,2328廣宇,,,,,,
57,"('2395研華', 7)",5287數字,6146耕興,5471松翰,5388中磊,1477聚陽,2368金像電,2548華固,,,2454聯發科,,2534宏盛,6239力成,6592和潤企業,,,,,,
58,"('2368金像電', 7)",6146耕興,3030德律,2355敬鵬,6510精測,4105東洋,2206三陽工業,4142國光生,,,3036文曄,,2301光寶科,1434福懋,1532勤美,,,,,,
59,"('2891中信金', 7)",6582申豐,6411晶焱,8436大江,3035智原,2534宏盛,6446藥華藥,3017奇鋐,,,3653健策,,3017奇鋐,6504南六,9945潤泰新,,,,,,
60,"('3532台勝科', 7)",3030德律,1102亞泥,2606裕民,8044網家,2633台灣高鐵,3376新日興,6414樺漢,,,3023信邦,,2812台中銀,5876上海商銀,1710東聯,,,,,,
61,"('2337旺宏', 7)",5289宜鼎,3014聯陽,2106建大,2207和泰車,3105穩懋,2388威盛,5534長虹,,,5347世界,,3105穩懋,9958世紀鋼,6147頎邦,,,,,,
62,"('6182合晶', 7)",2383台光電,5508永信建,2883開發金,8046南電,6561是方,6510精測,1319東陽,,,3045台灣大,,4536拓凱,6492生華科,6176瑞儀,,,,,,
63,"('2412中華電', 7)",6411晶焱,5530龍巖,2354鴻準,8908欣雄,1513中興電,2392正崴,5434崇越,,,1216統一,,1604聲寶,5880合庫金,2408南亞科,,,,,,
64,"('6579研揚', 7)",3014聯陽,2455全新,1229聯華,3533嘉澤,4536拓凱,2548華固,6196帆宣,,,2637慧洋-KY,,3090日電貿,1722台肥,1909榮成,,,,,,
65,"('3218大學光', 7)",2352佳世達,2540愛山林,6271同欣電,4966譜瑞-KY,1604聲寶,6414樺漢,2607榮運,,,2492華新科,,2103台橡,2347聯強,3673TPK-KY,,,,,,
66,"('2340光磊', 7)",2455全新,1101台泥,4919新唐,2049上銀,1305華夏,6146耕興,3016嘉晶,,,,,2409友達,2382廣達,2889國票金,,,,,,
67,"('1201味全', 7)",2385群光,1736喬山,1717長興,1614三洋電,3078僑威,5534長虹,1773勝一,,,,,2313華通,1904正隆,2515中工,,,,,,
