,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-12-31),連續三年EPS均大於0且近一季EPS也大於0(2021-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-12-31),近6月累積營收年增率連2個月增加(2022-02-10),近12月累積營收年增率連2個月增加(2022-02-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-12-31),ROE連續三季成長，且近一季ROE>10%(2021-12-31),毛利率連續三季成長，且近一季毛利率>25%(2021-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('2379瑞昱', 11)",2227裕日車,6464台數科,3680家登,1789神隆,2608嘉里大榮,2330台積電,2330台積電,1319東陽,1710東聯,8081致新,8081致新,3680家登,2014中鴻,3680家登,3532台勝科,1215卜蜂,1476儒鴻,2330台積電,2379瑞昱,1102亞泥
1,"('9941裕融', 10)",8081致新,8081致新,2608嘉里大榮,6196帆宣,2227裕日車,2308台達電,6505台塑化,1714和桐,2103台橡,3019亞光,2603長榮,1590亞德客-KY,2851中再保,1710東聯,,1308亞聚,6121新普,2308台達電,3036文曄,8406金可-KY
2,"('6488環球晶', 10)",4137麗豐-KY,1789神隆,2014中鴻,6411晶焱,6464台數科,2303聯電,2303聯電,6414樺漢,2618長榮航,3006晶豪科,3006晶豪科,6589台康生技,6505台塑化,2608嘉里大榮,,1309台達化,3023信邦,2882國泰金,6196帆宣,
3,"('2308台達電', 10)",6411晶焱,4137麗豐-KY,2851中再保,2009第一銅,8081致新,2881富邦金,2886兆豐金,6605帝寶,6547高端疫苗,2353宏碁,2458義隆,2345智邦,2104國際中橡,2014中鴻,,1312國喬,1477聚陽,2881富邦金,3218大學光,
4,"('2330台積電', 10)",6277宏正,2520冠德,2227裕日車,1711永光,4137麗豐-KY,2886兆豐金,2891中信金,,4414如興,2376技嘉,8415大國鋼,2891中信金,2603長榮,2851中再保,,1504東元,2108南帝,6488環球晶,,
5,"('5347世界', 10)",3030德律,6411晶焱,6464台數科,6643M31,2104國際中橡,1216統一,2884玉山金,,3016嘉晶,2850新產,8358金居,2324仁寶,1711永光,6464台數科,,1515力山,2606裕民,2327國巨,,
6,"('3035智原', 9)",4551智伸科,6277宏正,8081致新,2395研華,2520冠德,2891中信金,6488環球晶,,2501國建,3131弘塑,6173信昌電,9940信義,3006晶豪科,8081致新,,1717長興,9933中鼎,6415矽力-KY,,
7,"('2492華新科', 9)",6643M31,3030德律,3019亞光,9933中鼎,3008大立光,2382廣達,2912統一超,,3707漢磊,2103台橡,8016矽創,2634漢翔,2820華票,3019亞光,,1785光洋科,1513中興電,2379瑞昱,,
8,"('8086宏捷科', 9)",2850新產,4551智伸科,6505台塑化,8917欣泰,1234黑松,6488環球晶,5347世界,,1903士紙,8358金居,2344華邦電,2201裕隆,5876上海商銀,6505台塑化,,1802台玻,3017奇鋐,2474可成,,
9,"('4966譜瑞-KY', 9)",2373震旦行,6643M31,1789神隆,2345智邦,2603長榮,2912統一超,2801彰銀,,6533晶心科,8016矽創,6147頎邦,6121新普,1326台化,1789神隆,,1904正隆,6414樺漢,3105穩懋,,
10,"('3023信邦', 9)",3131弘塑,2373震旦行,4137麗豐-KY,3443創意,6411晶焱,2395研華,4938和碩,,1444力麗,2344華邦電,3034聯詠,2618長榮航,2395研華,4137麗豐-KY,,1905華紙,1319東陽,2049上銀,,
11,"('4536拓凱', 9)",2395研華,3131弘塑,2104國際中橡,4105東洋,6277宏正,1101台泥,2633台灣高鐵,,2539櫻花建,3010華立,4966譜瑞-KY,4438廣越,3264欣銓,2104國際中橡,,2006東和鋼鐵,2455全新,4958臻鼎-KY,,
12,"('5904寶雅', 9)",9937全國,2395研華,2520冠德,6488環球晶,2009第一銅,5347世界,2603長榮,,1314中石化,2375凱美,2408南亞科,6282康舒,2344華邦電,2520冠德,,2014中鴻,5388中磊,2492華新科,,
13,"('2637慧洋-KY', 9)",2458義隆,2458義隆,2356英業達,2607榮運,3030德律,4938和碩,2887台新金,,6589台康生技,2351順德,2379瑞昱,5269祥碩,6488環球晶,2547日勝生,,2031新光鋼,8016矽創,5483中美晶,,
14,"('3532台勝科', 9)",2015豐興,9925新保,1234黑松,2351順德,4551智伸科,2633台灣高鐵,3037欣興,,4142國光生,6147頎邦,3545敦泰,9911櫻花,3017奇鋐,3008大立光,,2201裕隆,2637慧洋-KY,9921巨大,,
15,"('5274信驊', 9)",8917欣泰,2360致茂,4766南寶,2801彰銀,6643M31,2345智邦,6669緯穎,,,3034聯詠,2303聯電,2449京元電子,6147頎邦,2356英業達,,2308台達電,4536拓凱,4966譜瑞-KY,,
16,"('3105穩懋', 8)",2360致茂,8415大國鋼,2603長榮,1218泰山,2373震旦行,1102亞泥,2888新光金,,,3023信邦,2027大成鋼,2015豐興,4968立積,1234黑松,,2313華通,3211順達,8454富邦媒,,
