,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-09-30),連續三年EPS均大於0且近一季EPS也大於0(2022-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-09-30),近6月累積營收年增率連2個月增加(2022-10-10),近12月累積營收年增率連2個月增加(2022-10-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-09-30),ROE連續三季成長，且近一季ROE>10%(2022-09-30),毛利率連續三季成長，且近一季毛利率>25%(2022-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('1560中砂', 9)",2383台光電,5478智冠,2383台光電,2912統一超,2383台光電,2317鴻海,2317鴻海,1234黑松,1519華城,4919新唐,2330台積電,2834臺企銀,,,,,,,,
1,"('2308台達電', 8)",4927泰鼎-KY,3030德律,1723中碳,9937全國,1723中碳,2412中華電,2308台達電,1304台聚,6443元晶,8404百和興業-KY,9925新保,2103台橡,,,,,,,,
2,"('8069元太', 8)",6669緯穎,2912統一超,2834臺企銀,3023信邦,2027大成鋼,2308台達電,2303聯電,1310台苯,6576逸達,2330台積電,2303聯電,5534長虹,,,,,,,,
3,"('2395研華', 8)",3030德律,9911櫻花,4927泰鼎-KY,2227裕日車,2103台橡,2303聯電,3008大立光,1315達新,6451訊芯-KY,3705永信,3189景碩,6669緯穎,,,,,,,,
4,"('6472保瑞', 8)",2912統一超,4128中天,5478智冠,1582信錦,5534長虹,3008大立光,1216統一,2010春源,2367燿華,2449京元電子,2524京城,1503士電,,,,,,,,
5,"('6279胡連', 7)",9937全國,3023信邦,2881富邦金,1711永光,5478智冠,1216統一,2891中信金,2204中華,8462柏文,5274信驊,5508永信建,9937全國,,,,,,,,
6,"('1216統一', 7)",8150南茂,6411晶焱,6669緯穎,2634漢翔,3030德律,3711日月光投控,3711日月光投控,2324仁寶,4743合一,1560中砂,5347世界,2108南帝,,,,,,,,
7,"('6488環球晶', 7)",9911櫻花,2108南帝,3030德律,2308台達電,1301台塑,2382廣達,2382廣達,2357華碩,2388威盛,9802鈺齊-KY,1560中砂,8415大國鋼,,,,,,,,
8,"('5274信驊', 7)",3023信邦,8415大國鋼,9933中鼎,6409旭隼,8150南茂,6488環球晶,6488環球晶,2520冠德,2539櫻花建,8069元太,6561是方,1229聯華,,,,,,,,
9,"('6643M31', 7)",6411晶焱,8464億豐,1301台塑,2345智邦,9911櫻花,2912統一超,2912統一超,2605新興,2618長榮航,9910豐泰,6488環球晶,3374精材,,,,,,,,
10,"('3529力旺', 7)",2108南帝,3014聯陽,2912統一超,3661世芯-KY,3023信邦,2892第一金,5880合庫金,2838聯邦銀,,1476儒鴻,5425台半,2227裕日車,,,,,,,,
11,"('8917欣泰', 7)",8464億豐,4919新唐,1503士電,2340光磊,6411晶焱,5880合庫金,2395研華,2849安泰銀,,1537廣隆,6576逸達,3014聯陽,,,,,,,,
12,"('3443創意', 7)",6278台表科,2727王品,2354鴻準,6589台康生技,2108南帝,2395研華,1101台泥,2903遠百,,3035智原,5483中美晶,1582信錦,,,,,,,,
13,"('1789神隆', 7)",2227裕日車,2344華邦電,9937全國,3653健策,8415大國鋼,1101台泥,2801彰銀,2923鼎固-KY,,3037欣興,8046南電,1104環泥,,,,,,,,
14,"('6409旭隼', 7)",6803崑鼎,8404百和興業-KY,8150南茂,5274信驊,8464億豐,2885元大金,4938和碩,3231緯創,,9938百和,6472保瑞,2392正崴,,,,,,,,
15,"('5903全家', 7)",2439美律,2330台積電,9911櫻花,8917欣泰,1229聯華,2801彰銀,2633台灣高鐵,3450聯鈞,,2454聯發科,2395研華,3708上緯投控,,,,,,,,
16,"('5483中美晶', 7)",3014聯陽,5306桂盟,3023信邦,1789神隆,3374精材,5876上海商銀,9910豐泰,4532瑞智,,6670復盛應用,3533嘉澤,2727王品,,,,,,,,
