,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2022-01-10),近12月累積營收年增率連2個月增加(2022-01-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('3035智原', 10)",6803崑鼎,1102亞泥,1102亞泥,4576大銀微系統,1102亞泥,2303聯電,2330台積電,1103嘉泥,1444力麗,6803崑鼎,2454聯發科,,2313華通,6579研揚,3260威剛,1110東泥,1216統一,2354鴻準,,
1,"('5347世界', 10)",5457宣德,2454聯發科,6803崑鼎,8069元太,6803崑鼎,2886兆豐金,6505台塑化,1312國喬,6547高端疫苗,2454聯發科,4736泰博,,1560中砂,3529力旺,2618長榮航,1589永冠-KY,2207和泰車,2548華固,,
2,"('3653健策', 9)",6269台郡,8069元太,1904正隆,1444力麗,2454聯發科,1216統一,2303聯電,1402遠東新,6589台康生技,8150南茂,6182合晶,,2006東和鋼鐵,2812台中銀,3017奇鋐,2027大成鋼,2409友達,4137麗豐-KY,,
3,"('5274信驊', 9)",4736泰博,4736泰博,2454聯發科,6182合晶,8150南茂,2891中信金,1326台化,1434福懋,4414如興,6756威鋒電子,4128中天,,3661世芯-KY,2392正崴,3035智原,2379瑞昱,3481群創,2035唐榮,,
4,"('9941裕融', 9)",6456GIS-KY,6182合晶,1714和桐,6756威鋒電子,3413京鼎,2884玉山金,2881富邦金,1504東元,6533晶心科,3131弘塑,6756威鋒電子,,3044健鼎,1789神隆,2408南亞科,2382廣達,9921巨大,,,
5,"('6415矽力-KY', 9)",2015豐興,2923鼎固-KY,8150南茂,8464億豐,1303南亞,2382廣達,2002中鋼,1532勤美,3016嘉晶,6223旺矽,6415矽力-KY,,3665貿聯-KY,2849安泰銀,3707漢磊,2542興富發,8464億豐,,,
6,"('4966譜瑞-KY', 9)",8464億豐,8464億豐,1303南亞,6415矽力-KY,8069元太,6488環球晶,1216統一,1589永冠-KY,1710東聯,2441超豐,2049上銀,,6548長科*,2823中壽,,2637慧洋-KY,2356英業達,,,
7,"('8415大國鋼', 8)",6415矽力-KY,6415矽力-KY,8069元太,8454富邦媒,5457宣德,2395研華,2891中信金,1605華新,2618長榮航,2353宏碁,9908大台北,,2409友達,2330台積電,,3017奇鋐,2353宏碁,,,
8,"('4105東洋', 8)",2377微星,1795美時,2323中環,2009第一銅,6269台郡,5347世界,2884玉山金,1718中纖,2539櫻花建,2347聯強,2615萬海,,4938和碩,3711日月光投控,,6180橘子,5903全家,,,
9,"('6409旭隼', 8)",8454富邦媒,5871中租-KY,5457宣德,2049上銀,4736泰博,4938和碩,6488環球晶,2239英利-KY,3707漢磊,2368金像電,2441超豐,,5371中光電,1303南亞,,6669緯穎,2923鼎固-KY,,,
10,"('2379瑞昱', 8)",5871中租-KY,5483中美晶,6269台郡,2421建準,6182合晶,2633台灣高鐵,2408南亞科,2323中環,4142國光生,3450聯鈞,6531愛普,,4919新唐,1434福懋,,8436大江,2027大成鋼,,,
11,"('1216統一', 8)",5483中美晶,1702南僑,2881富邦金,6285啟碁,2015豐興,1102亞泥,5871中租-KY,2354鴻準,2501國建,8070長華*,8942森鉅,,5388中磊,2201裕隆,,,2101南港,,,
12,"('8086宏捷科', 8)",6213聯茂,3131弘塑,4736泰博,3532台勝科,2605新興,3037欣興,6415矽力-KY,2501國建,2103台橡,8081致新,2609陽明,,6278台表科,6196帆宣,,,8415大國鋼,,,
13,"('8016矽創', 8)",1702南僑,6223旺矽,6182合晶,9802鈺齊-KY,6756威鋒電子,6669緯穎,3034聯詠,2511太子,1903士紙,2375凱美,8081致新,,6176瑞儀,6285啟碁,,,6412群電,,,
