,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-12-31),連續三年EPS均大於0且近一季EPS也大於0(2021-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-12-31),近6月累積營收年增率連2個月增加(2022-03-10),近12月累積營收年增率連2個月增加(2022-03-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-12-31),ROE連續三季成長，且近一季ROE>10%(2021-12-31),毛利率連續三季成長，且近一季毛利率>25%(2021-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('6488環球晶', 9)",3596智易,2454聯發科,2454聯發科,3443創意,2454聯發科,2330台積電,2330台積電,1314中石化,3552同致,2454聯發科,2454聯發科,8942森鉅,,,,,,,,
1,"('8341日友', 9)",3443創意,3443創意,1504東元,6533晶心科,8942森鉅,2308台達電,6505台塑化,1532勤美,6166凌華,9933中鼎,8942森鉅,3596智易,,,,,,,,
2,"('2605新興', 8)",9940信義,6533晶心科,3596智易,2633台灣高鐵,3443創意,2303聯電,2303聯電,2417圓剛,2545皇翔,3035智原,2614東森,9940信義,,,,,,,,
3,"('5347世界', 8)",8299群聯,9940信義,3443創意,9933中鼎,6533晶心科,2881富邦金,2891中信金,2515中工,3680家登,6510精測,1560中砂,5287數字,,,,,,,,
4,"('5274信驊', 8)",5289宜鼎,5287數字,6533晶心科,3035智原,9940信義,1216統一,2884玉山金,2524京城,1736喬山,2610華航,2610華航,9933中鼎,,,,,,,,
5,"('3443創意', 7)",6239力成,3035智原,9940信義,2049上銀,2633台灣高鐵,2891中信金,6488環球晶,2836高雄銀,2547日勝生,2015豐興,8046南電,3035智原,,,,,,,,
6,"('6643M31', 7)",3045台灣大,6510精測,2633台灣高鐵,6510精測,5287數字,2382廣達,2395研華,2888新光金,2605新興,8046南電,2303聯電,2845遠東銀,,,,,,,,
7,"('5269祥碩', 7)",4551智伸科,5289宜鼎,5287數字,3533嘉澤,8299群聯,6488環球晶,5347世界,2905三商,5531鄉林,5388中磊,4128中天,8299群聯,,,,,,,,
8,"('8069元太', 7)",6213聯茂,3533嘉澤,9933中鼎,2614東森,6510精測,2912統一超,2801彰銀,3673TPK-KY,2511太子,6196帆宣,5269祥碩,6510精測,,,,,,,,
9,"('3653健策', 7)",3014聯陽,2614東森,3035智原,3045台灣大,5289宜鼎,2395研華,4938和碩,5530龍巖,9943好樂迪,1605華新,2615萬海,5289宜鼎,,,,,,,,
10,"('9917中保科', 7)",1560中砂,1598岱宇,2845遠東銀,2607榮運,3533嘉澤,1101台泥,2887台新金,,6547高端疫苗,5274信驊,3105穩懋,3045台灣大,,,,,,,,
11,"('3035智原', 7)",6173信昌電,4551智伸科,8299群聯,1560中砂,6239力成,5347世界,3037欣興,,2331精英,1707葡萄王,8482商億-KY,3231緯創,,,,,,,,
12,"('2308台達電', 7)",6706惠特,3014聯陽,6510精測,9958世紀鋼,2481強茂,2357華碩,6669緯穎,,6244茂迪,2637慧洋-KY,5483中美晶,1503士電,,,,,,,,
13,"('2330台積電', 7)",2015豐興,1560中砂,5289宜鼎,5243乙盛-KY,1304台聚,4938和碩,2888新光金,,6443元晶,2439美律,2609陽明,3026禾伸堂,,,,,,,,
14,"('2395研華', 7)",3653健策,6706惠特,3533嘉澤,3552同致,4551智伸科,2633台灣高鐵,5483中美晶,,2727王品,3711日月光投控,6202盛群,2206三陽工業,,,,,,,,
15,"('2059川湖', 7)",2352佳世達,8436大江,2614東森,3653健策,3530晶相光,9910豐泰,3231緯創,,9910豐泰,5347世界,5274信驊,2607榮運,,,,,,,,
16,"('5483中美晶', 7)",8422可寧衛,3653健策,1598岱宇,8046南電,3014聯陽,2474可成,2337旺宏,,2618長榮航,2548華固,2637慧洋-KY,9914美利達,,,,,,,,
17,"('5425台半', 7)",5388中磊,8422可寧衛,6239力成,5388中磊,2607榮運,1102亞泥,6239力成,,2034允強,8358金居,4536拓凱,2610華航,,,,,,,,
18,"('6510精測', 7)",5269祥碩,2231為升,2481強茂,2231為升,9914美利達,3037欣興,2834臺企銀,,2035唐榮,2034允強,3189景碩,6173信昌電,,,,,,,,
19,"('4105東洋', 6)",3529力旺,1201味全,3045台灣大,1201味全,1560中砂,6669緯穎,8299群聯,,8462柏文,9917中保科,2605新興,2634漢翔,,,,,,,,
20,"('1707葡萄王', 6)",6643M31,4128中天,1503士電,5269祥碩,6173信昌電,5483中美晶,2610華航,,6589台康生技,6278台表科,5531鄉林,2015豐興,,,,,,,,
21,"('8464億豐', 6)",3105穩懋,2388威盛,1304台聚,3529力旺,3008大立光,8464億豐,2618長榮航,,3228金麗科,8341日友,2027大成鋼,5243乙盛-KY,,,,,,,,
22,"('5531鄉林', 6)",2308台達電,4157太景*-KY,4551智伸科,6643M31,6706惠特,9904寶成,3406玉晶光,,4743合一,,5478智冠,3653健策,,,,,,,,
23,"('6278台表科', 6)",6412群電,6166凌華,3530晶相光,3105穩懋,1309台達化,3231緯創,2371大同,,,,2408南亞科,2352佳世達,,,,,,,,
24,"('2337旺宏', 6)",2441超豐,5269祥碩,2206三陽工業,1519華城,2015豐興,2356英業達,1605華新,,,,5347世界,1102亞泥,,,,,,,,
25,"('9941裕融', 6)",3036文曄,3529力旺,6213聯茂,2308台達電,8436大江,2227裕日車,5274信驊,,,,2498宏達電,4938和碩,,,,,,,,
26,"('8415大國鋼', 6)",5471松翰,6643M31,3014聯陽,1711永光,3653健策,2354鴻準,2923鼎固-KY,,,,2618長榮航,2885元大金,,,,,,,,
27,"('2607榮運', 6)",2385群光,4506崇友,2607榮運,1722台肥,1102亞泥,3702大聯大,2313華通,,,,2344華邦電,2362藍天,,,,,,,,
28,"('5904寶雅', 6)",4915致伸,3105穩懋,9914美利達,1710東聯,1802台玻,2610華航,1722台肥,,,,2379瑞昱,5388中磊,,,,,,,,
29,"('4107邦特', 6)",5483中美晶,8482商億-KY,1560中砂,3016嘉晶,8422可寧衛,2618長榮航,1434福懋,,,,6488環球晶,3665貿聯-KY,,,,,,,,
30,"('1565精華', 6)",3227原相,1702南僑,6173信昌電,1614三洋電,8046南電,3406玉晶光,3532台勝科,,,,8358金居,2231為升,,,,,,,,
31,"('2637慧洋-KY', 6)",3211順達,2308台達電,6706惠特,1319東陽,2303聯電,3044健鼎,5522遠雄,,,,6147頎邦,1201味全,,,,,,,,
32,"('3030德律', 6)",3293鈊象,6279胡連,1309台達化,3406玉晶光,2388威盛,5903全家,3443創意,,,,3037欣興,4128中天,,,,,,,,
33,"('2547日勝生', 6)",6472保瑞,5471松翰,2634漢翔,2009第一銅,5269祥碩,5904寶雅,1477聚陽,,,,8070長華*,2388威盛,,,,,,,,
34,"('5287數字', 6)",5274信驊,9925新保,2015豐興,5274信驊,2478大毅,6176瑞儀,3682亞太電,,,,2606裕民,5434崇越,,,,,,,,
35,"('2388威盛', 6)",6803崑鼎,5483中美晶,8436大江,8406金可-KY,3529力旺,2313華通,3576聯合再生,,,,6548長科*,6166凌華,,,,,,,,
36,"('5289宜鼎', 6)",4105東洋,3227原相,5243乙盛-KY,3680家登,6643M31,8069元太,3189景碩,,,,9941裕融,5269祥碩,,,,,,,,
37,"('6166凌華', 6)",8464億豐,2707晶華,3653健策,6282康舒,4506崇友,3532台勝科,6278台表科,,,,2337旺宏,2891中信金,,,,,,,,
38,"('1560中砂', 6)",3030德律,1256鮮活果汁-KY,2352佳世達,4105東洋,2615萬海,5522遠雄,9941裕融,,,,4919新唐,2312金寶,,,,,,,,
39,"('3105穩懋', 6)",1515力山,5508永信建,1102亞泥,8917欣泰,3105穩懋,3443創意,3665貿聯-KY,,,,8415大國鋼,1519華城,,,,,,,,
40,"('3680家登', 6)",8210勤誠,3293鈊象,1307三芳,1536和大,2368金像電,6592和潤企業,4123晟德,,,,,2010春源,,,,,,,,
41,"('2545皇翔', 6)",1707葡萄王,2545皇翔,4938和碩,6182合晶,8482商億-KY,6269台郡,3653健策,,,,,2368金像電,,,,,,,,
42,,2912統一超,6472保瑞,2885元大金,1218泰山,2308台達電,2404漢唐,2849安泰銀,,,,,3260威剛,,,,,,,,
43,,2428興勤,5274信驊,8422可寧衛,2912統一超,6732昇佳電子,9917中保科,6285啟碁,,,,,5876上海商銀,,,,,,,,
44,,2227裕日車,8406金可-KY,2849安泰銀,1723中碳,6279胡連,3682亞太電,8415大國鋼,,,,,2308台達電,,,,,,,,
45,,4958臻鼎-KY,3680家登,8046南電,6491晶碩,2441超豐,3576聯合再生,2059川湖,,,,,3576聯合再生,,,,,,,,
46,,2439美律,4105東洋,2303聯電,2227裕日車,5471松翰,6278台表科,4128中天,,,,,1711永光,,,,,,,,
47,,8454富邦媒,8464億豐,2362藍天,8454富邦媒,1722台肥,1904正隆,2634漢翔,,,,,6279胡連,,,,,,,,
48,,2458義隆,3030德律,2317鴻海,2351順德,1312國喬,2101南港,8341日友,,,,,3036文曄,,,,,,,,
49,,2383台光電,3131弘塑,5388中磊,8908欣雄,1104環泥,2903遠百,2388威盛,,,,,5471松翰,,,,,,,,
50,,6277宏正,6146耕興,3665貿聯-KY,2105正新,3545敦泰,3665貿聯-KY,1723中碳,,,,,2385群光,,,,,,,,
51,,3324雙鴻,6182合晶,2231為升,1582信錦,9925新保,4123晟德,2548華固,,,,,1722台肥,,,,,,,,
52,,6456GIS-KY,1707葡萄王,1909榮成,5425台半,2474可成,6285啟碁,4142國光生,,,,,1710東聯,,,,,,,,
53,,8081致新,2912統一超,1201味全,3189景碩,5483中美晶,9933中鼎,1707葡萄王,,,,,1589永冠-KY,,,,,,,,
54,,1216統一,2428興勤,2388威盛,2884玉山金,2338光罩,1736喬山,3017奇鋐,,,,,2323中環,,,,,,,,
55,,6415矽力-KY,6576逸達,1227佳格,1773勝一,2609陽明,2368金像電,6414樺漢,,,,,2882國泰金,,,,,,,,
56,,2347聯強,2539櫻花建,6166凌華,1434福懋,3227原相,2206三陽工業,5534長虹,,,,,2338光罩,,,,,,,,
57,,5871中租-KY,2401凌陽,5269祥碩,2605新興,6202盛群,6446藥華藥,1409新纖,,,,,3016嘉晶,,,,,,,,
58,,8112至上,6223旺矽,2478大毅,6415矽力-KY,2707晶華,2723美食-KY,1319東陽,,,,,3708上緯投控,,,,,,,,
59,,6180橘子,1736喬山,2897王道銀行,8086宏捷科,3264欣銓,3376新日興,5434崇越,,,,,1614三洋電,,,,,,,,
60,,8086宏捷科,2458義隆,3529力旺,3081聯亞,5508永信建,8341日友,6196帆宣,,,,,3227原相,,,,,,,,
61,,3023信邦,2417圓剛,2891中信金,3023信邦,3293鈊象,2388威盛,2607榮運,,,,,1605華新,,,,,,,,
62,,6582申豐,4536拓凱,6643M31,2421建準,2545皇翔,1507永大,3016嘉晶,,,,,3691碩禾,,,,,,,,
63,,3661世芯-KY,2723美食-KY,1402遠東新,1789神隆,6472保瑞,6510精測,6492生華科,,,,,2820華票,,,,,,,,
64,,2395研華,5425台半,4506崇友,3380明泰,3406玉晶光,2392正崴,3680家登,,,,,3293鈊象,,,,,,,,
65,,6669緯穎,6277宏正,3105穩懋,2412中華電,5274信驊,2548華固,1773勝一,,,,,2545皇翔,,,,,,,,
66,,5904寶雅,5522遠雄,1519華城,3661世芯-KY,6803崑鼎,3017奇鋐,1215卜蜂,,,,,1315達新,,,,,,,,
67,,8150南茂,2332友訊,2010春源,6230超眾,3217優群,6414樺漢,2511太子,,,,,3406玉晶光,,,,,,,,
68,,5347世界,2547日勝生,2368金像電,2395研華,4105東洋,5534長虹,6443元晶,,,,,2812台中銀,,,,,,,,
69,,6274台燿,2520冠德,3260威剛,6669緯穎,8464億豐,5530龍巖,2637慧洋-KY,,,,,8406金可-KY,,,,,,,,
70,,2597潤弘,8081致新,5876上海商銀,2340光磊,3030德律,6196帆宣,9908大台北,,,,,6282康舒,,,,,,,,
71,,4107邦特,5531鄉林,8482商億-KY,5904寶雅,8917欣泰,2607榮運,4105東洋,,,,,5371中光電,,,,,,,,
72,,1565精華,8404百和興業-KY,1702南僑,3218大學光,3131弘塑,6492生華科,8131福懋科,,,,,3673TPK-KY,,,,,,,,
73,,2108南帝,2915潤泰全,2308台達電,1110東泥,6146耕興,3680家登,9937全國,,,,,8464億豐,,,,,,,,
74,,4966譜瑞-KY,1216統一,6412群電,4576大銀微系統,2006東和鋼鐵,3596智易,5425台半,,,,,5820日盛金,,,,,,,,
75,,1476儒鴻,9943好樂迪,2838聯邦銀,6756威鋒電子,6182合晶,3515華擎,6282康舒,,,,,3030德律,,,,,,,,
76,,9910豐泰,6415矽力-KY,1711永光,1795美時,1707葡萄王,1215卜蜂,5531鄉林,,,,,2515中工,,,,,,,,
77,,8131福懋科,3705永信,6279胡連,2801彰銀,2637慧洋-KY,3218大學光,1565精華,,,,,2883開發金,,,,,,,,
78,,2449京元電子,5871中租-KY,2441超豐,4966譜瑞-KY,2002中鋼,2511太子,6166凌華,,,,,4306炎洲,,,,,,,,
79,,2382廣達,6180橘子,3036文曄,1507永大,3515華擎,9907統一實,5289宜鼎,,,,,5880合庫金,,,,,,,,
80,,6409旭隼,8086宏捷科,2881富邦金,1476儒鴻,1723中碳,6443元晶,2208台船,,,,,2006東和鋼鐵,,,,,,,,
81,,3005神基,3081聯亞,5471松翰,1210大成,2428興勤,2332友訊,1519華城,,,,,1218泰山,,,,,,,,
82,,6488環球晶,3023信邦,2385群光,2886兆豐金,6491晶碩,6743安普新,3563牧德,,,,,2637慧洋-KY,,,,,,,,
83,,2059川湖,9938百和,1722台肥,6285啟碁,2539櫻花建,8422可寧衛,1444力麗,,,,,2002中鋼,,,,,,,,
84,,3044健鼎,2327國巨,1312國喬,2328廣宇,2227裕日車,2312金寶,1419新紡,,,,,3515華擎,,,,,,,,
85,,2330台積電,1789神隆,1104環泥,1590亞德客-KY,2401凌陽,3380明泰,3035智原,,,,,1723中碳,,,,,,,,
86,,9930中聯資源,5478智冠,2323中環,6409旭隼,6223旺矽,2707晶華,2328廣宇,,,,,6491晶碩,,,,,,,,
87,,2455全新,2408南亞科,3312弘憶股,2345智邦,4935茂林-KY,3413京鼎,3707漢磊,,,,,6576逸達,,,,,,,,
88,,1785光洋科,6582申豐,4915致伸,6488環球晶,1477聚陽,3703欣陸,2605新興,,,,,4943康控-KY,,,,,,,,
89,,3563牧德,2412中華電,2882國泰金,2059川湖,2458義隆,9939宏全,2355敬鵬,,,,,2539櫻花建,,,,,,,,
90,,9917中保科,3661世芯-KY,9925新保,1419新紡,2383台光電,2539櫻花建,6177達麗,,,,,3019亞光,,,,,,,,
91,,6464台數科,2395研華,2474可成,2330台積電,4536拓凱,6202盛群,6541泰福-KY,,,,,4958臻鼎-KY,,,,,,,,
92,,1232大統益,2923鼎固-KY,5483中美晶,2455全新,5425台半,9937全國,2034允強,,,,,2401凌陽,,,,,,,,
93,,4137麗豐-KY,2340光磊,2338光罩,1785光洋科,6277宏正,5371中光電,6579研揚,,,,,4935茂林-KY,,,,,,,,
94,,6176瑞儀,5904寶雅,3016嘉晶,3532台勝科,2031新光鋼,3552同致,2323中環,,,,,1477聚陽,,,,,,,,
95,,3152璟德,5347世界,3708上緯投控,3037欣興,5522遠雄,5425台半,6706惠特,,,,,8454富邦媒,,,,,,,,
96,,8070長華*,2373震旦行,1614三洋電,1232大統益,9945潤泰新,6282康舒,4438廣越,,,,,1532勤美,,,,,,,,
97,,2301光寶科,6411晶焱,2354鴻準,4904遠傳,2409友達,5531鄉林,2547日勝生,,,,,4438廣越,,,,,,,,
98,,1717長興,6462神盾,3227原相,8926台汽電,6257矽格,6803崑鼎,8908欣雄,,,,,2458義隆,,,,,,,,
99,,2313華通,1234黑松,1605華新,5903全家,1773勝一,4935茂林-KY,6643M31,,,,,2383台光電,,,,,,,,
100,,6269台郡,3218大學光,2501國建,6548長科*,4961天鈺,6166凌華,6589台康生技,,,,,2239英利-KY,,,,,,,,
101,,6548長科*,4107邦特,2707晶華,3059華晶科,2375凱美,3708上緯投控,1110東泥,,,,,1409新纖,,,,,,,,
102,,4968立積,1565精華,2820華票,1229聯華,2520冠德,6504南六,1310台苯,,,,,4536拓凱,,,,,,,,
103,,9941裕融,4576大銀微系統,3211順達,6561是方,2605新興,3030德律,3059華晶科,,,,,2890永豐金,,,,,,,,
104,,6561是方,2108南帝,1256鮮活果汁-KY,4919新唐,8081致新,2208台船,8917欣泰,,,,,8908欣雄,,,,,,,,
