,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-12-10),近12月累積營收年增率連2個月增加(2021-12-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('9941裕融', 11)",6803崑鼎,1102亞泥,1102亞泥,4576大銀微系統,1102亞泥,2303聯電,6505台塑化,1312國喬,1444力麗,6803崑鼎,2454聯發科,2454聯發科,1102亞泥,1102亞泥,4906正文,1444力麗,2344華邦電,4147中裕,6446藥華藥,
1,"('3533嘉澤', 10)",5457宣德,2454聯發科,6803崑鼎,8069元太,6803崑鼎,2886兆豐金,1301台塑,1314中石化,6547高端疫苗,2454聯發科,4736泰博,3413京鼎,6269台郡,6803崑鼎,4943康控-KY,1519華城,2337旺宏,4943康控-KY,,
2,"('3105穩懋', 10)",6269台郡,8069元太,1904正隆,1444力麗,2454聯發科,2891中信金,2303聯電,1504東元,6589台康生技,8150南茂,6182合晶,8069元太,2881富邦金,1904正隆,3036文曄,2010春源,6239力成,4438廣越,,
3,"('6182合晶', 10)",4736泰博,4736泰博,2454聯發科,6182合晶,8150南茂,2382廣達,1303南亞,1532勤美,4414如興,6756威鋒電子,4128中天,5457宣德,2845遠東銀,2454聯發科,3533嘉澤,2102泰豐,1314中石化,8044網家,,
4,"('5347世界', 10)",6456GIS-KY,6182合晶,1714和桐,6756威鋒電子,3413京鼎,2408南亞科,1326台化,1589永冠-KY,6533晶心科,3131弘塑,6756威鋒電子,4736泰博,6456GIS-KY,1714和桐,,2239英利-KY,2101南港,,,
5,"('2408南亞科', 10)",2015豐興,2923鼎固-KY,8150南茂,8464億豐,1303南亞,2395研華,3008大立光,1605華新,3016嘉晶,6223旺矽,6415矽力-KY,6182合晶,8462柏文,8150南茂,,2313華通,3036文曄,,,
6,"('8070長華*', 10)",8464億豐,8464億豐,1303南亞,6415矽力-KY,8069元太,5347世界,2002中鋼,2323中環,1710東聯,2441超豐,2049上銀,2845遠東銀,2923鼎固-KY,3413京鼎,,2327國巨,3005神基,,,
7,"('3653健策', 9)",6415矽力-KY,6415矽力-KY,8069元太,8454富邦媒,5457宣德,2801彰銀,1216統一,2363矽統,2618長榮航,2353宏碁,9908大台北,4128中天,6271同欣電,1303南亞,,2328廣宇,1723中碳,,,
8,"('2337旺宏', 9)",2377微星,1795美時,2323中環,6271同欣電,6269台郡,5876上海商銀,2891中信金,2515中工,2539櫻花建,2347聯強,2615萬海,8462柏文,4938和碩,4576大銀微系統,,2332友訊,6510精測,,,
9,"('8422可寧衛', 9)",8454富邦媒,5871中租-KY,5457宣德,2009第一銅,4736泰博,4938和碩,2884玉山金,2547日勝生,3707漢磊,2368金像電,2441超豐,2892第一金,5871中租-KY,8069元太,,2382廣達,1785光洋科,,,
10,"('6510精測', 9)",5871中租-KY,5483中美晶,6269台郡,2049上銀,6182合晶,2603長榮,2382廣達,2883開發金,4142國光生,3450聯鈞,6531愛普,2015豐興,5483中美晶,2323中環,,2408南亞科,6196帆宣,,,
11,"('6488環球晶', 9)",5483中美晶,1702南僑,2881富邦金,2421建準,2015豐興,3105穩懋,6488環球晶,2905三商,2501國建,8070長華*,8942森鉅,2377微星,1702南僑,1444力麗,,2409友達,6547高端疫苗,,,
