,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-11-10),近12月累積營收年增率連2個月增加(2021-11-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('8086宏捷科', 10)",2360致茂,2360致茂,2887台新金,3081聯亞,2360致茂,6505台塑化,6505台塑化,1103嘉泥,2539櫻花建,3006晶豪科,3006晶豪科,2454聯發科,,,,,,,,
1,"('9941裕融', 9)",6472保瑞,6472保瑞,1532勤美,6146耕興,6472保瑞,2303聯電,1301台塑,1234黑松,4142國光生,8131福懋科,6146耕興,1714和桐,,,,,,,,
2,"('5347世界', 9)",3081聯亞,3081聯亞,2360致茂,8926台汽電,3081聯亞,3008大立光,1303南亞,1312國喬,4414如興,6146耕興,1201味全,3413京鼎,,,,,,,,
3,"('3035智原', 8)",8131福懋科,2545皇翔,6472保瑞,2801彰銀,8131福懋科,2002中鋼,1326台化,1315達新,1710東聯,1604聲寶,2454聯發科,8069元太,,,,,,,,
4,"('5274信驊', 8)",1565精華,1565精華,3081聯亞,3443創意,6732昇佳電子,2891中信金,3008大立光,1444力麗,3016嘉晶,6412群電,9908大台北,5457宣德,,,,,,,,
5,"('8422可寧衛', 8)",6279胡連,6279胡連,3006晶豪科,5425台半,1565精華,3045台灣大,2886兆豐金,1532勤美,3707漢磊,2454聯發科,6756威鋒電子,4736泰博,,,,,,,,
6,"('6182合晶', 8)",6146耕興,6146耕興,2812台中銀,3105穩懋,3376新日興,2408南亞科,2002中鋼,1589永冠-KY,2103台橡,2850新產,2401凌陽,6182合晶,,,,,,,,
7,"('2408南亞科', 8)",1604聲寶,3443創意,8131福懋科,6285啟碁,6279胡連,2395研華,2891中信金,1605華新,2618長榮航,3189景碩,2481強茂,4128中天,,,,,,,,
8,"('6548長科*', 8)",3443創意,1201味全,1565精華,9908大台北,6146耕興,4904遠傳,3045台灣大,2204中華,2501國建,6756威鋒電子,2408南亞科,8462柏文,,,,,,,,
9,"('6146耕興', 8)",3078僑威,9925新保,3376新日興,1218泰山,8926台汽電,5347世界,2884玉山金,2239英利-KY,1314中石化,2401凌陽,2049上銀,2892第一金,,,,,,,,
