,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-09-30),連續三年EPS均大於0且近一季EPS也大於0(2021-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-09-30),近6月累積營收年增率連2個月增加(2021-11-10),近12月累積營收年增率連2個月增加(2021-11-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-09-30),ROE連續三季成長，且近一季ROE>10%(2021-09-30),毛利率連續三季成長，且近一季毛利率>25%(2021-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('8086宏捷科', 10)",6803崑鼎,1102亞泥,1102亞泥,4576大銀微系統,1102亞泥,6505台塑化,6505台塑化,1103嘉泥,1444力麗,6803崑鼎,2454聯發科,,1102亞泥,1102亞泥,2883開發金,1565精華,2324仁寶,6409旭隼,3035智原,
1,"('5347世界', 10)",5457宣德,2454聯發科,6803崑鼎,8069元太,6803崑鼎,2303聯電,1301台塑,1314中石化,6547高端疫苗,2454聯發科,4736泰博,,1303南亞,6803崑鼎,2345智邦,2014中鴻,2371大同,2227裕日車,6589台康生技,
2,"('9941裕融', 9)",6269台郡,8069元太,1904正隆,1444力麗,2454聯發科,3008大立光,1303南亞,2312金寶,6589台康生技,8150南茂,6182合晶,,2892第一金,1904正隆,,2354鴻準,3532台勝科,2354鴻準,,
3,"('5274信驊', 9)",4736泰博,4736泰博,2454聯發科,6182合晶,8150南茂,2002中鋼,1326台化,2324仁寶,4414如興,6756威鋒電子,4128中天,,4938和碩,2454聯發科,,2357華碩,3706神達,5903全家,,
4,"('6409旭隼', 9)",6456GIS-KY,6182合晶,1714和桐,6756威鋒電子,3413京鼎,2891中信金,3008大立光,2489瑞軒,6533晶心科,3131弘塑,6756威鋒電子,,2535達欣工,1714和桐,,2376技嘉,3036文曄,1227佳格,,
5,"('3035智原', 9)",2015豐興,2923鼎固-KY,8150南茂,8464億豐,1303南亞,3045台灣大,2886兆豐金,2534宏盛,3016嘉晶,6223旺矽,6415矽力-KY,,2615萬海,8150南茂,,2408南亞科,3081聯亞,1598岱宇,,
6,"('2395研華', 9)",8464億豐,8464億豐,1303南亞,6415矽力-KY,8069元太,2408南亞科,2002中鋼,2809京城銀,1710東聯,2441超豐,2049上銀,,2891中信金,3413京鼎,,2886兆豐金,4142國光生,6166凌華,,
7,"('2408南亞科', 9)",6415矽力-KY,6415矽力-KY,8069元太,8454富邦媒,5457宣德,2395研華,2891中信金,2905三商,2618長榮航,2353宏碁,9908大台北,,2347聯強,1303南亞,,2891中信金,2608嘉里大榮,6462神盾,,
8,"('1565精華', 8)",2377微星,1795美時,2323中環,6271同欣電,6269台郡,4904遠傳,3045台灣大,3706神達,2539櫻花建,2347聯強,2615萬海,,2897王道銀行,4576大銀微系統,,2892第一金,3016嘉晶,1589永冠-KY,,
9,"('6548長科*', 8)",8454富邦媒,5871中租-KY,5457宣德,2009第一銅,4736泰博,5347世界,2884玉山金,4906正文,3707漢磊,2368金像電,2441超豐,,1476儒鴻,8069元太,,3008大立光,2332友訊,,,
10,"('3105穩懋', 8)",5871中租-KY,5483中美晶,6269台郡,2049上銀,6182合晶,2801彰銀,6488環球晶,5531鄉林,4142國光生,3450聯鈞,6531愛普,,3374精材,2323中環,,3037欣興,6230超眾,,,
11,"('4904遠傳', 8)",5483中美晶,1702南僑,2881富邦金,2421建準,2015豐興,4938和碩,5880合庫金,6120達運,2501國建,8070長華*,8942森鉅,,6669緯穎,1444力麗,,3042晶技,4736泰博,,,
12,"('6182合晶', 8)",6213聯茂,3131弘塑,4736泰博,6285啟碁,2605新興,2603長榮,2408南亞科,6414樺漢,2103台橡,8081致新,2609陽明,,8299群聯,5457宣德,,3231緯創,3704合勤控,,,
13,"('3533嘉澤', 8)",1702南僑,6223旺矽,6182合晶,3532台勝科,6756威鋒電子,1402遠東新,2395研華,,1903士紙,2375凱美,8081致新,,2379瑞昱,6269台郡,,3264欣銓,6282康舒,,,
14,"('8016矽創', 8)",3131弘塑,6279胡連,2845遠東銀,1722台肥,8464億豐,3105穩懋,1101台泥,,1314中石化,2481強茂,6173信昌電,,5269祥碩,2881富邦金,,3380明泰,6464台數科,,,
15,"('3653健策', 8)",8112至上,9943好樂迪,6456GIS-KY,9908大台北,6415矽力-KY,3037欣興,3034聯詠,,,2379瑞昱,2498宏達電,,5876上海商銀,4736泰博,,3706神達,5478智冠,,,
16,"('6146耕興', 8)",6279胡連,2542興富發,2892第一金,8044網家,1795美時,2888新光金,4904遠傳,,,1723中碳,5471松翰,,2395研華,6182合晶,,5425台半,6180橘子,,,
17,"('3045台灣大', 8)",9910豐泰,4107邦特,6451訊芯-KY,1419新紡,6271同欣電,4958臻鼎-KY,5347世界,,,6412群電,2481強茂,,2603長榮,2845遠東銀,,6005群益證,4576大銀微系統,,,
18,"('5425台半', 8)",2301光寶科,1419新紡,2015豐興,3152璟德,2009第一銅,8046南電,2801彰銀,,,2492華新科,2379瑞昱,,1710東聯,6456GIS-KY,,6147頎邦,4906正文,,,
19,"('4966譜瑞-KY', 8)",2313華通,3152璟德,2605新興,2455全新,2049上銀,2615萬海,5876上海商銀,,,2344華邦電,2344華邦電,,2412中華電,8462柏文,,6213聯茂,5536聖暉,,,
