,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-06-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-06-30),連續三年EPS均大於0且近一季EPS也大於0(2022-06-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-06-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-06-30),近6月累積營收年增率連2個月增加(2022-09-10),近12月累積營收年增率連2個月增加(2022-09-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-06-30),ROE連續三季成長，且近一季ROE>10%(2022-06-30),毛利率連續三季成長，且近一季毛利率>25%(2022-06-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('3443創意', 10)",4506崇友,4506崇友,4506崇友,2360致茂,4506崇友,2317鴻海,2317鴻海,1444力麗,6443元晶,1537廣隆,2607榮運,4506崇友,1308亞聚,4506崇友,5536聖暉,1303南亞,5347世界,3045台灣大,,
1,"('3529力旺', 10)",6146耕興,6146耕興,1308亞聚,9908大台北,2103台橡,2412中華電,2308台達電,1532勤美,8462柏文,9802鈺齊-KY,9925新保,6669緯穎,6669緯穎,2103台橡,1305華夏,1444力麗,2542興富發,4904遠傳,,
2,"('2395研華', 10)",6669緯穎,2455全新,6146耕興,3380明泰,1308亞聚,2308台達電,2303聯電,1589永冠-KY,1519華城,9910豐泰,2395研華,1515力山,2337旺宏,1308亞聚,2498宏達電,1589永冠-KY,5904寶雅,2615萬海,,
3,"('6643M31', 9)",2455全新,2360致茂,1723中碳,2884玉山金,6146耕興,2303聯電,3008大立光,2010春源,2367燿華,3035智原,2330台積電,2607榮運,6443元晶,6146耕興,5347世界,1590亞德客-KY,2206三陽工業,6239力成,,
4,"('3533嘉澤', 9)",2313華通,3014聯陽,6669緯穎,1227佳格,2049上銀,3008大立光,1216統一,2362藍天,2618長榮航,1476儒鴻,1419新紡,3380明泰,2231為升,2049上銀,2014中鴻,1802台玻,1808潤隆,1802台玻,,
5,"('8069元太', 9)",2360致茂,2337旺宏,3049和鑫,3680家登,1723中碳,1216統一,2891中信金,2409友達,2539櫻花建,2330台積電,2303聯電,6443元晶,5522遠雄,1723中碳,2338光罩,2206三陽工業,2867三商壽,2915潤泰全,,
6,"('2308台達電', 9)",3014聯陽,5871中租-KY,2455全新,2231為升,3049和鑫,3711日月光投控,3711日月光投控,2474可成,2388威盛,8404百和興業-KY,2498宏達電,3630新鉅科,2458義隆,6669緯穎,6285啟碁,2379瑞昱,9937全國,6531愛普,,
7,"('1560中砂', 9)",6121新普,2923鼎固-KY,6177達麗,2912統一超,2455全新,2382廣達,2382廣達,2501國建,6451訊芯-KY,5274信驊,8046南電,1537廣隆,3231緯創,1515力山,8069元太,2548華固,2515中工,4968立積,,
8,"('6472保瑞', 9)",6269台郡,3680家登,2313華通,3218大學光,6177達麗,6488環球晶,6488環球晶,2511太子,6576逸達,9938百和,6472保瑞,1714和桐,9907統一實,3049和鑫,4919新唐,2834臺企銀,2351順德,2867三商壽,,
9,"('4904遠傳', 9)",5871中租-KY,5289宜鼎,1434福懋,1229聯華,2313華通,2912統一超,2912統一超,2515中工,4743合一,6670復盛應用,5347世界,3682亞太電,1314中石化,2455全新,6533晶心科,3406玉晶光,3708上緯投控,4137麗豐-KY,,
