,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2021-12-31),連續三年毛利率大於25%且近四季毛利率也大於25%(2021-12-31),連續三年EPS均大於0且近一季EPS也大於0(2021-12-31),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2021-12-31),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2021-12-31),近6月累積營收年增率連2個月增加(2022-02-10),近12月累積營收年增率連2個月增加(2022-02-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2021-12-31),ROE連續三季成長，且近一季ROE>10%(2021-12-31),毛利率連續三季成長，且近一季毛利率>25%(2021-12-31),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('5347世界', 10)",2227裕日車,6464台數科,3680家登,1789神隆,2608嘉里大榮,2330台積電,2330台積電,1102亞泥,1710東聯,8081致新,8081致新,3680家登,2014中鴻,3680家登,4174浩鼎,1102亞泥,1227佳格,2303聯電,6282康舒,2535達欣工
1,"('5274信驊', 10)",8081致新,8081致新,2608嘉里大榮,6196帆宣,2227裕日車,2308台達電,6505台塑化,1312國喬,2103台橡,3019亞光,2603長榮,1590亞德客-KY,6505台塑化,1710東聯,3532台勝科,1210大成,3533嘉澤,2395研華,,
2,"('9941裕融', 10)",4137麗豐-KY,1789神隆,2014中鴻,6411晶焱,6464台數科,2303聯電,2303聯電,1313聯成,2618長榮航,3006晶豪科,3006晶豪科,6589台康生技,2104國際中橡,2608嘉里大榮,,1308亞聚,2404漢唐,3481群創,,
3,"('5287數字', 9)",6411晶焱,4137麗豐-KY,2851中再保,2009第一銅,8081致新,2881富邦金,2886兆豐金,1319東陽,6547高端疫苗,2353宏碁,2458義隆,2345智邦,2603長榮,2014中鴻,,1309台達化,3576聯合再生,6669緯穎,,
4,"('2330台積電', 9)",6277宏正,2520冠德,2227裕日車,1711永光,4137麗豐-KY,2886兆豐金,2891中信金,2204中華,4414如興,2376技嘉,8415大國鋼,2891中信金,1711永光,2851中再保,,1310台苯,2108南帝,5483中美晶,,
5,"('1604聲寶', 9)",3030德律,6411晶焱,6464台數科,6643M31,2104國際中橡,1216統一,2884玉山金,2836高雄銀,3016嘉晶,2850新產,8358金居,2324仁寶,3006晶豪科,6464台數科,,1477聚陽,1313聯成,5274信驊,,
6,"('2395研華', 9)",4551智伸科,6277宏正,8081致新,2395研華,2520冠德,2891中信金,6488環球晶,2838聯邦銀,2501國建,3131弘塑,6173信昌電,9940信義,5876上海商銀,8081致新,,1519華城,1319東陽,3293鈊象,,
7,"('8086宏捷科', 9)",6643M31,3030德律,3019亞光,9933中鼎,3008大立光,2382廣達,2912統一超,2889國票金,3707漢磊,2103台橡,8016矽創,2634漢翔,2395研華,3019亞光,,1536和大,6443元晶,6732昇佳電子,,
8,"('4736泰博', 9)",2850新產,4551智伸科,6505台塑化,8917欣泰,1234黑松,6488環球晶,5347世界,3703欣陸,1903士紙,8358金居,2344華邦電,2201裕隆,2885元大金,6505台塑化,,1604聲寶,6202盛群,6274台燿,,
9,"('3035智原', 9)",2373震旦行,6643M31,1789神隆,2345智邦,2603長榮,2912統一超,2801彰銀,4532瑞智,6533晶心科,8016矽創,6147頎邦,6121新普,3264欣銓,1789神隆,,1714和桐,6582申豐,3036文曄,,
