,出現六次以上：, 連續三年ROE均大於10%且近四季年化ROE也大於10%(2022-09-30),連續三年毛利率大於25%且近四季毛利率也大於25%(2022-09-30),連續三年EPS均大於0且近一季EPS也大於0(2022-09-30),近四季EPS逐季均為正值，近四季EPS總和 x 20=當日股價收盤價(2022-09-30),連續三年稅前淨利率大於10%且近一季稅前淨利率也大於10%(2022-09-30),近6月累積營收年增率連2個月增加(2022-11-10),近12月累積營收年增率連2個月增加(2022-11-10),股價低於淨值且當日成交量較5個交易日平均成交量成長50%以上(2021-03-31),近一季稅前淨利較上季轉虧為盈或近一季稅前淨利較去年同期轉虧為盈，且對應季別營收成長30%以上(2022-09-30),ROE連續三季成長，且近一季ROE>10%(2022-09-30),毛利率連續三季成長，且近一季毛利率>25%(2022-09-30),大股東持股比率 6個月(24週) 以來增加 5% 以上或大股東持股比率 連續3個月 上升,外資連續買超5個交易日以上或投信連續買超5個交易日以上,近一週（5交易日）融券餘額增加且近一月（20交易日）融券餘額增加且近一週（5交易日）券資比也增加,近一週（5交易日）融券餘額增加且券資比>=25%,近20交易日盤整（20%）且今日資減券增,今天成交量高於昨日成交量且今日之5日均量較昨日之5日均量成長30%以上,9日K.D 黃金交叉，K或D值在20以下且9週K.D 黃金交叉，K或D值在20以下,近120個交易日最高股價收盤價高於最低股價收盤價30%以上，且目前股價低於該最高股價之10%，且出現下長T線，或十字線之周K線,過去三個月盤整且今日跳空
0,"('6472保瑞', 11)",2383台光電,5478智冠,2383台光電,2912統一超,2383台光電,2330台積電,2330台積電,1101台泥,2727王品,3023信邦,2330台積電,2383台光電,2383台光電,2383台光電,2108南帝,1102亞泥,2412中華電,2912統一超,2353宏碁,2356英業達
1,"('6643M31', 10)",6669緯穎,3030德律,1723中碳,9937全國,1723中碳,2317鴻海,2317鴻海,1102亞泥,2501國建,9904寶成,2308台達電,2834臺企銀,6669緯穎,1723中碳,3034聯詠,1216統一,2002中鋼,2106建大,8404百和興業-KY,
2,"('3022威強電', 10)",3030德律,2912統一超,2834臺企銀,3023信邦,2027大成鋼,2308台達電,2308台達電,1234黑松,3576聯合再生,6803崑鼎,6409旭隼,5534長虹,1301台塑,2834臺企銀,5347世界,1304台聚,2382廣達,1736喬山,,
3,"('2330台積電', 10)",2912統一超,9911櫻花,4927泰鼎-KY,1229聯華,5534長虹,3008大立光,3008大立光,1304台聚,9958世紀鋼,2330台積電,1256鮮活果汁-KY,3030德律,9937全國,2027大成鋼,2812台中銀,1305華夏,1101台泥,1513中興電,,
4,"('1476儒鴻', 10)",9937全國,4128中天,5478智冠,2227裕日車,5478智冠,2207和泰車,1216統一,1312國喬,6166凌華,2059川湖,2303聯電,9937全國,8464億豐,2103台橡,6643M31,1309台達化,2633台灣高鐵,4915致伸,,
5,"('9941裕融', 9)",8150南茂,6411晶焱,6669緯穎,2707晶華,3030德律,2382廣達,3711日月光投控,1313聯成,6443元晶,1256鮮活果汁-KY,3189景碩,2108南帝,3374精材,5534長虹,6472保瑞,1314中石化,1402遠東新,9907統一實,,
6,"('6269台郡', 9)",9911櫻花,2108南帝,3030德律,1711永光,1301台塑,6488環球晶,2207和泰車,1315達新,4157太景*-KY,2303聯電,4968立積,8415大國鋼,2439美律,4174浩鼎,3529力旺,1440南紡,1102亞泥,2851中再保,,
7,"('1256鮮活果汁-KY', 9)",3023信邦,8415大國鋼,9933中鼎,2308台達電,8150南茂,2892第一金,6488環球晶,1402遠東新,1307三芳,3653健策,6561是方,1229聯華,2727王品,4927泰鼎-KY,2338光罩,1444力麗,8046南電,5287數字,,
8,"('6488環球晶', 9)",6411晶焱,8464億豐,1301台塑,6409旭隼,9911櫻花,5880合庫金,2912統一超,1409新纖,4142國光生,4551智伸科,6488環球晶,3374精材,3682亞太電,5478智冠,6285啟碁,1476儒鴻,9904寶成,,,
9,"('2308台達電', 9)",2108南帝,3014聯陽,2912統一超,1256鮮活果汁-KY,3023信邦,1101台泥,1101台泥,1434福懋,9943好樂迪,9802鈺齊-KY,9908大台北,2227裕日車,1907永豐餘,2881富邦金,2377微星,1503士電,2356英業達,,,
10,"('6176瑞儀', 9)",8464億豐,4919新唐,1503士電,1201味全,6411晶焱,2885元大金,5871中租-KY,1504東元,6451訊芯-KY,3017奇鋐,8046南電,2439美律,2330台積電,6669緯穎,2603長榮,1515力山,9914美利達,,,
11,"('6277宏正', 9)",6278台表科,2727王品,2354鴻準,3661世芯-KY,2108南帝,2880華南金,5876上海商銀,1532勤美,2367燿華,5425台半,1476儒鴻,1582信錦,4966譜瑞-KY,3030德律,5536聖暉,1519華城,5903全家,,,
12,"('6533晶心科', 9)",2227裕日車,2344華邦電,9937全國,2340光磊,8415大國鋼,5876上海商銀,2633台灣高鐵,1710東聯,9910豐泰,8069元太,2903遠百,1104環泥,2547日勝生,9933中鼎,3035智原,1598岱宇,2027大成鋼,,,
